ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/description,tender/documents/0/datePublished,tender/documents/0/format,tender/documents/0/url,tender/documents/0/title
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,53379,tenderNotice,Aviso de Prensa,2014-10-28T09:20:11.927000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,53380,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T09:23:32.537000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,54291,x_amendment,Enmienda o Adendum,2014-11-19T09:59:06.667000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-2014405-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,54562,x_amendment,Enmienda o Adendum,2014-11-26T14:28:13.700000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-2014406-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,54817,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-12-03T14:03:02.507000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-2014607-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,53381,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T09:24:01.523000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-20141402-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,53382,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T09:25:25.173000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-20141403-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2,ocds-lcuori-lRoZgG-LPN-MAMBOCAURE-02-2014-2/4,lRoZgG-LPN-MAMBOCAURE-02-2014-2,53383,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T09:26:11.943000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic745LPN-MAMBOCAURE-02-20141404-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-orvnZr-HND-001-B-012-2014-2,ocds-lcuori-orvnZr-HND-001-B-012-2014-2/3,orvnZr-HND-001-B-012-2014-2,53385,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T09:30:26.977000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic695HND-001-B-012-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2,ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2/3,DL9kwR-LPN No. TSC-002-2014-DAG-2,53386,tenderNotice,Aviso de Prensa,2014-10-28T09:33:09.093000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic229LPN%20No.%20TSC-002-2014-DAG100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2,ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2/3,DL9kwR-LPN No. TSC-002-2014-DAG-2,53388,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T09:37:59.423000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic229LPN%20No.%20TSC-002-2014-DAG202-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2,ocds-lcuori-DL9kwR-LPN No. TSC-002-2014-DAG-2/3,DL9kwR-LPN No. TSC-002-2014-DAG-2,86415,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2016-09-23T09:47:39.570000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic229LPN%20No.%20TSC-002-2014-DAG602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,51015,tenderNotice,Aviso de Prensa,2014-08-28T11:14:05.287000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-2014104-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,50929,biddingDocuments,Pliego o Terminos de Referencia,2014-08-26T10:19:35.473000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,54689,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-28T16:24:44.503000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-2014605-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,50930,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-26T10:20:03.587000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-20141401-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,50932,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-26T10:20:27.157000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-20141402-AnexosalPliego.xls,Anexos al Pliego 
ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2,ocds-lcuori-wrV3LP-COT-FHIS-22-2014-2/3,wrV3LP-COT-FHIS-22-2014-2,50934,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-26T10:20:52.110000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11COT-FHIS-22-20141403-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-7rBxpG-CD-13-2014-2,ocds-lcuori-7rBxpG-CD-13-2014-2/3,7rBxpG-CD-13-2014-2,50870,tenderNotice,Aviso de Prensa,2014-08-25T12:37:28.420000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123CD-13-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-7rBxpG-CD-13-2014-2,ocds-lcuori-7rBxpG-CD-13-2014-2/3,7rBxpG-CD-13-2014-2,50871,biddingDocuments,Pliego o Terminos de Referencia,2014-08-25T12:38:01.020000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123CD-13-2014201-PliegooTerminosdeReferencia.PDF,Pliego o Terminos de Referencia
ocds-lcuori-7rBxpG-CD-13-2014-2,ocds-lcuori-7rBxpG-CD-13-2014-2/3,7rBxpG-CD-13-2014-2,52263,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-03T12:55:05.773000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic123CD-13-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-ERpaPr-65-2014-2,ocds-lcuori-ERpaPr-65-2014-2/3,ERpaPr-65-2014-2,53389,tenderNotice,Aviso de Prensa,2014-10-28T10:35:51.307000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8865-2014100-AvisodePrensa.doc,Aviso de Prensa
ocds-lcuori-orvPDG-LP-019-ONCAE.2014-2,ocds-lcuori-orvPDG-LP-019-ONCAE.2014-2/3,orvPDG-LP-019-ONCAE.2014-2,57300,tenderNotice,Aviso de Prensa,2015-02-25T09:23:54.487000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic95LP-019-ONCAE.2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-orvPDG-LP-019-ONCAE.2014-2,ocds-lcuori-orvPDG-LP-019-ONCAE.2014-2/3,orvPDG-LP-019-ONCAE.2014-2,57301,biddingDocuments,Pliego o Terminos de Referencia,2015-02-25T09:24:06.437000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic95LP-019-ONCAE.2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2/3,wrV3LP-LPR-FHIS-24-2014-2,53396,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T11:55:36.813000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-24-2014203-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2/3,wrV3LP-LPR-FHIS-24-2014-2,56092,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-01-28T15:01:54.740000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-24-2014604-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2/3,wrV3LP-LPR-FHIS-24-2014-2,53391,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T11:45:17.743000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-24-20141401-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2/3,wrV3LP-LPR-FHIS-24-2014-2,53392,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T11:45:41.223000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-24-20141402-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-24-2014-2/3,wrV3LP-LPR-FHIS-24-2014-2,53393,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-10-28T11:46:01.173000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-24-20141403-AnexosalPliego.xlsx,Anexos al Pliego 
ocds-lcuori-ERpaPr-66-2014-2,ocds-lcuori-ERpaPr-66-2014-2/3,ERpaPr-66-2014-2,53395,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T11:54:10.097000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic8866-2014200-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-8L47Pr-L-P 057-2014-2,ocds-lcuori-8L47Pr-L-P 057-2014-2/4,8L47Pr-L-P 057-2014-2,53397,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T13:04:07.360000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20057-2014200-PliegooTerminosdeReferencia.xls,Pliego o Terminos de Referencia
ocds-lcuori-8L47Pr-L-P 057-2014-2,ocds-lcuori-8L47Pr-L-P 057-2014-2/4,8L47Pr-L-P 057-2014-2,53399,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-28T13:12:19.317000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic94L-P%20057-2014601-ActadeRecepcionyAperturadeOfertas.PDF,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-8L4j7R-CP-O-03-2014-2,ocds-lcuori-8L4j7R-CP-O-03-2014-2/3,8L4j7R-CP-O-03-2014-2,50898,biddingDocuments,Pliego o Terminos de Referencia,2014-08-25T15:59:57.713000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706CP-O-03-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-8L4j7R-CP-O-03-2014-2,ocds-lcuori-8L4j7R-CP-O-03-2014-2/3,8L4j7R-CP-O-03-2014-2,51433,x_amendment,Enmienda o Adendum,2014-09-10T13:22:39.700000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706CP-O-03-2014403-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-8L4j7R-CP-O-03-2014-2,ocds-lcuori-8L4j7R-CP-O-03-2014-2/3,8L4j7R-CP-O-03-2014-2,51339,clarifications,Aclaratoria,2014-09-06T20:40:45.873000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706CP-O-03-2014502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-8L4j7R-CP-O-03-2014-2,ocds-lcuori-8L4j7R-CP-O-03-2014-2/3,8L4j7R-CP-O-03-2014-2,50899,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:01:55.203000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic706CP-O-03-20141401-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50905,tenderNotice,Aviso de Prensa,2014-08-25T16:24:51.580000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50906,tenderNotice,Aviso de Prensa,2014-08-25T16:25:04.613000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014101-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50907,tenderNotice,Aviso de Prensa,2014-08-25T16:25:19.183000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014102-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50908,tenderNotice,Aviso de Prensa,2014-08-25T16:25:36.233000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014103-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50909,biddingDocuments,Pliego o Terminos de Referencia,2014-08-25T16:26:50.930000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014204-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,53840,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-10T15:51:28.523000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-2014607-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50910,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:10.157000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141405-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50911,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:19.870000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141406-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50912,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:27.220000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141407-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50913,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:34.497000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141407-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50914,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:50.603000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141412-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50915,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:27:57.333000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141413-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50916,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:28:05.317000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141414-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50917,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:28:11.630000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141415-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2,ocds-lcuori-WRz5vG-Lic. Privada N° 05-2014-2/3,WRz5vG-Lic. Privada N° 05-2014-2,50918,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-08-25T16:28:45.763000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic654Lic.%20Privada%20N%C2%B0%2005-20141407-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2/3,wrV3LP-LPR-FHIS-25-2014-2,53414,tenderNotice,Aviso de Prensa,2014-10-28T16:55:49.167000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-25-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2/3,wrV3LP-LPR-FHIS-25-2014-2,53415,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T16:57:44.480000-06:00,application/zip,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-25-2014201-PliegooTerminosdeReferencia.zip,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-25-2014-2/3,wrV3LP-LPR-FHIS-25-2014-2,56055,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-01-27T16:56:22.953000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-25-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-kR0qDr-No.001-2014-2,ocds-lcuori-kR0qDr-No.001-2014-2/3,kR0qDr-No.001-2014-2,53409,biddingDocuments,Pliego o Terminos de Referencia,2014-10-28T16:00:29.397000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic156No.001-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-kR0qDr-No.001-2014-2,ocds-lcuori-kR0qDr-No.001-2014-2/3,kR0qDr-No.001-2014-2,53531,clarifications,Aclaratoria,2014-11-05T15:31:23.180000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic156No.001-2014501-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-kR0qDr-No.001-2014-2,ocds-lcuori-kR0qDr-No.001-2014-2/3,kR0qDr-No.001-2014-2,60344,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-05-08T15:04:45.643000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic156No.001-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-kR0qDr-No.001-2014-2,ocds-lcuori-kR0qDr-No.001-2014-2/3,kR0qDr-No.001-2014-2,60345,cancellationDetails,Declaratoria de Proceso Fracasado,2015-05-08T15:05:56.843000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic156No.001-20141003-DeclaratoriadeProcesoFracasado.pdf,Declaratoria de Proceso Fracasado
ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2,ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2/3,kR2ydG-Certificación 314-2014-2015-2,53532,tenderNotice,Aviso de Prensa,2014-11-05T16:11:41.653000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic146Certificaci%C3%B3n%20314-2014-2015100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2,ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2/3,kR2ydG-Certificación 314-2014-2015-2,53533,biddingDocuments,Pliego o Terminos de Referencia,2014-11-05T16:12:32.367000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic146Certificaci%C3%B3n%20314-2014-2015201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2,ocds-lcuori-kR2ydG-Certificación 314-2014-2015-2/3,kR2ydG-Certificación 314-2014-2015-2,103194,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2017-08-01T12:53:14.320000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic146Certificaci%C3%B3n%20314-2014-2015602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2/3,wrV3LP-LPR-FHIS-17-2014-2,51650,tenderNotice,Aviso de Prensa,2014-09-17T14:47:48.587000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-17-2014102-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2/3,wrV3LP-LPR-FHIS-17-2014-2,50988,biddingDocuments,Pliego o Terminos de Referencia,2014-08-26T18:01:21.840000-06:00,application/zip,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-17-2014200-PliegooTerminosdeReferencia.zip,Pliego o Terminos de Referencia
ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2,ocds-lcuori-wrV3LP-LPR-FHIS-17-2014-2/3,wrV3LP-LPR-FHIS-17-2014-2,51662,x_amendment,Enmienda o Adendum,2014-09-17T16:07:43.570000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic11LPR-FHIS-17-2014403-EnmiendaoAdendum.pdf,Enmienda o Adendum
