ocid,id,publisher/name,tag,tender/id,tender/localProcurementCategory,tender/procurementMethod,tender/procurementMethodDetails,language,initiationType,date,buyer/id,buyer/name
ocds-lcuori-227556,ocds-lcuori-227556/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227556,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:25:14-06:00,byPAjK-byP1K8-qyVbya,Servicios Administrativos y Financieros
ocds-lcuori-227567,ocds-lcuori-227567/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227567,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:27:08-06:00,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-227578,ocds-lcuori-227578/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227578,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:30:12-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-227589,ocds-lcuori-227589/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227589,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:33:09-06:00,7rEMr2-byP1K8-VzaYzq,Gerencia de Negocios
ocds-lcuori-227600,ocds-lcuori-227600/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227600,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:35:00-06:00,7rEMr2-byP1K8-VzaYzq,Gerencia de Negocios
ocds-lcuori-227611,ocds-lcuori-227611/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227611,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:35:21-06:00,7rEMr2-byP1K8-VzaYzq,Gerencia de Negocios
ocds-lcuori-227622,ocds-lcuori-227622/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227622,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:39:51-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-227623,ocds-lcuori-227623/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227623,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:39:59-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-227633,ocds-lcuori-227633/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227633,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:41:17-06:00,BzXX7z-byP1K8-ArxkKR,DIRECCION GENERAL DE INVERSIONES PUBLICAS
ocds-lcuori-227634,ocds-lcuori-227634/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227634,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:42:18-06:00,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-227644,ocds-lcuori-227644/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227644,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:46:15-06:00,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-227655,ocds-lcuori-227655/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227655,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:49:01-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-227666,ocds-lcuori-227666/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227666,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:49:56-06:00,wrL8Jr-byP1K8-nz0RKj,Unidad Central
ocds-lcuori-227677,ocds-lcuori-227677/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227677,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:53:35-06:00,z84PRz-byP1K8-byP1K8,Alcaldia Municipal de San Pedro Sula
ocds-lcuori-227678,ocds-lcuori-227678/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227678,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:53:43-06:00,z84PRz-byP1K8-byP1K8,Alcaldia Municipal de San Pedro Sula
ocds-lcuori-227688,ocds-lcuori-227688/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227688,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:58:08-06:00,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-227689,ocds-lcuori-227689/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227689,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:58:15-06:00,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-227690,ocds-lcuori-227690/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227690,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:58:27-06:00,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-227699,ocds-lcuori-227699/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227699,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T14:59:53-06:00,z84PRz-byP1K8-byP1K8,Alcaldia Municipal de San Pedro Sula
ocds-lcuori-227710,ocds-lcuori-227710/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227710,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:21:17-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-227721,ocds-lcuori-227721/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227721,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:36:02-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227722,ocds-lcuori-227722/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227722,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:36:57-06:00,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-227732,ocds-lcuori-227732/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227732,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:38:48-06:00,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-227743,ocds-lcuori-227743/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227743,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:48:03-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-227744,ocds-lcuori-227744/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227744,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:48:38-06:00,lzlBXK-RKZayY-PrDByx,DIRECCION DEPARTAMENTAL DE COMAYAGUA
ocds-lcuori-227745,ocds-lcuori-227745/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227745,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:49:14-06:00,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-227754,ocds-lcuori-227754/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227754,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:51:23-06:00,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-227765,ocds-lcuori-227765/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227765,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:52:21-06:00,7zvqGr-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-227776,ocds-lcuori-227776/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227776,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:53:12-06:00,rbwkMz-byP1K8-byP1K8,Unidad Central
ocds-lcuori-227787,ocds-lcuori-227787/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227787,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T15:57:29-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-227798,ocds-lcuori-227798/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227798,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:00:53-06:00,lzlBXK-RKZayY-PrDByx,DIRECCION DEPARTAMENTAL DE COMAYAGUA
ocds-lcuori-227809,ocds-lcuori-227809/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227809,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:05:34-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-227820,ocds-lcuori-227820/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227820,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:13:06-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-227831,ocds-lcuori-227831/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227831,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:15:31-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-227842,ocds-lcuori-227842/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227842,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:20:43-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-227853,ocds-lcuori-227853/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227853,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:23:32-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-227854,ocds-lcuori-227854/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227854,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:23:34-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-227864,ocds-lcuori-227864/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227864,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:26:13-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-227875,ocds-lcuori-227875/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227875,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:28:07-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-227876,ocds-lcuori-227876/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227876,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:28:08-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-227886,ocds-lcuori-227886/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227886,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:38:46-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-227887,ocds-lcuori-227887/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227887,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:40:04-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-227888,ocds-lcuori-227888/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227888,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:41:14-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227897,ocds-lcuori-227897/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227897,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:43:26-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227908,ocds-lcuori-227908/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227908,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:45:36-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-227919,ocds-lcuori-227919/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227919,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:47:28-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-227920,ocds-lcuori-227920/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227920,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:47:35-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227930,ocds-lcuori-227930/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227930,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:52:11-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227941,ocds-lcuori-227941/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227941,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:57:20-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-227952,ocds-lcuori-227952/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227952,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T16:58:00-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-227963,ocds-lcuori-227963/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227963,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:03:29-06:00,BzXX7z-byP1K8-xK3qzP,CONTADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-227974,ocds-lcuori-227974/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227974,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:10:44-06:00,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-227985,ocds-lcuori-227985/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227985,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:26:42-06:00,NzBo0y-byP1K8-byQqyG,Sucursal La Ceiba
ocds-lcuori-227996,ocds-lcuori-227996/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227996,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:36:20-06:00,NzBo0y-byP1K8-byQqyG,Sucursal La Ceiba
ocds-lcuori-227997,ocds-lcuori-227997/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,227997,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:37:12-06:00,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-228007,ocds-lcuori-228007/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228007,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T17:49:38-06:00,NzBo0y-byP1K8-byQqyG,Sucursal La Ceiba
ocds-lcuori-228018,ocds-lcuori-228018/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228018,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T18:05:30-06:00,Dzn3Py-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-228029,ocds-lcuori-228029/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228029,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T18:25:18-06:00,Dzn3Py-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-228040,ocds-lcuori-228040/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,228040,goodsOrServices,open,Convenio Marco,es,tender,2020-03-09T18:34:47-06:00,Dzn3Py-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-212728,ocds-lcuori-212728/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212728,goodsOrServices,open,Convenio Marco,es,tender,2020-01-06T09:17:00-06:00,lzlBXK-byP1K8-6KdGoy,INSTITUTO NACIONAL DEL DIABETICO
ocds-lcuori-212762,ocds-lcuori-212762/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212762,goodsOrServices,open,Convenio Marco,es,tender,2020-01-06T15:14:14-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-212794,ocds-lcuori-212794/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212794,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T08:35:52-06:00,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-212805,ocds-lcuori-212805/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212805,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T08:57:24-06:00,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION
ocds-lcuori-212827,ocds-lcuori-212827/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212827,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T09:37:34-06:00,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-212828,ocds-lcuori-212828/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212828,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T09:39:08-06:00,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-212829,ocds-lcuori-212829/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212829,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T09:43:57-06:00,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-212849,ocds-lcuori-212849/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212849,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T10:27:48-06:00,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-212861,ocds-lcuori-212861/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212861,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T10:52:32-06:00,RyYlqz-byP1K8-by4Gzd,JEFATURA FINANCIERA ADMINISTRATIVA
ocds-lcuori-212893,ocds-lcuori-212893/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212893,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T14:21:30-06:00,byQwDr-byP1K8-byP11K,INSTITUTO HONDURE?O DEL TRANSPORTE TERRESTRE
ocds-lcuori-212927,ocds-lcuori-212927/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212927,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T15:31:00-06:00,NzBWWy-byP1K8-OK94yQ,Programa de Desarrollo Agricola (C-10)
ocds-lcuori-212972,ocds-lcuori-212972/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,212972,goodsOrServices,open,Convenio Marco,es,tender,2020-01-07T16:28:58-06:00,NzBWWy-byP1K8-OK94yQ,Programa de Desarrollo Agricola (C-10)
ocds-lcuori-213003,ocds-lcuori-213003/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213003,goodsOrServices,open,Convenio Marco,es,tender,2020-01-08T12:05:46-06:00,byPeXK-7zv2zR-OK94yQ,DIRECCION CURLP
ocds-lcuori-213069,ocds-lcuori-213069/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213069,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T09:29:23-06:00,zX93ny-byP1K8-byP1K8,Fondo Social para la Vivienda
ocds-lcuori-213070,ocds-lcuori-213070/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213070,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T09:33:42-06:00,zX93ny-byP1K8-byP1K8,Fondo Social para la Vivienda
ocds-lcuori-213091,ocds-lcuori-213091/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213091,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T09:54:32-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-213146,ocds-lcuori-213146/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213146,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T12:20:36-06:00,lzlBXK-wr13yl-xzkQKd,DIRECCION HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-213157,ocds-lcuori-213157/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213157,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T14:18:36-06:00,RyYD0z-byP1K8-byP1K8,GERENCIA IPM
ocds-lcuori-213158,ocds-lcuori-213158/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213158,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T14:25:22-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-213192,ocds-lcuori-213192/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213192,goodsOrServices,open,Convenio Marco,es,tender,2020-01-09T15:13:50-06:00,7rEMr2-byP1K8-5zp8zA,Cuerpo de Bomberos Danli
ocds-lcuori-213212,ocds-lcuori-213212/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213212,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T08:52:31-06:00,lzlBXK-byP1K8-6KdGoy,INSTITUTO NACIONAL DEL DIABETICO
ocds-lcuori-213224,ocds-lcuori-213224/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213224,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T09:58:51-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-213235,ocds-lcuori-213235/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213235,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T10:13:05-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-213257,ocds-lcuori-213257/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213257,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T10:42:09-06:00,zX93ny-byP1K8-byP1K8,Fondo Social para la Vivienda
ocds-lcuori-213278,ocds-lcuori-213278/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213278,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T11:03:47-06:00,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-213280,ocds-lcuori-213280/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213280,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T11:08:28-06:00,ygOA3y-byP1K8-byP1K8,Servicios Generales
ocds-lcuori-213311,ocds-lcuori-213311/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213311,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T13:09:07-06:00,6KdEbr-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-213355,ocds-lcuori-213355/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213355,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T14:36:04-06:00,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-213356,ocds-lcuori-213356/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213356,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T14:46:41-06:00,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-213388,ocds-lcuori-213388/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213388,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T17:07:59-06:00,6Kdoye-byP1K8-byQqyG,Compras y Suministros
ocds-lcuori-213389,ocds-lcuori-213389/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213389,goodsOrServices,open,Convenio Marco,es,tender,2020-01-10T17:08:09-06:00,6Kdoye-byP1K8-byQqyG,Compras y Suministros
ocds-lcuori-213456,ocds-lcuori-213456/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213456,goodsOrServices,open,Convenio Marco,es,tender,2020-01-13T13:47:17-06:00,rEegPr-byP1K8-byP1K8,FUNDANIQUEM
ocds-lcuori-213467,ocds-lcuori-213467/3-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,213467,goodsOrServices,open,Convenio Marco,es,tender,2020-01-13T14:16:36-06:00,gywern-byP1K8-xzkmQK,Programa Presidencial Honduras para la Juventud
