ocid,id,contracts/0/id,contracts/0/items/0/id,contracts/0/items/0/description,contracts/0/items/0/unit/name,contracts/0/items/0/unit/value/amount,contracts/0/items/0/unit/value/currency,contracts/0/items/0/classification/id,contracts/0/items/0/classification/scheme,contracts/0/items/0/classification/description,contracts/0/items/0/quantity
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517966,CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O CARTA  ALTA CALIDAD (ZONA 4),Unidad,26.726,HNL,44122011,UNSPSC,Carpetas para archivos o folder,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517918,LIBRETA BLOCK RAYADO MINIMO 80 HOJAS TAMA?O CARTA COLOR BLANCO ALTA CALIDAD (ZONA 4),Unidad,15.456,HNL,14111531,UNSPSC,Libros o cuadernos de registro,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517919,BORRADOR PARA LAPIZ GRAFITO QUE NO MACHE DIMENSIONES MINIMAS DE 3 CM X 1 CM X 1 CM PAQUETE DE 12 UNIDADES  ALTA CALIDAD (ZONA 4),Paquete,12.8685,HNL,60121536,UNSPSC,Borrador de crayola,1.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517920,PAPEL BOND BASE 16 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 4),Resma,101.131,HNL,14111511,UNSPSC,Papel bond o de escribir,10.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517921,BOLIGRAFOS DE TINTA DE GEL PUNTA MEDIANA COLOR NEGRO CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 4),Caja,51.106,HNL,60121524,UNSPSC,Bol?grafos de gel,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517922,ANILLO PLASTICO DE ENCUADERNACION 5/8  PAQUETE DE 25 UNIDADESALTA CALIDAD (ZONA 4),Paquete,48.806,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517923,ANILLO PLASTICO DE ENCUADERNACION 3/8  PAQUETE DE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,26.611,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517924,GRAPAS DE 5/8  ALTA CALIDAD (ZONA 4),Caja,73.531,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517925,ANILLO PLASTICO DE ENCUADERNACION 1/2  PAQUETE DE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,35.926,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517926,TAPE TRANSPARENT DE 1/2  X HASTA 40 YARDAS DE LARGO ALTA CALIDAD (ZONA 4),Unidad,2.8635,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517927,GRAPAS DE 1/2   CAJA DE 5000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,67.551,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517928,GRAPAS 23/12  ALTA CALIDAD (ZONA 4),Caja,27.761,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517929,ANILLO PLASTICO DE ENCUADERNACION 1  ALTA CALIDAD (ZONA 4),Paquete,86.181,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517930,ANILLO PLASTICO DE ENCUADERNACION 5/16  PAQUETE DE 25 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,22.701,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517931,ANILLO PLASTICO DE ENCUADERNACION 7/8 PAQUETE DE 25 UNIDADESALTA CALIDAD (ZONA 4),Paquete,74.451,HNL,44103503,UNSPSC,Resortes o lomos de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517932,DISPENSADOR DE CINTA ADHESIVA PEQUE?O ALTA CALIDAD (ZONA 4),Unidad,27.761,HNL,24102202,UNSPSC,Dispensadores de cintas de sellado para cajas,3.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517933,CLIP JUMBO COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 4),Caja,10.281,HNL,44122104,UNSPSC,Clips para papel,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517934,GRAPAS 23/20  CAJA DE 1000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,36.501,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517935,MARCADOR PERMANENTE ULTRA FINO (0.3MM - 0.9MM)COLOR AZUL ALTA CALIDAD (ZONA 4),Unidad,11.086,HNL,44121708,UNSPSC,Marcadores permanentes,3.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517936,PINZAS SUJETAPAPELES 25MM PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,12.926,HNL,44111521,UNSPSC,Sujetapapeles,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517937,PAPEL STICKER TAMA?O CARTA PAQUETE 50 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,116.656,HNL,14111512,UNSPSC,Papel cuadriculado,2.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517938,"LAMINA PARA PLASTIFICAR CARNET, CEDULA ALTA CALIDAD (ZONA 4)",Caja,44.1485,HNL,44103502,UNSPSC,Cubiertas de encuadernaci?n,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517939,ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 60 HOJAS ALTA CALIDAD (ZONA 4),Unidad,143.106,HNL,44101707,UNSPSC,Grapadoras para fotocopiadora,1.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517940,MARCADOR PARA PIZARRA AZUL PUNTA GRUESA (3MM - 5MM) ALTA CALIDAD (ZONA 4),Unidad,5.2785,HNL,44121711,UNSPSC,Marcadores no permanentes,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517941,GRAPAS 23/15  CAJA DE 1000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,19.481,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517942,GRAPAS 23/17  CAJA DE 1000 UNIDADES ALTA CALIDAD (ZONA 4),Caja,19.826,HNL,44122107,UNSPSC,Grapas,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517943,PINZAS SUJETAPAPELES 41MM PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,21.2635,HNL,44111521,UNSPSC,Sujetapapeles,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517944,LAMINA PARA PLASTIFICAR TAMA?O OFICIO ALTA CALIDAD (ZONA 4),Caja,504.206,HNL,44103502,UNSPSC,Cubiertas de encuadernaci?n,1.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517945,MARCADOR PARA PIZARRA ROJO PUNTA GRUESA (3MM - 5MM) ALTA CALIDAD (ZONA 4),Unidad,5.221,HNL,44121711,UNSPSC,Marcadores no permanentes,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517946,SOBRES DE PAPEL BOND BASE 20 TAMA?O OFICIO COLOR PAQUETE DE 100 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,37.0185,HNL,44121506,UNSPSC,Sobres est?ndar,2.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517947,MARCADOR PERMANENTE DE PUNTA GRUESA COLOR AZUL  (3MM - 5MM) CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 4),Caja,52.026,HNL,44121708,UNSPSC,Marcadores permanentes,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517948,MARCADOR PERMANENTE DE PUNTA GRUESA COLOR NEGRO  (3MM - 5MM) CAJA DE 12 UNIDADES  ALTA CALIDAD (ZONA 7),Caja,52.026,HNL,44121708,UNSPSC,Marcadores permanentes,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517949,CUADERNO UNICO GRANDE PLASTIFICADO  DE 200 PAGINAS ALTA CALIDAD (ZONA 4),Unidad,47.081,HNL,14111531,UNSPSC,Libros o cuadernos de registro,15.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517950,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR AMARILLO, ALTA CALIDAD (ZONA 4)",Resma,210.611,HNL,44122011,UNSPSC,Carpetas para archivos o folder,6.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517951,"CARPETA FOLDER DE CARTULINA TAMA?O CARTA COLOR AZUL MARINO, ALTA CALIDAD (ZONA 4)",Resma,210.611,HNL,44122011,UNSPSC,Carpetas para archivos o folder,1.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517952,"CINTA ADHESIVA PEGA DOBLE, ALTA CALIDAD (ZONA 4)",Unidad,71.691,HNL,31201503,UNSPSC,Cintas adhesivas de protecci?n o masking tape,2.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517953,ENGRAPADORA INDUSTRIAL DE ACERO REFORZADO CAPACIDAD HASTA 200 HOJAS ALTA CALIDAD (ZONA 4),Unidad,352.406,HNL,44101707,UNSPSC,Grapadoras para fotocopiadora,1.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517954,TINTA PARA SELLOS EN BOTE ROLL-ON COLOR AZUL DE 60CC ALTA CALIDAD (ZONA 4),Unidad,18.331,HNL,44121902,UNSPSC,Tinta china,2.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517955,"CUADERNO DE ESPIRAL A4, MINIMO 70 PAGINAS RAYADAS ALTA CALIDAD (ZONA 4)",Unidad,10.9135,HNL,14111531,UNSPSC,Libros o cuadernos de registro,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517956,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 4),Resma,85.376,HNL,14111511,UNSPSC,Papel bond o de escribir,24.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517957,ETIQUETA RECTANGULAR AUTOADHESIVA PARA FOLDER PAQUETE DE 100 UNIDADES ALTA CALIDAD (ZONA 4),Paquete,9.6485,HNL,55121606,UNSPSC,Etiquetas autoadhesivas,12.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517958,CUADERNO UNICO PEQUE?O PLASTIFICADO  DE 200 PAGINAS ALTA CALIDAD (ZONA 4),Unidad,16.0885,HNL,14111531,UNSPSC,Libros o cuadernos de registro,15.0
ocds-lcuori-221231,ocds-lcuori-221231/2-contract,221231,517959,LIBRETA DE TAQUIGRAFIA MINIMO 70 HOJAS ALTA CALIDAD (ZONA 4),Unidad,6.9345,HNL,14111531,UNSPSC,Libros o cuadernos de registro,12.0
ocds-lcuori-221275,ocds-lcuori-221275/2-contract,221275,518038,SOBRE MANILA TAMA?O OFICIO ALTA CALIDAD (ZONA 3),Paquete,4.3125,HNL,44121506,UNSPSC,Sobres est?ndar,600.0
ocds-lcuori-221275,ocds-lcuori-221275/2-contract,221275,518039,MOUSE CON CONEXION  USB  ALTA CALIDAD (ZONA 3),Unidad,42.78,HNL,43211708,UNSPSC,Trackballs y mouse para computadora,24.0
ocds-lcuori-221319,ocds-lcuori-221319/2-contract,221319,518118,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 100 ML A 499 ML ALTA CALIDAD (ZONA 1),Unidad,5.0025,HNL,50202301,UNSPSC,Agua purificada,24.0
ocds-lcuori-221330,ocds-lcuori-221330/2-contract,221330,518138,CD-R  CAJA ALTA CALIDAD (ZONA 1),Unidad,6.256,HNL,43202001,UNSPSC,Discos compactos (CD),6400.0
ocds-lcuori-221330,ocds-lcuori-221330/2-contract,221330,518139,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,1300.0
ocds-lcuori-221330,ocds-lcuori-221330/2-contract,221330,518140,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,83.306,HNL,14111511,UNSPSC,Papel bond o de escribir,130.0
ocds-lcuori-221330,ocds-lcuori-221330/2-contract,221330,518141,PAPEL BOND BASE 20 TAMA?O LEGAL COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 1),Resma,89.631,HNL,14111511,UNSPSC,Papel bond o de escribir,110.0
ocds-lcuori-221363,ocds-lcuori-221363/2-contract,221363,518198,DVD+R PAQUETE 10 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,68.931,HNL,43202003,UNSPSC,Discos v?deo digitales (DVD),50.0
ocds-lcuori-221363,ocds-lcuori-221363/2-contract,221363,518199,ETIQUETA AUTOADHESIVA PARA CD O DVD PAQUETE DE 100 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,258.106,HNL,55121606,UNSPSC,Etiquetas autoadhesivas,5.0
ocds-lcuori-221363,ocds-lcuori-221363/2-contract,221363,518200,MEMORIA USB DE 16GB ALTA CALIDAD (ZONA 1),Unidad,108.376,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),15.0
ocds-lcuori-221374,ocds-lcuori-221374/2-contract,221374,518218,CARTULINA OPALINA TAMA?O CARTA PAQUETE DE 100 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,129.6625,HNL,14111610,UNSPSC,Cartulina,2.0
ocds-lcuori-221385,ocds-lcuori-221385/2-contract,221385,518238,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 1),Unidad,38.0,HNL,50202301,UNSPSC,Agua purificada,50.0
ocds-lcuori-221453,ocds-lcuori-221453/2-contract,221453,518359,CD-R  CAJA ALTA CALIDAD (ZONA 1),Unidad,6.256,HNL,43202001,UNSPSC,Discos compactos (CD),6400.0
ocds-lcuori-221453,ocds-lcuori-221453/2-contract,221453,518360,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,1300.0
ocds-lcuori-221453,ocds-lcuori-221453/2-contract,221453,518361,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,83.306,HNL,14111511,UNSPSC,Papel bond o de escribir,130.0
ocds-lcuori-221453,ocds-lcuori-221453/2-contract,221453,518362,PAPEL BOND BASE 20 TAMA?O LEGAL COLOR BLANCO RESMA DE 500 HOJAS ALTA CALIDAD (ZONA 1),Resma,89.631,HNL,14111511,UNSPSC,Papel bond o de escribir,110.0
ocds-lcuori-221455,ocds-lcuori-221455/2-contract,221455,518363,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 7),Resma,71.231,HNL,14111511,UNSPSC,Papel bond o de escribir,70.0
ocds-lcuori-221455,ocds-lcuori-221455/2-contract,221455,518364,PAPEL BOND BASE 20 TAMA?O OFICIO COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 7),Resma,83.651,HNL,14111511,UNSPSC,Papel bond o de escribir,30.0
ocds-lcuori-221456,ocds-lcuori-221456/2-contract,221456,518365,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 1),Unidad,28.75,HNL,50202301,UNSPSC,Agua purificada,1500.0
ocds-lcuori-221459,ocds-lcuori-221459/2-contract,221459,518369,LATA DE LECHE NAN 1 (400 GRAMOS) ALTA CALIDAD (ZONA 1),Unidad,243.9495,HNL,50131702,UNSPSC,Productos de mantequilla o leche en conserva,42.0
ocds-lcuori-221461,ocds-lcuori-221461/2-contract,221461,518371,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 7),Resma,71.231,HNL,14111511,UNSPSC,Papel bond o de escribir,420.0
ocds-lcuori-221462,ocds-lcuori-221462/2-contract,221462,518372,"UPS BASICO TIPO - 2, ALTA CALIDAD (ZONA 1)",Unidad,2218.35,HNL,39121004,UNSPSC,Unidades de suministro de energ?a (UPS),6.0
ocds-lcuori-221466,ocds-lcuori-221466/2-contract,221466,518377,ALMOHADILLAS DE ENTINTAR PLASTICA # 3 ALTA CALIDAD (ZONA 1),Unidad,16.1,HNL,44121621,UNSPSC,Almohadillas de escritorio,60.0
ocds-lcuori-221471,ocds-lcuori-221471/2-contract,221471,518390,GALLETAS AVENY BRAND CAJA DE 5 PAQUETES 339GR ALTA CALIDAD (ZONA 2) ,Caja,44.0,HNL,50181906,UNSPSC,Pan en conserva,10.0
ocds-lcuori-221476,ocds-lcuori-221476/2-contract,221476,518394,PAPEL TOALLA 3 PACK DE 180 HOJAS (3 ROLLOS) ALTA CALIDAD (ZONA 1),Unidad,43.355,HNL,14111704,UNSPSC,Papel higi?nico,14.0
ocds-lcuori-221482,ocds-lcuori-221482/2-contract,221482,518400,SERVILLETA DE PAPEL DE DOBLE HOJA CUADRADA 500 UNIDADES ALTA CALIDAD (ZONA 1) ,Paquete,55.0735,HNL,14111705,UNSPSC,Servilletas de papel,10.0
ocds-lcuori-221497,ocds-lcuori-221497/2-contract,221497,518465,MEMORIA USB DE 32GB ALTA CALIDAD (ZONA 1),Unidad,160.931,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),6.0
ocds-lcuori-221507,ocds-lcuori-221507/2-contract,221507,518493,PAPEL BOND BASE 20 TAMA?O CARTA COLOR BLANCO RESMA DE 500 HOJAS  ALTA CALIDAD (ZONA 1),Resma,68.701,HNL,14111511,UNSPSC,Papel bond o de escribir,10.0
ocds-lcuori-221516,ocds-lcuori-221516/2-contract,221516,518506,VASO PLASTICO DESECHABLE DE 9 ONZ PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,14.95,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,50.0
ocds-lcuori-221523,ocds-lcuori-221523/2-contract,221523,518543,PIZARRA DE FORMICA DE 4 X 4 METROS  ALTA CALIDAD (ZONA 1),Unidad,1667.5,HNL,11111606,UNSPSC,Pizarra,1.0
ocds-lcuori-221525,ocds-lcuori-221525/2-contract,221525,518545,"BORRADORES PARA PIZARRAS ACRILICAS, ALTA CALIDAD (ZONA 1)",Unidad,8.901,HNL,60121536,UNSPSC,Borrador de crayola,300.0
ocds-lcuori-221549,ocds-lcuori-221549/3-contract,221549,518619,CUCHARAS DESECHABLES MEDIANAS PAQUETE 25 UNIDADES ALTA CALIDAD (ZONA 1),Paquete,6.43,HNL,52151504,UNSPSC,Tazas o vasos desechables dom?sticos,12.0
ocds-lcuori-221555,ocds-lcuori-221555/2-contract,221555,518650,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 100 ML A 499 ML ALTA CALIDAD (ZONA 1),Unidad,4.35,HNL,50202301,UNSPSC,Agua purificada,48.0
ocds-lcuori-221558,ocds-lcuori-221558/2-contract,221558,518667,"BOTELLA EPSON (T664320) MAGENTA, ZONA 8 ",Unidad,241.5,HNL,44103103,UNSPSC,Toner,5.0
ocds-lcuori-221577,ocds-lcuori-221577/2-contract,221577,518719,LAPIZ PARA DIBUJO HB CON GOMA DE BORRAR INCORPORADA PAQUETE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,10.5,HNL,44121706,UNSPSC,L?pices grafito normal,700.0
ocds-lcuori-221577,ocds-lcuori-221577/2-contract,221577,518720,PEGAMENTO EN LIQUIDO BLANCO DE 251 HASTA 300  ALTA CALIDAD (ZONA 1),Unidad,13.1675,HNL,31201610,UNSPSC,Colas o pegamentos,500.0
ocds-lcuori-221583,ocds-lcuori-221583/2-contract,221583,518738,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 5),Unidad,30.0,HNL,50202301,UNSPSC,Agua purificada,100.0
ocds-lcuori-221586,ocds-lcuori-221586/2-contract,221586,518741,CLIP ESTANDAR PEQUE?O COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 7),Caja,4.531,HNL,44122104,UNSPSC,Clips para papel,100.0
ocds-lcuori-221586,ocds-lcuori-221586/2-contract,221586,518742,CLIP JUMBO COLOR PLATEADO CAJA DE 100 UNIDADES ALTA CALIDAD (ZONA 7),Caja,10.3385,HNL,44122104,UNSPSC,Clips para papel,100.0
ocds-lcuori-221586,ocds-lcuori-221586/2-contract,221586,518743,GRAPAS DE ESTANDAR CAJA DE 5000 UNIDADES ALTA CALIDAD (ZONA 7),Caja,11.316,HNL,44122107,UNSPSC,Grapas,100.0
ocds-lcuori-221593,ocds-lcuori-221593/2-contract,221593,518750,"DISCO DURO EXTERNO DE 5 TB, USB 3.0/3 T DE 2.5   ALTA CALIDAD (ZONA 1)",Unidad,4226.25,HNL,43201414,UNSPSC,Proteccion del disco duro,1.0
ocds-lcuori-221595,ocds-lcuori-221595/2-contract,221595,518752,MEMORIA USB DE 64GB ALTA CALIDAD (ZONA 1),Unidad,298.356,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),30.0
ocds-lcuori-221601,ocds-lcuori-221601/2-contract,221601,518762,"TONER SHARP (AR016T) NEGRO, ZONA 1  ",Unidad,1144.9285,HNL,44103103,UNSPSC,Toner,1.0
ocds-lcuori-221603,ocds-lcuori-221603/2-contract,221603,518767,"COMPUTADORA INTERMEDIA TIPO B, ALTA CALIDAD (ZONA 1)",Unidad,17721.5,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,2.0
ocds-lcuori-221606,ocds-lcuori-221606/2-contract,221606,518770,"COMPUTADORA INTERMEDIA TIPO B, ALTA CALIDAD (ZONA 1)",Unidad,17721.5,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,2.0
ocds-lcuori-221608,ocds-lcuori-221608/2-contract,221608,518772,"BOTELLA EPSON (T664420) AMARILLO, ZONA 1 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,12.0
ocds-lcuori-221608,ocds-lcuori-221608/2-contract,221608,518773,"BOTELLA EPSON (T664220) CYAN, ZONA 1 ",Unidad,203.55,HNL,44103103,UNSPSC,Toner,12.0
ocds-lcuori-221608,ocds-lcuori-221608/2-contract,221608,518774,"TONER HP26A (CF226A) NEGRO, ZONA 1  ",Unidad,2431.836,HNL,44103103,UNSPSC,Toner,5.0
ocds-lcuori-221609,ocds-lcuori-221609/2-contract,221609,518775,PAPEL CARBON TAMA?O CARTA PARA ESCRITURA A MANO PAQUETE DE 50 UNIDADES  ALTA CALIDAD (ZONA 1),Paquete,48.806,HNL,14121810,UNSPSC,Papeles carb?n,200.0
ocds-lcuori-221609,ocds-lcuori-221609/2-contract,221609,518776,PAPEL CARBON TAMA?O OFICIO PARA ESCRITURA A MANO 50 UNIDADESALTA CALIDAD (ZONA 1),Paquete,49.956,HNL,14121810,UNSPSC,Papeles carb?n,400.0
ocds-lcuori-221611,ocds-lcuori-221611/2-contract,221611,518778,"LLANTA No. 235/75R15 SEMITRACTORA 6L RADIAL, TIPO A, ZONA 1",Unidad,2760.0,HNL,25171901,UNSPSC,Llantas para autom?viles,4.0
ocds-lcuori-221612,ocds-lcuori-221612/2-contract,221612,518779,CAFE EXPRESSO AMERICANO BOLSA DE 12OZ ALTA CALIDAD (ZONA 1),Bolsa,68.97,HNL,50201709,UNSPSC,Caf? Instantaneo,50.0
ocds-lcuori-221614,ocds-lcuori-221614/2-contract,221614,518782,AGUA PURIFICADA EN BOTELLON DE 5 GALONES ALTA CALIDAD (ZONA 1),Unidad,25.0,HNL,50202301,UNSPSC,Agua purificada,100.0
ocds-lcuori-221617,ocds-lcuori-221617/2-contract,221617,518785,AGUA PURIFICADA EMBOTELLADA EN ENVASE DE 100 ML A 499 ML ALTA CALIDAD (ZONA 1),Unidad,4.35,HNL,50202301,UNSPSC,Agua purificada,500.0
ocds-lcuori-221618,ocds-lcuori-221618/2-contract,221618,518786,"COMPUTADORA EJECUTIVA, ALTA CALIDAD (ZONA 1)",Unidad,20578.1,HNL,43211508,UNSPSC,Computadora personal (PC) o port?til,6.0
ocds-lcuori-221622,ocds-lcuori-221622/2-contract,221622,518794,AZUCAR BLANCA 1 KG HASTA 1.8 KG ALTA CALIDAD (ZONA 3),Unidad,54.1535,HNL,50161814,UNSPSC,Cande de Az?car o Sustituto de Az?car,5.0
ocds-lcuori-221625,ocds-lcuori-221625/2-contract,221625,518799,CAFE EXPRESSO AMERICANO BOLSA DE 12OZ ALTA CALIDAD (ZONA 3),Bolsa,82.2,HNL,50201709,UNSPSC,Caf? Instantaneo,21.0
ocds-lcuori-221632,ocds-lcuori-221632/2-contract,221632,518809,BOLIGRAFOS DE TINTA DE ACEITE PUNTA MEDIANA COLOR NEGRO  CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,26.52,HNL,44121704,UNSPSC,Bol?grafos o l?piz tinta,150.0
ocds-lcuori-221632,ocds-lcuori-221632/2-contract,221632,518810,CARPETA ARCHIVADORA DE CARTON COLOR NEGRO TAMA?O CARTA  ALTA CALIDAD (ZONA 1),Unidad,23.25,HNL,44122011,UNSPSC,Carpetas para archivos o folder,133.0
ocds-lcuori-221632,ocds-lcuori-221632/2-contract,221632,518811,CINTA CORRECTORA EN SECO COLOR BLANCO LARGO MINIMO 8 METROS HASTA 14 METROS CAJA DE 12 UNIDADES ALTA CALIDAD (ZONA 1),Caja,157.23,HNL,44121801,UNSPSC,Cinta correctora,3.0
ocds-lcuori-221632,ocds-lcuori-221632/2-contract,221632,518812,"CARTUCHO DE TINTA HP 21 (C9351AL)  NEGRO, ZONA 1 ",Unidad,365.31,HNL,44103103,UNSPSC,Toner,5.0
ocds-lcuori-221645,ocds-lcuori-221645/2-contract,221645,518835,MEMORIA USB DE 32GB ALTA CALIDAD (ZONA 3),Unidad,160.931,HNL,43202005,UNSPSC,Dispositivos de almacenamiento de memoria flash (USB Memory),20.0
ocds-lcuori-221646,ocds-lcuori-221646/2-contract,221646,518836,"TONER HP 80A (CF280A) NEGRO, ZONA 2 ",Unidad,2213.773,HNL,44103103,UNSPSC,Toner,4.0
ocds-lcuori-221646,ocds-lcuori-221646/2-contract,221646,518837,"BOTELLA EPSON (T664120) NEGRO, ZONA 2 ",Unidad,207.7015,HNL,44103103,UNSPSC,Toner,20.0
ocds-lcuori-221646,ocds-lcuori-221646/2-contract,221646,518838,"BOTELLA EPSON (T664320) MAGENTA, ZONA 2 ",Unidad,207.7015,HNL,44103103,UNSPSC,Toner,5.0
ocds-lcuori-221646,ocds-lcuori-221646/2-contract,221646,518839,"BOTELLA EPSON (T664220) CYAN, ZONA 2 ",Unidad,207.7015,HNL,44103103,UNSPSC,Toner,5.0
