ocid,id,contracts/0/id,contracts/0/title,contracts/0/description,contracts/0/status,contracts/0/statusDetails,contracts/0/value/amount,contracts/0/value/currency,contracts/0/period/startDate,contracts/0/awardID,contracts/0/localProcurementCategory,contracts/0/buyer/id,contracts/0/buyer/name
ocds-lcuori-225070,ocds-lcuori-225070/1-contract,225070,701-1-17-0531-2020,PARA USO EN EL DECANATO Y LAS DIFERENTES UNIDADES ACADEMICO Y ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS,pending,Impreso,15240.300000000001,HNL,2020-03-05T10:10:01-06:00,225070,goodsOrServices,byPeXK-byP1K8-xzkQKd,DECANATO DE CIENCIAS
ocds-lcuori-225081,ocds-lcuori-225081/1-contract,225081,701-1-17-0532-2020,PARA USO EN EL DECANATO Y LAS DIFERENTES UNIDADES ACADEMICO Y ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS,cancelled,Anulado,1273.8,HNL,2020-03-05T10:13:50-06:00,225081,goodsOrServices,byPeXK-byP1K8-xzkQKd,DECANATO DE CIENCIAS
ocds-lcuori-225092,ocds-lcuori-225092/1-contract,225092,130-1-18-0578-2020,ALIMENTOS CENTRO DE CUIDADO INFANTIL SAN FRANCISCO 10 I TRIMESTRE,pending,Impreso,3041.4,HNL,2020-03-05T10:15:48-06:00,225092,goodsOrServices,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-225103,ocds-lcuori-225103/1-contract,225103,701-1-8-0284-2020,0,pending,Impreso,4411.6900000000005,HNL,2020-03-05T10:18:54-06:00,225103,goodsOrServices,byPeXK-byP1K8-5zp8zA,DIRECCION DE GESTION DE TECNOLOGIA
ocds-lcuori-225114,ocds-lcuori-225114/1-contract,225114,28-1-3-0536-2020,PARA SE INSTALADO EN 10 COMPUTADORAS DEL FONDO DE AREAS PROTEGIDAS Y VIDA SILVESTRE FAPVS ICF,pending,Impreso,15237.5,HNL,2020-03-05T10:25:05-06:00,225114,goodsOrServices,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-225125,ocds-lcuori-225125/1-contract,225125,60-37-36-0182-2020,compra de llantas,pending,Impreso,10120.0,HNL,2020-03-05T10:34:45-06:00,225125,goodsOrServices,lzlBXK-2rRMKL-nz0RKj,DIRECCION DEPARTAMENTAL DE FRANCISCO MORAZAN
ocds-lcuori-225136,ocds-lcuori-225136/1-contract,225136,1801-1-2-1297-2020,CMA 252 2020 COMPRA DE AGUA EN BOLSA Y EN BOTECITO PARA SER UTILIZADAS EN LAS DIFERENTES ACTIVIDADES PROGRAMADAS POR LAS DIFERENTES UNIDADES Y DEPARTAMENTOS DE LA GERENCIA DE DESARROLLO HUMANO,pending,Impreso,2616.4125,HNL,2020-03-05T10:39:36-06:00,225136,goodsOrServices,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-225147,ocds-lcuori-225147/1-contract,225147,61-1-1-0164-2020,compra de 100 botellas de agua de 100ml para el area de atenciones y 200 botellones de 5 galones para uso de las diferentes oficinas del ERSAPS a solicitud de la encargada de almacen mediante correo electronico de fecha 12 de febrero 2020,pending,Impreso,8100.25,HNL,2020-03-05T10:42:06-06:00,225147,goodsOrServices,xzkmQK-byP1K8-byP1K8,ENTE REGULADOR DE LOS SERVICIOS DE AGUA POTABLE Y SANEAM.
ocds-lcuori-225158,ocds-lcuori-225158/1-contract,225158,22-1-1-0471-2020,CMA 006 2020 COMPRA DE PAPEL BOND TAMA?O CARTA SEGUN MEMORANDO DE SOLICITUD FHIS UP 003 2020 EL PRODUCTO DEBERA SER ENTREGADO EN LA UNIDAD DE PROVEEDURIA DEL FHIS COMPRA FONDOS NACIONALES,pending,Impreso,32148.48,HNL,2020-03-05T10:43:52-06:00,225158,goodsOrServices,NrAEr4-byP1K8-byP1K8,DIRECCION DE FINANZAS Y ADMINISTRACION
ocds-lcuori-225169,ocds-lcuori-225169/1-contract,225169,701-1-30-0086-2020,SE SOLICITA COMPRA DE AGUA PARA DIFERENTES OFICINAS DEL CURNO,pending,Impreso,23337.600000000002,HNL,2020-03-05T10:45:29-06:00,225169,goodsOrServices,byPeXK-byP1K8-gywern,DIRECCION CURNO
ocds-lcuori-225180,ocds-lcuori-225180/1-contract,225180,50-1-5-2599-2020,Adquisicion de productos alimenticios para la Unidad de Adquisiciones,cancelled,Anulado,9448.768,HNL,2020-03-05T10:46:35-06:00,225180,goodsOrServices,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225191,ocds-lcuori-225191/1-contract,225191,130-1-18-0579-2020,alimento centro de cuidado san francisco 10 correspondiente al primer trimestre,pending,Impreso,1861.5,HNL,2020-03-05T10:51:24-06:00,225191,goodsOrServices,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-225192,ocds-lcuori-225192/1-contract,225192,50-1-5-2600-2020,Adquisicion de productos alimenticios para la Unidad de Adquisiciones,pending,Impreso,793.27,HNL,2020-03-05T10:51:31-06:00,225192,goodsOrServices,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225193,ocds-lcuori-225193/1-contract,225193,701-1-30-0087-2020,SE SOLICITA COMPRA DE AGUA EN BOLSA,pending,Impreso,3750.0,HNL,2020-03-05T10:51:43-06:00,225193,goodsOrServices,byPeXK-byP1K8-gywern,DIRECCION CURNO
ocds-lcuori-225202,ocds-lcuori-225202/1-contract,225202,70-1-2-2295-2020,MATERIAL DE OFICINA PARA DIFERENTES UMEP Y UDEP ENTREGAR EN EL ALMACEN DE LA UNIDAD ADMINISTRATIVA ADJUNTAR A FACTURA COPIA DE ESTA ORDEN DE COMPRA Y CONSTANCIA DE SOLVENCIA FISCAL VIGENTE ORDEN DE COMPRA VIGENTE POR 21 DIAS HABILES DESPUES DE RECIBIDA POR EL PROVEEDOR ESTO CONFORME A LO ESTABLECIDO EN LA CIRCULAR No 005 ONCAE 2018,pending,Impreso,124266.391,HNL,2020-03-05T10:57:26-06:00,225202,goodsOrServices,Dzn3Py-byP1K8-NzBWyw,SECRETARIA GENERAL
ocds-lcuori-225213,ocds-lcuori-225213/1-contract,225213,130-1-18-0580-2020,ALIMENTO AL CENTRO DE CUIDADO INFANTIL SAN FRANCISCO No 10 CORRESPONDIENTE AL PRIMER TRIMESTRE,pending,Impreso,631.25,HNL,2020-03-05T11:00:02-06:00,225213,goodsOrServices,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-225224,ocds-lcuori-225224/1-contract,225224,60-34-33-0152-2020,COMPRA DE PAPEL DE ESCRITORIO,cancelled,Anulado,369600.57,HNL,2020-03-05T11:00:32-06:00,225224,goodsOrServices,lzlBXK-7rqErZ-ZK59Kp,DIRECCION DEPARTAMENTAL DE CORTES
ocds-lcuori-225235,ocds-lcuori-225235/1-contract,225235,50-1-5-2601-2020,Adquisicion de productos alimenticios para la Unidad de Adquisiciones,pending,Impreso,3137.9500000000003,HNL,2020-03-05T11:01:38-06:00,225235,goodsOrServices,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225246,ocds-lcuori-225246/1-contract,225246,60-34-33-0153-2020,COMPRA DE PAPEL DE ESCRITORIO,cancelled,Anulado,6206.55,HNL,2020-03-05T11:04:38-06:00,225246,goodsOrServices,lzlBXK-7rqErZ-ZK59Kp,DIRECCION DEPARTAMENTAL DE CORTES
ocds-lcuori-225247,ocds-lcuori-225247/1-contract,225247,130-1-18-0581-2020,ALIMENTO PARA EL CENTRO DE CUIDADO INFANTIL SAN FRANCISCO No10 PCORRESPONDIENTE AL PRIMER TRIMESTRE,pending,Impreso,1132.505,HNL,2020-03-05T11:04:58-06:00,225247,goodsOrServices,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-225257,ocds-lcuori-225257/1-contract,225257,60-34-33-0154-2020,COMPRA DE PAPEL DE ESCRITORIO,cancelled,Anulado,261930.9,HNL,2020-03-05T11:07:16-06:00,225257,goodsOrServices,lzlBXK-7rqErZ-ZK59Kp,DIRECCION DEPARTAMENTAL DE CORTES
ocds-lcuori-225268,ocds-lcuori-225268/1-contract,225268,130-1-18-0582-2020,ALIMENTO CENTRO DE CUIDADO INFANTIL SAN FRANCISCO No10 CORRESPONDIENTE AL PRIMER TRIMESTRE,pending,Impreso,394.8,HNL,2020-03-05T11:08:18-06:00,225268,goodsOrServices,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-225279,ocds-lcuori-225279/1-contract,225279,60-34-33-0155-2020,COMPRA DE PAPEL,cancelled,Anulado,46.862500000000004,HNL,2020-03-05T11:08:59-06:00,225279,goodsOrServices,lzlBXK-7rqErZ-ZK59Kp,DIRECCION DEPARTAMENTAL DE CORTES
ocds-lcuori-225290,ocds-lcuori-225290/1-contract,225290,60-49-48-0220-2020,COMPRA DE LLANTAS PARA SER UTILIZADAS EN LOS VEHICULOS DE LA REGION METROPOLITANA SPS,pending,Impreso,34695.5,HNL,2020-03-05T11:16:14-06:00,225290,goodsOrServices,lzlBXK-by4AGK-RyYjNK,DIRECCION METROPOLITANA DE SAN PEDRO SULA
ocds-lcuori-225301,ocds-lcuori-225301/1-contract,225301,,ADQUISICION DE UTILES DE OFICINA Y ENSE?ANZA PARA USO EN LAS DIFERENTES AREAS DEL CURSPS,pending,Elaboracion OC,571.481,HNL,2020-03-05T11:17:00-06:00,225301,goodsOrServices,NzBkRy-byP1K8-DznPKL,Proveeduria Centro Regional SPS
ocds-lcuori-225312,ocds-lcuori-225312/1-contract,225312,,ADQUISICION DE UTILES DE OFICINA Y ENSE?ANZA PARA USO EN LAS DIFERENTES AREAS DEL CURSPS,pending,Elaboracion OC,,,2020-03-05T11:18:51-06:00,225312,goodsOrServices,NzBkRy-byP1K8-DznPKL,Proveeduria Centro Regional SPS
ocds-lcuori-225323,ocds-lcuori-225323/1-contract,225323,702-1-26-0152-2020,ADQUISICION DE UTILES DE OFICINA Y ENSE?ANZA PARA USO EN LAS DIFERENTES AREAS DEL CURSPS,pending,Impreso,593.193,HNL,2020-03-05T11:35:21-06:00,225323,goodsOrServices,NzBkRy-byP1K8-DznPKL,Proveeduria Centro Regional SPS
ocds-lcuori-225334,ocds-lcuori-225334/1-contract,225334,701-1-1-0387-2020,COMPRA PARA USO DE LA OFICINA DE LA JDU,pending,Impreso,4483.8,HNL,2020-03-05T11:41:36-06:00,225334,goodsOrServices,byPeXK-byP1K8-byP1K8,JUNTA DE DIRECCION UNIVERSITARIA
ocds-lcuori-225345,ocds-lcuori-225345/1-contract,225345,100-1-5-0871-2020,SUMINISTRO DE UN ESCANER AVANZADO TIPO 1,pending,Impreso,5073.4435,HNL,2020-03-05T11:42:49-06:00,225345,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225356,ocds-lcuori-225356/1-contract,225356,701-1-1-0388-2020,COMPRAS VARIAS PARA ATENCIONES DE LA JDU,pending,Impreso,5167.3,HNL,2020-03-05T11:46:47-06:00,225356,goodsOrServices,byPeXK-byP1K8-byP1K8,JUNTA DE DIRECCION UNIVERSITARIA
ocds-lcuori-225367,ocds-lcuori-225367/1-contract,225367,701-1-17-0533-2020,PARA USO EN EL DECANATO Y LAS DIFERENTES UNIDADES ACADEMICO Y ADMINISTRATIVAS DE LA FACULTAD DE CIENCIAS,pending,Impreso,2128.6,HNL,2020-03-05T11:58:10-06:00,225367,goodsOrServices,byPeXK-byP1K8-xzkQKd,DECANATO DE CIENCIAS
ocds-lcuori-225378,ocds-lcuori-225378/1-contract,225378,9098-1-1-0005-2020,NECESIDADES DE MATERIALES Y SUMINISTROS DE LOS PRODUCTOS QUE SE ENCUENTRAN EN CERO Y LOS QUE ESTAN POR AGOTARSE EN EL ALMACEN,pending,Impreso,16714.351000000002,HNL,2020-03-05T12:00:25-06:00,225378,goodsOrServices,KdEabr-byP1K8-byP1K8,UNIDAD CENTRAL
ocds-lcuori-225389,ocds-lcuori-225389/1-contract,225389,701-1-26-0133-2020,material que sera utilizado para todas las oficinas del CURLA,cancelled,Anulado,,,2020-03-05T12:06:57-06:00,225389,goodsOrServices,byPeXK-byP1K8-DznPKL,DIRECCION CURLA
ocds-lcuori-225400,ocds-lcuori-225400/1-contract,225400,701-1-26-0134-2020,MATERIAL QUE SERA UTILIZADOS PARA TODAS LAS UNIDADES DELCURLA,cancelled,Anulado,239866.6,HNL,2020-03-05T12:09:23-06:00,225400,goodsOrServices,byPeXK-byP1K8-DznPKL,DIRECCION CURLA
ocds-lcuori-225411,ocds-lcuori-225411/1-contract,225411,100-1-1-0771-2020,TONER VARIOS,pending,Impreso,87527.0865,HNL,2020-03-05T12:57:13-06:00,225411,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225422,ocds-lcuori-225422/1-contract,225422,32-1-1-0467-2020,compra de  cafe especial zamorano y  latas de te frio,pending,Impreso,1802.5125,HNL,2020-03-05T12:58:28-06:00,225422,goodsOrServices,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-225433,ocds-lcuori-225433/1-contract,225433,32-1-1-0468-2020,COMPRA DE AZUCAR Y LATAS DE TE FRIO,pending,Impreso,1392.925,HNL,2020-03-05T13:05:03-06:00,225433,goodsOrServices,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-225444,ocds-lcuori-225444/1-contract,225444,32-1-1-0469-2020,COMPRA DE PEPSI LATA Y TE DE MANZANILLA,cancelled,Anulado,1027.95,HNL,2020-03-05T13:10:22-06:00,225444,goodsOrServices,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-225455,ocds-lcuori-225455/1-contract,225455,32-1-1-0470-2020,COMPRA DE REFRESCO LATA,pending,Impreso,590.4,HNL,2020-03-05T13:13:44-06:00,225455,goodsOrServices,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-225466,ocds-lcuori-225466/1-contract,225466,100-1-1-0772-2020,TONER VARIOS ,pending,Impreso,88318.551,HNL,2020-03-05T13:18:28-06:00,225466,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225477,ocds-lcuori-225477/1-contract,225477,60-34-33-0156-2020,COMPRA DE PRODUCTOS DE PAPEL Y CARTON,pending,Impreso,70897.293,HNL,2020-03-05T13:21:25-06:00,225477,goodsOrServices,lzlBXK-7rqErZ-ZK59Kp,DIRECCION DEPARTAMENTAL DE CORTES
ocds-lcuori-225488,ocds-lcuori-225488/1-contract,225488,100-1-1-0773-2020,TONER ,pending,Impreso,32462.2,HNL,2020-03-05T13:24:02-06:00,225488,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225499,ocds-lcuori-225499/1-contract,225499,100-1-1-0774-2020,MOUSE,pending,Impreso,6417.0,HNL,2020-03-05T13:26:30-06:00,225499,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225510,ocds-lcuori-225510/1-contract,225510,100-1-1-0775-2020,SERVILLETAS,pending,Impreso,4284.4400000000005,HNL,2020-03-05T13:28:46-06:00,225510,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225521,ocds-lcuori-225521/1-contract,225521,1801-1-2-1298-2020,CMA 069 A 2020 COMPRA DE 01 IMPRESORA DE FLUJO CONTINUO RESERVA PRESUPUESTARIA 59 DIRECCION DE GESTION COMUNITARIA Y DESARROLLO HUMANO,pending,Impreso,13190.5,HNL,2020-03-05T13:30:26-06:00,225521,goodsOrServices,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-225532,ocds-lcuori-225532/1-contract,225532,702-1-26-0153-2020,ADQUISICION DE MATERIALES PARA USO EN LAS DIFERENTES AREAS DEL CURSPS,pending,Impreso,1055.838,HNL,2020-03-05T13:33:51-06:00,225532,goodsOrServices,NzBkRy-byP1K8-DznPKL,Proveeduria Centro Regional SPS
ocds-lcuori-225543,ocds-lcuori-225543/1-contract,225543,100-1-1-0776-2020,UTILES VARIOS DE OFICINA,pending,Impreso,46344.318,HNL,2020-03-05T13:37:20-06:00,225543,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225554,ocds-lcuori-225554/1-contract,225554,60-1-53-2012-2020,PRODUCTOS DE PAPEL Y CARTON NOTAS ADHESIVAS UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA HULES Y CORRECTOR TIPO LAPIZ LUGAR DE ENTREGA BODEGA SUB GERENCIA DE RECURSOS MATERIALES Y SERVICIOS GENERALES ,pending,Impreso,1182.66,HNL,2020-03-05T13:40:45-06:00,225554,goodsOrServices,lzlBXK-byP1K8-OzGwAz,GERENCIA ADMINISTRATIVA
ocds-lcuori-225565,ocds-lcuori-225565/1-contract,225565,45-1-1-0508-2020,USO DE ALMACEN,pending,Impreso,18244.807500000003,HNL,2020-03-05T13:44:42-06:00,225565,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225576,ocds-lcuori-225576/1-contract,225576,45-1-1-0509-2020,PARA USO DE OFICINA CENTRAL Y DELEGACIONES,pending,Impreso,2521.03,HNL,2020-03-05T13:48:52-06:00,225576,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225587,ocds-lcuori-225587/1-contract,225587,45-1-1-0510-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,cancelled,Anulado,117429.375,HNL,2020-03-05T13:51:02-06:00,225587,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225598,ocds-lcuori-225598/1-contract,225598,45-1-1-0511-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,cancelled,Anulado,10793.9,HNL,2020-03-05T13:53:07-06:00,225598,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225599,ocds-lcuori-225599/1-contract,225599,60-1-53-2013-2020,PRODUCTOS DE PAPEL Y CARTON FOLDER TAMA?O CARTA Y OFICIO UTILES DE ESCRITORIO OFICINA Y ENSE?ANZA MASKING TAPE PERFORADORAS GRAPAS BOLIGRAFOS AZUL Y NEGRO LAPIZ GRAFITO BORRADOR,pending,Impreso,4648.312,HNL,2020-03-05T13:53:38-06:00,225599,goodsOrServices,lzlBXK-byP1K8-OzGwAz,GERENCIA ADMINISTRATIVA
ocds-lcuori-225609,ocds-lcuori-225609/1-contract,225609,45-1-1-0512-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,pending,Impreso,39779.535,HNL,2020-03-05T13:59:54-06:00,225609,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225620,ocds-lcuori-225620/1-contract,225620,45-1-1-0513-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,pending,Impreso,3882.9750000000004,HNL,2020-03-05T14:02:05-06:00,225620,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225621,ocds-lcuori-225621/1-contract,225621,60-15-14-0206-2020,Estos productos seran utilizados en la Despensa de alimentos del Hospital Tela en el primer trimestre,pending,Impreso,29066.25,HNL,2020-03-05T14:02:22-06:00,225621,goodsOrServices,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-225631,ocds-lcuori-225631/1-contract,225631,45-1-1-0514-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,cancelled,Anulado,100277.01000000001,HNL,2020-03-05T14:04:21-06:00,225631,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225642,ocds-lcuori-225642/2-contract,225642,45-1-1-0515-2020,PARA USO EN LA OFICINA CENTRAL Y DELEGACIONES,cancelled,Anulado,8598.55,HNL,2020-03-05T14:06:21-06:00,225642,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225653,ocds-lcuori-225653/1-contract,225653,45-1-1-0516-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,pending,Impreso,85555.6875,HNL,2020-03-05T14:09:33-06:00,225653,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225654,ocds-lcuori-225654/1-contract,225654,60-15-14-0207-2020,Estos productos sera utilizados en la Despensa de alimentos del Hospital Tela en el primer trimestre,cancelled,Anulado,5543.0,HNL,2020-03-05T14:10:01-06:00,225654,goodsOrServices,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-225664,ocds-lcuori-225664/1-contract,225664,60-15-14-0208-2020,Estos productos seran utilizados en el Hospital Tela en el primer trimestre,pending,Impreso,30197.850000000002,HNL,2020-03-05T14:15:58-06:00,225664,goodsOrServices,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-225665,ocds-lcuori-225665/1-contract,225665,45-1-1-0517-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,cancelled,Anulado,1110.44,HNL,2020-03-05T14:16:33-06:00,225665,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225675,ocds-lcuori-225675/1-contract,225675,45-1-1-0518-2020,PARA USO DE LA OFICINA CENTRAL Y DELEGACIONES,pending,Impreso,3401.7000000000003,HNL,2020-03-05T14:18:16-06:00,225675,goodsOrServices,byP11K-byP1K8-byP1K8,MIGRACION Y EXTRANJERIA
ocds-lcuori-225676,ocds-lcuori-225676/1-contract,225676,100-1-5-0872-2020,SUMINISTRO DE DOS COMPUTADORAS PORTATIL,pending,Impreso,44850.0,HNL,2020-03-05T14:18:56-06:00,225676,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225686,ocds-lcuori-225686/1-contract,225686,100-1-5-0873-2020,SUMINISTRO DE UN ESCANER SOLICITADO POR EL AREA DE COMPRAS DE LA GERENCIA ADMINISTRATIVA ,pending,Impreso,22996.55,HNL,2020-03-05T14:23:26-06:00,225686,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225697,ocds-lcuori-225697/1-contract,225697,701-1-38-0134-2020,COMPRA DE REFRESCOS PARA USO DE LAS ELECCIONES ESTUDIANTILES 2020 VICERRECTORIA DE ORIENTACION Y ASUNTOS ESTUDIANTILES,pending,Impreso,4060.32,HNL,2020-03-05T14:28:48-06:00,225697,goodsOrServices,byPeXK-byP1K8-aygBzq,VICERRECTORIA DE RELACIONES INTERNACIONALES
ocds-lcuori-225708,ocds-lcuori-225708/1-contract,225708,100-1-1-0778-2020,UTILES DE ESCRITORIO,pending,Impreso,15066.9,HNL,2020-03-05T14:31:42-06:00,225708,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225719,ocds-lcuori-225719/1-contract,225719,100-1-1-0777-2020,UTILES DE ESCRITORIO,pending,Impreso,,,2020-03-05T14:32:31-06:00,225719,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225730,ocds-lcuori-225730/1-contract,225730,100-1-5-0874-2020,SUMINISTRO DE DISCOS DUROS DE 1T,pending,Impreso,2558.75,HNL,2020-03-05T14:35:12-06:00,225730,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225731,ocds-lcuori-225731/1-contract,225731,60-15-14-0209-2020,Estos productos seran utilizados en los diferentes departamentos del Hospital Tela,pending,Impreso,91128.185,HNL,2020-03-05T14:35:29-06:00,225731,goodsOrServices,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-225741,ocds-lcuori-225741/1-contract,225741,61-1-1-0165-2020,compra de productos alimenticios y desechables para uso del area de atenciones del ERSAPS a solicitud de la encargada de almacen mediante correo electronico de fecha 12 de febrero 2020,pending,Impreso,907.0740000000001,HNL,2020-03-05T14:41:56-06:00,225741,goodsOrServices,xzkmQK-byP1K8-byP1K8,ENTE REGULADOR DE LOS SERVICIOS DE AGUA POTABLE Y SANEAM.
ocds-lcuori-225752,ocds-lcuori-225752/1-contract,225752,60-39-38-0187-2020,compra de alimentos,pending,Impreso,6750.5,HNL,2020-03-05T14:42:32-06:00,225752,goodsOrServices,lzlBXK-VzaYzq-aygBzq,DIRECCION DEPARTAMENTAL DE INTIBUCA
ocds-lcuori-225763,ocds-lcuori-225763/1-contract,225763,100-1-5-0875-2020,SUMINISTRO DE LAPICEROS METALICOS ,pending,Impreso,137.655,HNL,2020-03-05T14:43:26-06:00,225763,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225764,ocds-lcuori-225764/1-contract,225764,100-1-1-0779-2020,PRODUCTOS DE PAPEL Y CARTON,pending,Impreso,3461.5,HNL,2020-03-05T14:43:37-06:00,225764,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225774,ocds-lcuori-225774/1-contract,225774,100-1-5-0876-2020,SUMINISTRO DE BANDEJAS METALICAS ,pending,Impreso,1686.636,HNL,2020-03-05T14:46:49-06:00,225774,goodsOrServices,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-225785,ocds-lcuori-225785/1-contract,225785,42-1-15-0210-2020,PARA USO EN TROCO DE LANCHA UTILIZADO EN EL OPERATIVO DE SEMANA SANTA CUERPO DE BOMBEROS DE SAN PEDRO SULA,pending,Impreso,3208.5,HNL,2020-03-05T14:48:54-06:00,225785,goodsOrServices,7rEMr2-byP1K8-JyjxrP,"Cuerpo de Bomberos San Pedro Sula, Cortes"
ocds-lcuori-225796,ocds-lcuori-225796/1-contract,225796,100-1-1-0780-2020,TE LIPTON,pending,Impreso,5949.525000000001,HNL,2020-03-05T14:52:36-06:00,225796,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-225807,ocds-lcuori-225807/1-contract,225807,808-1-4-0030-2020,CUATROCIENTOS DIECISEIS 416 BOTELLONES CON AGUA PURIFICADA DE 5 GALONES ,pending,Impreso,9984.0,HNL,2020-03-05T14:55:16-06:00,225807,goodsOrServices,5zplYz-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA Y JEFATURA DE RECURSOS HUMANOS
ocds-lcuori-225808,ocds-lcuori-225808/1-contract,225808,60-15-14-0210-2020,Estos productos seran utilizados en la Despensa de alimentos del Hospital Tela en el primer trimetre,pending,Impreso,29082.350000000002,HNL,2020-03-05T14:55:31-06:00,225808,goodsOrServices,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-225818,ocds-lcuori-225818/1-contract,225818,100-1-1-0781-2020,CREMORA,pending,Impreso,4945.0,HNL,2020-03-05T14:56:31-06:00,225818,goodsOrServices,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
