ocid,id,parties/0/id,parties/0/name,parties/0/identifier/id,parties/0/identifier/scheme,parties/0/roles,parties/0/address/countryName,parties/0/address/streetAddress,parties/0/identifier/legalName,parties/0/contactPoint/name,parties/0/contactPoint/telephone,parties/0/contactPoint/email,parties/0/contactPoint/faxNumber
ocds-lcuori-221979,ocds-lcuori-221979/2-contract,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.,05019999400238,HN-RTN,supplier,Honduras,"edificio la paz avenida los proceresFrancisco Morazan, Distrito Central",JETSTEREO S.A DE C.V.,Cesar Alexander  Gonzalez Dubon,2287-8440,representatelegal@jetstereo.com,-
ocds-lcuori-221990,ocds-lcuori-221990/2-contract,BzXm8y,Instituto Nacional Agrario,BzXm8y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221990,ocds-lcuori-221990/2-contract,BzXm8y-byP1K8,GERENCIA CENTRAL,BzXm8y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221990,ocds-lcuori-221990/2-contract,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL,BzXm8y-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221990,ocds-lcuori-221990/2-contract,HN-RTN-08019014692250,INVERSIONES ALLENS S DE R L,08019014692250,HN-RTN,supplier,Honduras,"Barrio la Reforma, calle principal casa No. 212, contiguo a iglesia adventista.Francisco Morazan, Distrito Central",INVERSIONES ALLENS S DE R L,Rosa Melida Cabrera Flores,2292-1313,hidroagua_63@yahoo.es,-
ocds-lcuori-221991,ocds-lcuori-221991/2-contract,BzXm8y,Instituto Nacional Agrario,BzXm8y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221991,ocds-lcuori-221991/2-contract,BzXm8y-byP1K8,GERENCIA CENTRAL,BzXm8y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221991,ocds-lcuori-221991/2-contract,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL,BzXm8y-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-221991,ocds-lcuori-221991/2-contract,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.,08019995390633,HN-RTN,supplier,Honduras,"Colonia Florencia Sur ,Boulevard Suyapa,Edificio Color Rojo y Azul.Francisco Morazan, Distrito Central",CASH BUSINESS S DE R.L.,Carlos Roberto  Arias Banegas,2239-0041,carlos.arias@cash-business.net,2239-0760
ocds-lcuori-222026,ocds-lcuori-222026/2-contract,RyYlqz,Instituto de Credito Educativo,RyYlqz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222026,ocds-lcuori-222026/2-contract,RyYlqz-byP1K8,GERENCIA CENTRAL,RyYlqz-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222026,ocds-lcuori-222026/2-contract,RyYlqz-byP1K8-7zv2zR,Programa Presidencial de Becas Honduras 20/20,RyYlqz-byP1K8-7zv2zR,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222036,ocds-lcuori-222036/2-contract,RyYlqz,Instituto de Credito Educativo,RyYlqz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222036,ocds-lcuori-222036/2-contract,RyYlqz-byP1K8,GERENCIA CENTRAL,RyYlqz-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222036,ocds-lcuori-222036/2-contract,RyYlqz-byP1K8-7zv2zR,Programa Presidencial de Becas Honduras 20/20,RyYlqz-byP1K8-7zv2zR,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222036,ocds-lcuori-222036/2-contract,HN-RTN-08019995320455,CENTROMATIC S.A DE C.V.,08019995320455,HN-RTN,supplier,Honduras,"edificio lisboa,boulevar suyapa,contiguo a hotel alameda.Francisco Morazan, Distrito Central",Centro de Automatizacion de Oficina S.A de C.V,Stewart Charles Vare,2232-1190,scvare@centromatic.hn,2232-6555
ocds-lcuori-222061,ocds-lcuori-222061/2-contract,wrLByx,Comisionado Nacional de Derechos Humanos,wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222061,ocds-lcuori-222061/2-contract,wrLByx-byP1K8,GERENCIA ADMINISTRATIVA CENTRAL,wrLByx-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222061,ocds-lcuori-222061/2-contract,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL,wrLByx-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222061,ocds-lcuori-222061/2-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-222062,ocds-lcuori-222062/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222062,ocds-lcuori-222062/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222062,ocds-lcuori-222062/2-contract,byPeXK-byP1K8-5zp8zA,DIRECCION DE GESTION DE TECNOLOGIA,byPeXK-byP1K8-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222063,ocds-lcuori-222063/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222063,ocds-lcuori-222063/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222063,ocds-lcuori-222063/2-contract,byPeXK-byP1K8-5zp8zA,DIRECCION DE GESTION DE TECNOLOGIA,byPeXK-byP1K8-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222064,ocds-lcuori-222064/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222064,ocds-lcuori-222064/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222064,ocds-lcuori-222064/2-contract,byPeXK-byP1K8-5zp8zA,DIRECCION DE GESTION DE TECNOLOGIA,byPeXK-byP1K8-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222064,ocds-lcuori-222064/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-222065,ocds-lcuori-222065/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222065,ocds-lcuori-222065/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222065,ocds-lcuori-222065/2-contract,byPeXK-byP1K8-5zp8zA,DIRECCION DE GESTION DE TECNOLOGIA,byPeXK-byP1K8-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222065,ocds-lcuori-222065/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-222068,ocds-lcuori-222068/2-contract,rNxn0y,"Sistema Nacional de Emergencias Nueve, Uno, Uno (911)",rNxn0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222068,ocds-lcuori-222068/2-contract,rNxn0y-byP1K8,GERENCIA CENTRAL,rNxn0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222068,ocds-lcuori-222068/2-contract,rNxn0y-byP1K8-byP1K8,Unidad de Compras,rNxn0y-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222068,ocds-lcuori-222068/2-contract,HN-RTN-08019995383067,Supermercado Canton S de RL.,08019995383067,HN-RTN,supplier,Honduras,"barrio abajo avenidapaulino valladares calle el telegrafo fte coperativa elgaFrancisco Morazan, Distrito Central",Supermercado Canton S de RL.,Miguel Angel  Ham Chi ,2238-3032,bcanton@cablecolor.hn,-
ocds-lcuori-222069,ocds-lcuori-222069/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222069,ocds-lcuori-222069/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222069,ocds-lcuori-222069/2-contract,byPeXK-byP1K8-wrLByx,RECTORIA,byPeXK-byP1K8-wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222069,ocds-lcuori-222069/2-contract,HN-RTN-08019004002160,Leoplast S.de R.L,08019004002160,HN-RTN,supplier,Honduras,"Altos de Miraflores, tegucigalpa M.D.C.Francisco Morazan, Distrito Central",Leoplast S.de R.L,Jose Manuel Agurcia Matute,2221-2077,ventas@leoplasthn.com,-
ocds-lcuori-222071,ocds-lcuori-222071/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222071,ocds-lcuori-222071/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222071,ocds-lcuori-222071/2-contract,byPeXK-byP1K8-7zv02K,Observatorio Demografico Universitario,byPeXK-byP1K8-7zv02K,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222071,ocds-lcuori-222071/2-contract,HN-RTN-05019995000152,EMSULA,05019995000152,HN-RTN,supplier,Honduras,"Barrio la Guardia, 17 calle, entre 3 y 7 avenida, San Pedro Sula.Cortes, San Pedro Sula",EMBOTELLADORA DE SULA S.A.,Roberto Constantino Larach Chahin,2544-1111,-,-
ocds-lcuori-222081,ocds-lcuori-222081/2-contract,NzBo0y,Banco Central de Honduras,NzBo0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222081,ocds-lcuori-222081/2-contract,NzBo0y-byP1K8,GERENCIA CENTRAL,NzBo0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222081,ocds-lcuori-222081/2-contract,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA,NzBo0y-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222083,ocds-lcuori-222083/2-contract,NzBo0y,Banco Central de Honduras,NzBo0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222083,ocds-lcuori-222083/2-contract,NzBo0y-byP1K8,GERENCIA CENTRAL,NzBo0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222083,ocds-lcuori-222083/2-contract,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA,NzBo0y-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222111,ocds-lcuori-222111/2-contract,NzBo0y,Banco Central de Honduras,NzBo0y,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222111,ocds-lcuori-222111/2-contract,NzBo0y-byP1K8,GERENCIA CENTRAL,NzBo0y-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222111,ocds-lcuori-222111/2-contract,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA,NzBo0y-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222111,ocds-lcuori-222111/2-contract,HN-RTN-08019995383067,Supermercado Canton S de RL.,08019995383067,HN-RTN,supplier,Honduras,"barrio abajo avenidapaulino valladares calle el telegrafo fte coperativa elgaFrancisco Morazan, Distrito Central",Supermercado Canton S de RL.,Miguel Angel  Ham Chi ,2238-3032,bcanton@cablecolor.hn,-
ocds-lcuori-222122,ocds-lcuori-222122/2-contract,7rEMr2,Cuerpo de Bomberos de Honduras,7rEMr2,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222122,ocds-lcuori-222122/2-contract,7rEMr2-byP1K8,GERENCIA CENTRAL,7rEMr2-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222122,ocds-lcuori-222122/2-contract,7rEMr2-byP1K8-5zp8zA,Cuerpo de Bomberos Danli,7rEMr2-byP1K8-5zp8zA,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222122,ocds-lcuori-222122/2-contract,HN-RTN-08019006015590,Inversiones Barahona Zuniga S de R.L. de C.V.,08019006015590,HN-RTN,supplier,Honduras,"colonia bendeck,calle principal segunda entrada casa 677Francisco Morazan, Distrito Central",Inversiones Barahona Zuniga S de R.L. de C.V.,Mario Rene  Barahona Zuniga,-,info@copanwater.com,-
ocds-lcuori-222134,ocds-lcuori-222134/2-contract,wrLByx,Comisionado Nacional de Derechos Humanos,wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222134,ocds-lcuori-222134/2-contract,wrLByx-byP1K8,GERENCIA ADMINISTRATIVA CENTRAL,wrLByx-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222134,ocds-lcuori-222134/2-contract,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL,wrLByx-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222134,ocds-lcuori-222134/2-contract,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. ",08019998391040,HN-RTN,supplier,Honduras,"Barrio Morazan, Frente antiguo Centro Social Universitario, Casa No. 1338Francisco Morazan, Distrito Central","Papeleria Honduras, S. de R.L. ",Fredy Antonio  Galo Matamoros ,2235-6315,papeleriahondurastgu@yahoo.com.mx ,-
ocds-lcuori-222166,ocds-lcuori-222166/2-contract,nz022K,Registro Nacional de las Personas,nz022K,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222166,ocds-lcuori-222166/2-contract,nz022K-byP1K8,GERENCIA CENTRAL,nz022K-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222166,ocds-lcuori-222166/2-contract,nz022K-byP1K8-by4Gzd,ADMINISTRACION GENERAL,nz022K-byP1K8-by4Gzd,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222166,ocds-lcuori-222166/2-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-222179,ocds-lcuori-222179/2-contract,nz0ARy,Secretaria de Relaciones Exteriores y Cooperacion Internac.,nz0ARy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222179,ocds-lcuori-222179/2-contract,nz0ARy-byP1K8,GERENCIA CENTRAL,nz0ARy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222179,ocds-lcuori-222179/2-contract,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA,nz0ARy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222179,ocds-lcuori-222179/2-contract,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV,05029995001355,HN-RTN,supplier,Honduras,"Contiguo a la Camara Junior, ComayaguelaFrancisco Morazan, Distrito Central",YIP SUPERMERCADOS SA DE CV,Sun Wa  Yip Chou,2225-3557,s_yip@yahoo.com,-
ocds-lcuori-222243,ocds-lcuori-222243/2-contract,lzlBXK,Secretaria de Salud,lzlBXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222243,ocds-lcuori-222243/2-contract,lzlBXK-byP1K8,GERENCIA CENTRAL,lzlBXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222243,ocds-lcuori-222243/2-contract,lzlBXK-byP1K8-OzGwAz,GERENCIA ADMINISTRATIVA,lzlBXK-byP1K8-OzGwAz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222243,ocds-lcuori-222243/2-contract,HN-RTN-05019003075248,COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.,05019003075248,HN-RTN,supplier,Honduras,"4 avenida, 10 y 11 calle N.O. barrio las acacias  San Pedro sula cortesCortes, San Pedro Sula",COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.,Noe Boanerges OLIVA GUERRA,2561-4001,compuser@corporacionliva.hn,-
ocds-lcuori-222252,ocds-lcuori-222252/2-contract,NzBwJy,Ministerio Publico,NzBwJy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222252,ocds-lcuori-222252/2-contract,NzBwJy-byP1K8,GERENCIA CENTRAL,NzBwJy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222252,ocds-lcuori-222252/2-contract,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION,NzBwJy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222252,ocds-lcuori-222252/2-contract,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.,05019999400238,HN-RTN,supplier,Honduras,"edificio la paz avenida los proceresFrancisco Morazan, Distrito Central",JETSTEREO S.A DE C.V.,Cesar Alexander  Gonzalez Dubon,2287-8440,representatelegal@jetstereo.com,-
ocds-lcuori-222265,ocds-lcuori-222265/2-contract,NzBwJy,Ministerio Publico,NzBwJy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222265,ocds-lcuori-222265/2-contract,NzBwJy-byP1K8,GERENCIA CENTRAL,NzBwJy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222265,ocds-lcuori-222265/2-contract,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION,NzBwJy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222265,ocds-lcuori-222265/2-contract,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.,05019999400238,HN-RTN,supplier,Honduras,"edificio la paz avenida los proceresFrancisco Morazan, Distrito Central",JETSTEREO S.A DE C.V.,Cesar Alexander  Gonzalez Dubon,2287-8440,representatelegal@jetstereo.com,-
ocds-lcuori-222269,ocds-lcuori-222269/2-contract,byPeXK,Universidad Nacional Autonoma de Honduras,byPeXK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222269,ocds-lcuori-222269/2-contract,byPeXK-byP1K8,GERENCIA CENTRAL,byPeXK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222269,ocds-lcuori-222269/2-contract,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION,byPeXK-byP1K8-VyO4dK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222269,ocds-lcuori-222269/2-contract,HN-RTN-15039015794238,"EQUIPOS, MATERIALES Y CONCRETOS S.A. DE C.V.",15039015794238,HN-RTN,supplier,Honduras,"KILOMETRO 2, CARRETERA A SAN PEDRO DE CATACAMAS, FRENTE A RANCHO MATUTEOlancho, Catacamas","EQUIPOS, MATERIALES Y CONCRETOS S.A. DE C.V.",MARLEN PATRICIA CAMPOS CASTRO,-,emacohonduras@gmail.com,-
ocds-lcuori-222271,ocds-lcuori-222271/2-contract,NzBwJy,Ministerio Publico,NzBwJy,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222271,ocds-lcuori-222271/2-contract,NzBwJy-byP1K8,GERENCIA CENTRAL,NzBwJy-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222271,ocds-lcuori-222271/2-contract,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION,NzBwJy-byP1K8-NzBWyw,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222271,ocds-lcuori-222271/2-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-222277,ocds-lcuori-222277/2-contract,byP0Ey,Banco Hondure?o para la Produccion y la Vivienda,byP0Ey,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222277,ocds-lcuori-222277/2-contract,byP0Ey-byP1K8,GERENCIA CENTRAL,byP0Ey-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222277,ocds-lcuori-222277/2-contract,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION,byP0Ey-byP1K8-7zv2zR,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222277,ocds-lcuori-222277/2-contract,HN-RTN-08019000218669,Navega S. A. de C.V.,08019000218669,HN-RTN,supplier,Honduras,"colonia los almendros plaza tigo ,final del boulevar morazanFrancisco Morazan, Distrito Central",Navega S. A. de C.V.,Santiago Benedit Gomez,2265-8446,-,-
ocds-lcuori-222300,ocds-lcuori-222300/2-contract,BzXX7z,Secretaria de Finanzas,BzXX7z,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222300,ocds-lcuori-222300/2-contract,BzXX7z-byP1K8,GERENCIA CENTRAL,BzXX7z-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222300,ocds-lcuori-222300/2-contract,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO,BzXX7z-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222300,ocds-lcuori-222300/2-contract,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.,08019995390633,HN-RTN,supplier,Honduras,"Colonia Florencia Sur ,Boulevard Suyapa,Edificio Color Rojo y Azul.Francisco Morazan, Distrito Central",CASH BUSINESS S DE R.L.,Carlos Roberto  Arias Banegas,2239-0041,carlos.arias@cash-business.net,2239-0760
ocds-lcuori-222375,ocds-lcuori-222375/2-contract,VyMJlK,Secretaria de Agricultura y Ganaderia,VyMJlK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222375,ocds-lcuori-222375/2-contract,VyMJlK-byP1K8,GERENCIA CENTRAL,VyMJlK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222375,ocds-lcuori-222375/2-contract,VyMJlK-byP1K8-wrLByx,DESPACHO MINISTERIAL,VyMJlK-byP1K8-wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222375,ocds-lcuori-222375/2-contract,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.,05019999400238,HN-RTN,supplier,Honduras,"edificio la paz avenida los proceresFrancisco Morazan, Distrito Central",JETSTEREO S.A DE C.V.,Cesar Alexander  Gonzalez Dubon,2287-8440,representatelegal@jetstereo.com,-
ocds-lcuori-222386,ocds-lcuori-222386/2-contract,VyMJlK,Secretaria de Agricultura y Ganaderia,VyMJlK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222386,ocds-lcuori-222386/2-contract,VyMJlK-byP1K8,GERENCIA CENTRAL,VyMJlK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222386,ocds-lcuori-222386/2-contract,VyMJlK-byP1K8-wrLByx,DESPACHO MINISTERIAL,VyMJlK-byP1K8-wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222386,ocds-lcuori-222386/2-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-222397,ocds-lcuori-222397/2-contract,VyMJlK,Secretaria de Agricultura y Ganaderia,VyMJlK,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222397,ocds-lcuori-222397/2-contract,VyMJlK-byP1K8,GERENCIA CENTRAL,VyMJlK-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222397,ocds-lcuori-222397/2-contract,VyMJlK-byP1K8-wrLByx,DESPACHO MINISTERIAL,VyMJlK-byP1K8-wrLByx,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222397,ocds-lcuori-222397/2-contract,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA,08011986138652,HN-RTN,supplier,Honduras,"COLONIA GODOY,CALLE HACIA EL FHIS, CASA NO.3Francisco Morazan, Distrito Central",DISTRIBUCIONES VALENCIA,WILMAN DANILO MORALES ZELAYA,22349914,dvalenciahonduras@yahoo.com,-
ocds-lcuori-222408,ocds-lcuori-222408/2-contract,z84PRz,Alcaldia Municipal de San Pedro Sula,z84PRz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222408,ocds-lcuori-222408/2-contract,z84PRz-byP1K8,GERENCIA CENTRAL,z84PRz-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222408,ocds-lcuori-222408/2-contract,z84PRz-byP1K8-byP1K8,Alcaldia Municipal de San Pedro Sula,z84PRz-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222408,ocds-lcuori-222408/2-contract,HN-RTN-08019004467912,Grupo Q Honduras S.A. de C.V.,08019004467912,HN-RTN,supplier,Honduras,"Bulevar centroamericana frente a centro comercial plaza mirafloresFrancisco Morazan, Distrito Central",Grupo Q Honduras S.A. de C.V.,Jose Luis Martinez Fuentes,2290-3700,jmartinez@grupoq.com,-
ocds-lcuori-222409,ocds-lcuori-222409/2-contract,z84PRz,Alcaldia Municipal de San Pedro Sula,z84PRz,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222409,ocds-lcuori-222409/2-contract,z84PRz-byP1K8,GERENCIA CENTRAL,z84PRz-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
ocds-lcuori-222409,ocds-lcuori-222409/2-contract,z84PRz-byP1K8-byP1K8,Alcaldia Municipal de San Pedro Sula,z84PRz-byP1K8-byP1K8,X-HN-ONCAE-CE,buyer,,,,,,,
