ocid,id,awards/0/id,awards/0/items/0/id,awards/0/items/0/description,awards/0/items/0/unit/name,awards/0/items/0/unit/value/amount,awards/0/items/0/quantity,awards/0/items/0/classification/id,awards/0/items/0/classification/description,awards/0/items/0/classification/scheme
ocds-lcuori-7GX4eG-INE-003-2020-1,ocds-lcuori-7GX4eG-INE-003-2020-1/3,7GX4eG-INE-003-2020-1,7GX4eGINE-003-20201626688,CONTRATACION DE CONSULTORIA NACIONAL DE ASISTENCIA TECNICA A LA DIRECCION EJECUTIVA DEL INE PARA OPERACIONES ESTADISTICAS.,Unidad,266667.0,1.0,80161504,Servicios administrativos,UNSPSC
ocds-lcuori-MLQd4r-CM-001-2020-1,ocds-lcuori-MLQd4r-CM-001-2020-1/2,MLQd4r-CM-001-2020-1,MLQd4rCM-001-20201626693,"Alquiler de sillas para atender Capacitación sobre el traslado al Centro Cívico Gubernamental, la cual se impartirá al personal de esta Secretaria de Estado.",Unidad,18.4,50.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-7GX4eG-INE-004-2020-1,ocds-lcuori-7GX4eG-INE-004-2020-1/4,7GX4eG-INE-004-2020-1,7GX4eGINE-004-20201626691,CONTRATACION DE TRES (3) CONSULTORIAS NACIONALES PARA REALIZAR EL SERVICIO DE JEFES DE ZONA DE LA ENCUESTA DE PERCEPCION SOBRE LOS PROGRAMAS SOCIALES DEL GOBIERNO VIDA MEJOR.,Unidad,316000.0,1.0,80161504,Servicios administrativos,UNSPSC
ocds-lcuori-MLQd4r-CM-002-2020-1,ocds-lcuori-MLQd4r-CM-002-2020-1/2,MLQd4r-CM-002-2020-1,MLQd4rCM-002-20201626694,"Mantenimiento para el vehículo Nissan Urvan, Microbús Placa N09855, asignado a esta Secretaria de Estado.",Unidad,56520.2,1.0,78180102,Reparación de Transmisión,UNSPSC
ocds-lcuori-1RaaPR-SAPP-0002-GSC-2020-1,ocds-lcuori-1RaaPR-SAPP-0002-GSC-2020-1/2,1RaaPR-SAPP-0002-GSC-2020-1,1RaaPRSAPP-0002-GSC-20201629994,Taller Gestión de las APP Impartido por el BID Por Nicholas Livingston,Personas,1055.71,35.0,80101604,Administración o planificación de proyectos,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-1,ocds-lcuori-MLQd4r-CM-003-2020-1/2,MLQd4r-CM-003-2020-1,MLQd4rCM-003-20201626701,Desayunos para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,201.25,25.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-1,ocds-lcuori-MLQd4r-CM-003-2020-1/2,MLQd4r-CM-003-2020-1,MLQd4rCM-003-20201626702,Almuerzos para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,201.25,25.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-1,ocds-lcuori-MLQd4r-CM-003-2020-1/2,MLQd4r-CM-003-2020-1,MLQd4rCM-003-20201626703,Servicio de transporte de alimentación para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,920.0,1.0,90121503,Servicios de fletes,UNSPSC
ocds-lcuori-oLjYzr-CM-039-MSFY-2020-1,ocds-lcuori-oLjYzr-CM-039-MSFY-2020-1/3,oLjYzr-CM-039-MSFY-2020-1,oLjYzrCM-039-MSFY-20201629245,COMPRA DE BOLSAS PARA EMBOLSAR UTILES ESCOLARES,Sin Unidad,2850.0,1.0,24111503,Bolsas de plástico,UNSPSC
ocds-lcuori-gLk62r-CM-02-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-02-UPNFMDPG-1/3,gLk62r-CM-02-UPNFMDPG-1,gLk62rCM-02-UPNFMDPG1626710,IMPRESION DE CARPETAS PARA GRADUACIÓN DE CUERINA CON IMPRESION Y TRIFOLIOS INFORMATIVOS ,Unidad,47953.85,1.0,82121508,"Impresión de envoltorios, etiquetas, sellos o bolsas",UNSPSC
ocds-lcuori-gGyD4L-CM-006-2020-MAT-HE-1,ocds-lcuori-gGyD4L-CM-006-2020-MAT-HE-1/3,gGyD4L-CM-006-2020-MAT-HE-1,gGyD4LCM-006-2020-MAT-HE1626709,"PDA 1: SUMINISTRO E INSTALACIÓN DE CARGADOR DE BATEÍAS PARA EL GENERADOR DE 24 VOLTIOS, CORRIENTE DIRECTA: 5 AMPERIOS PARA SALIDA Y 120 VOLTIOS PARA ENTRADA, 60 HZ, 1 HP, 3A. DICHA INSTALACIÓN SE REALIZARÁ EN LAS CLÍNICAS PERIFÉRICAS (CLIPER) DEL HOSPITAL ESCUELA UNIVERSITARIO: UNO EN LAS CRUCITAS, OTRO EN EL HATO DE ENMEDIO Y EL OTRO EN EL SITIO. CANTIDAD: 3 UNIDAD: C/U SOLICITAR EN FÍSICO EL FORMATO AL DEPARTAMENTO DE ADQUISICIONES Y SUMINISTROS HEU TEL 2232-2321 EXT: 331",Cada uno,20010.0,1.0,83101802,Suministro de electricidad bifásica,UNSPSC
ocds-lcuori-PR8ooG-CM-13-CONAPID-2020-1,ocds-lcuori-PR8ooG-CM-13-CONAPID-2020-1/3,PR8ooG-CM-13-CONAPID-2020-1,PR8ooGCM-13-CONAPID-20201626711,"2 CENTRO DE CARGA TRIFASICO PARA 24 CIRCUITOS
20 BREAKER DOBLE 60 AMPERIOS
1 ROLLO CABLE COBRE AWG # 4
1 ROLLO CABLE COBRE AWG # 8
3 ROLLO CABLE COBRE AWG # 10
10 SWITCH SENCILLO
10 SWITC DOBLE
10 SWITC VAIVEN
6 FOCO AHORRATIVO 105 WATTS
12 FOCOS METAL HALIDE 1500 WATTS",Cada uno,44349.75,1.0,26121634,Cable de cobre,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-053-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-053-2020-1/3,vGZKAR-CM-AMD-CS-053-2020-1,vGZKARCM-AMD-CS-053-20201628777,"01 QUINTO DE RANDUTH. 
Las cotizaciones se recibirán hasta el día 25 de Febrero 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 02 de Marzo 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio correo Valerioreinaelizabethgmail.com",Unidad,2200.0,1.0,10171701,Herbicida de malezas,UNSPSC
ocds-lcuori-gLk62r-CM-04-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-04-UPNFMDPG-1/3,gLk62r-CM-04-UPNFMDPG-1,gLk62rCM-04-UPNFMDPG1626727,SE SOLICITA LA COMPRA DE 70 REFRIGERIOS PARA LA CLAUSURA DE LA MAESTRIA DE INVESTIGACION EDUCATIVA ,Unidad,6440.0,1.0,50192703,Platos combinados estable sin refrigerar,UNSPSC
ocds-lcuori-gLk62r-CM-05-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-05-UPNFMDPG-1/3,gLk62r-CM-05-UPNFMDPG-1,gLk62rCM-05-UPNFMDPG1626733,SE SOLICITA REFRIGERIOS PARA 15 PERSONAS PARA LA SEDE DE SAN PEDRO SULA CIERRE DE PROGRAMA DE MAESTRIA ,Unidad,2760.0,1.0,50192703,Platos combinados estable sin refrigerar,UNSPSC
ocds-lcuori-oLjYzr-CM-040-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-040-MSFYC-2020-1/3,oLjYzr-CM-040-MSFYC-2020-1,oLjYzrCM-040-MSFYC-20201629592,COMPRA DE REFRESCOS PARA ATENCIÓN AL CONTRIBUYENTE Y OFICINA DEL ALCALDE MUNICIPAL,Sin Unidad,6056.0,,50202306,Refrescos,UNSPSC
ocds-lcuori-oLjYzr-CM-041-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-041-MSFYC-2020-1/3,oLjYzr-CM-041-MSFYC-2020-1,oLjYzrCM-041-MSFYC-20201629639,COMPRA DE REFRESCOS PARA ATENCIÓN AL CONTRIBUYENTE Y OFICINA PRIVADA DEL ALCALDE,Sin Unidad,6056.0,1.0,50202306,Refrescos,UNSPSC
ocds-lcuori-MrMPYR-057-2020-1,ocds-lcuori-MrMPYR-057-2020-1/2,MrMPYR-057-2020-1,MrMPYR057-20201629993,"Boletos via Tgu-Miami-Tgu
Fecha de salida:08 de marzo
Fecha de regreso:20 de marzo
Pasajeros; Mauricio Hernandez
Daniel Gomez",Unidad,18075.0,2.0,78111502,Viajes en aviones comerciales,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-055-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-055-2020-1/3,vGZKAR-CM-AMD-CS-055-2020-1,vGZKARCM-AMD-CS-055-20201628783,"ALQUILER 3 CARPAS 
ALQUILER DE 1 LIENZO 
ALQUILER 24 MANTELES 
ALQUILER 24 SOBRE MANTELES
ALQUILER 8 MESAS FAMILIARES
ALQUILER 4 LIENZOS GRANDES
ALQUILER 2 LIENZO PEQUEÑO todo para dos dias.
Las cotizaciones se recibirán hasta el día 25 de Febrero 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 02 de Marzo 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio correo Valerioreinaelizabethgmail.com",Unidades,5800.0,1.0,90101602,Servicios de fiestas en carpas,UNSPSC
ocds-lcuori-gLk62r-CM-07-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-07-UPNFMDPG-1/3,gLk62r-CM-07-UPNFMDPG-1,gLk62rCM-07-UPNFMDPG1626748,COMPRA DE CAFETERA PARA 60 TAZAS,Unidad,1694.9965000000002,1.0,52141526,Cafeteras domésticas,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-056-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-056-2020-1/3,vGZKAR-CM-AMD-CS-056-2020-1,vGZKARCM-AMD-CS-056-20201628784,"1 MULTIFUNCIONAL EPSON L3110 FLU.
01 MULTIFUNCIONAL EPSON L3110 FLU.
1 IMPRESORA EPSON FX 219011 MATR.
Las cotizaciones se recibirán hasta el día 25 de Febrero 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 02 de Marzo 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio correo Valerioreinaelizabethgmail.com",Unidades,29792.0,1.0,43212114,Impresoras de imágenes digitales,UNSPSC
ocds-lcuori-gLk62r-CM-08-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-08-UPNFMDPG-1/3,gLk62r-CM-08-UPNFMDPG-1,gLk62rCM-08-UPNFMDPG1626749,COMPRA DE MESAS Y SILLAS ,Unidad,39862.50750000001,1.0,56121401,Mesas con bancos móviles,UNSPSC
ocds-lcuori-gLk62r-CM-09-UPNFMDPG-1,ocds-lcuori-gLk62r-CM-09-UPNFMDPG-1/3,gLk62r-CM-09-UPNFMDPG-1,gLk62rCM-09-UPNFMDPG1626750,SE SOLICITA MESA PARA PLANIFICACION ,Unidad,14084.05,1.0,56121304,Mesas de planificación,UNSPSC
ocds-lcuori-vGZKAR-CM-AMD-CS-057-2020-1,ocds-lcuori-vGZKAR-CM-AMD-CS-057-2020-1/3,vGZKAR-CM-AMD-CS-057-2020-1,vGZKARCM-AMD-CS-057-20201628785,"01 MONITORDELL 18.5 LED.
01 MONITOR DELL 18.5 LED
01 CPU DELL CI5 4GB 320 GB W7P
01 CPU DELLL CI5 4 GB W7P
01 LAPTO DELL I7 8GB 320 GB. Las cotizaciones se recibirán hasta el día 25 de Febrero 2020 en la Oficina de Compras y Suministro en atención a Reina Valerio Jefe del Departamento Las cotizaciones deben venir acompañadas de fotocopia de permiso de operación vigente, fotocopia de identidad, fotocopia de solvencia municipal, fotocopia del RTN y constancia de inscripción de ONCAE. El ganador deberá presentar declaración Jurada. El plazo de entrega del producto será contra entrega el 02 de Marzo 2020 y se recibirá el producto en buen estado. El proveedor deberá presentar factura original y comprobante de entrega para hacer efectivo el pago. La municipalidad proporcionara el formato para la presentación de la cotización. Para cualquier consulta comunicarse a los teléfonos 27632199 cel. 88648565 con Reina Valerio correo Valerioreinaelizabethgmail.com",Unidades,63407.0,1.0,43212002,Soportes para monitor,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-114-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-114-2020-1/4,PLeQ0L-CM-MEP-114-2020-1,PLeQ0LCM-MEP-114-20201626757,"SÍRVASE TRAMITAR ALQUILER: TRANSPORTE A LAS DIFERENTES COMUNIDADES ALREDEDOR DONDE SE TRASLADARAN A LOS CIUDADANOS Y MÉDICOS, ENFERMERAS,ESTILISTAS Y PERSONAL DE APOYO DE LA MUNICIPALIDAD A LA BRIGADA MEDICA QUE SE REALIZARA EL 8 DE FEBRERO DE 2020 CON LA COL. PALERMO Y SUS ALREDEDORES. ALQUILER DE 25 BUSES",Unidad,1380.0,25.0,25101502,Autobuses o buses,UNSPSC
ocds-lcuori-MLQd4r-CM-007-2020-1,ocds-lcuori-MLQd4r-CM-007-2020-1/2,MLQd4r-CM-007-2020-1,MLQd4rCM-007-20201626763,"Almuerzos para atender Taller de Capacitación relacionado al tema ¨Gestión Administrativa Financiera Municipal, dirigido a Alcaldes Municipales.",Unidad,414.0,50.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-007-2020-1,ocds-lcuori-MLQd4r-CM-007-2020-1/2,MLQd4r-CM-007-2020-1,MLQd4rCM-007-20201626764,"Alquiler de mesas redondas para atender Taller de Capacitación relacionado al tema ¨Gestión Administrativa Financiera Municipal, dirigido a Alcaldes Municipales.",Unidad,172.5,5.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-007-2020-1,ocds-lcuori-MLQd4r-CM-007-2020-1/2,MLQd4r-CM-007-2020-1,MLQd4rCM-007-20201626782,"Alquiler de sillas para atender Taller de Capacitación relacionado al tema ¨Gestión Administrativa Financiera Municipal, dirigido a Alcaldes Municipales.",Unidad,57.5,50.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-007-2020-1,ocds-lcuori-MLQd4r-CM-007-2020-1/2,MLQd4r-CM-007-2020-1,MLQd4rCM-007-20201626784,"Alquiler de manteleria para atender Taller de Capacitación relacionado al tema ¨Gestión Administrativa Financiera Municipal, dirigido a Alcaldes Municipales.",Unidad,172.5,5.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-007-2020-1,ocds-lcuori-MLQd4r-CM-007-2020-1/2,MLQd4r-CM-007-2020-1,MLQd4rCM-007-20201626785,"Servicio de meseros para atender Taller de Capacitación relacionado al tema ¨Gestión Administrativa Financiera Municipal, dirigido a Alcaldes Municipales.",Unidad,575.0,3.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628790,10 ESPATULAS DE RESINA,Cada uno,98.003,10.0,27111909,Espátulas,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628792,1 PORTA MATRIZ,Cada uno,253.0,1.0,42151602,Bandas para matriz dental,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628793,1 SET DE 20 PIEZAS DE FORCEPS,Cada uno,350.00250000000005,1.0,42151623,Fórceps de dentista,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628794,1 SET DE 7 PIEZAS DE FORCEPS,Cada uno,350.00250000000005,1.0,42151623,Fórceps de dentista,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628796,1 KIT DE CIRUGIA MENOR,Cada uno,700.0050000000001,1.0,42151675,Kits de restauración dental,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628800,1 LEVANTA PERIOSTIO,Cada uno,138.0,1.0,42293104,Abrebocas quirúrgicos,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628802,1 CURETA QUIRURGICA,Cada uno,95.0015,1.0,42293104,Abrebocas quirúrgicos,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628803,1 LIMA DE HUESO,Cada uno,173.006,1.0,42151620,Limas o raspadores dentales,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628809,1 SET DE CURETAS,Cada uno,650.463,1.0,42292303,Tenazas quirúrgicas,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628812,10 PINZAS DE ALGODON ,Cada uno,69.0,10.0,42151640,Pinzas dentales,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628813,10 EXPLORADORES,Cada uno,98.003,10.0,42293304,Extendedores quirúrgicos,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628814,5 ESPATULAS DE CEMENTO,Cada uno,98.003,5.0,42151639,Espátulas dentales,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628815,10 CUCHARILLAS DENTALES,Cada uno,64.998,10.0,42294003,Cucharas quirúrgicas,UNSPSC
ocds-lcuori-Zr56vL-Cot.000034-2020-1,ocds-lcuori-Zr56vL-Cot.000034-2020-1/3,Zr56vL-Cot.000034-2020-1,Zr56vLCot.000034-20201628816,10 ESPEJOS DENTARIOS,Cada uno,99.9925,10.0,42151627,Espejos o mangos de espejos dentales,UNSPSC
ocds-lcuori-WRzj0R-CM-01-009976-PV-2020-1,ocds-lcuori-WRzj0R-CM-01-009976-PV-2020-1/3,WRzj0R-CM-01-009976-PV-2020-1,WRzj0RCM-01-009976-PV-20201626765,34	Meriendas con su refresco ,Unidad,2228.7,1.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-117-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-117-2020-1/4,PLeQ0L-CM-MEP-117-2020-1,PLeQ0LCM-MEP-117-20201626769,"SÍRVASE TRAMITAR COMPRAR: SUBSIDIO PARA PERSONA DE ESCASOS RECURSOS ECONÓMICOS PARA CONSTRUCCIÓN DE SU CUARTO DE HABITACIÓN COL.PRIMAVERA CELULAR 31925425 RESPONSABLE: JENY VIRGINIA ZELAYA AVILA CON NUMERO DE IDENTIDAD 1804-1994-03670,                  200 BLOQUES DE #6",Unidad,12.995000000000001,200.0,30131501,Bloques de cemento,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626792,Coffe break para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,299.0,50.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626793,Almuerzos para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,431.25,12.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626795,Alquiler de sillas para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,50.6,62.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626796,Alquiler de manteleria para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,172.5,10.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626798,Alquiler de mesas para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,258.75,5.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626799,alquiler de cristalería para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,40.25,12.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-008-2020-1,ocds-lcuori-MLQd4r-CM-008-2020-1/2,MLQd4r-CM-008-2020-1,MLQd4rCM-008-20201626800,Servicio de meseros para atender Firma del Memorándum de Entendimiento de Cooperación entre la Asociación Internacional de Desarrollo de Intercambio y esta Secretaria de Estado.,Unidad,1150.0,3.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-0rwm9G-C-202019-1,ocds-lcuori-0rwm9G-C-202019-1/3,0rwm9G-C-202019-1,0rwm9GC-2020191628817,"se solicitan 20 empaste finos de actas , 11 libros de actas administración oficial ",Unidad,9910.7,1.0,14111531,Libros o cuadernos de registro,UNSPSC
ocds-lcuori-gLkw4L-CM-674-CBD-2020-1,ocds-lcuori-gLkw4L-CM-674-CBD-2020-1/3,gLkw4L-CM-674-CBD-2020-1,gLkw4LCM-674-CBD-20201626814,PAGO POR REPARACION REGULACION DE FRENOS REVISION DE EMERGENCIA CAMBIO DE FRICCIONES DELANTERAS DE LA UNIDAD HRB-L803 ASIGNADA EN DANLI,1/ Centimetro,4600.0,1.0,25171718,Kits de reparación de frenos,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1,ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1/2,MLQd4r-CM-003-2020-CORREGIDO-1,MLQd4rCM-003-2020-CORREGIDO1626812,Desayunos para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,201.25,25.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1,ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1/2,MLQd4r-CM-003-2020-CORREGIDO-1,MLQd4rCM-003-2020-CORREGIDO1626813,Almuerzos para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,201.25,25.0,90101603,Servicios de catering,UNSPSC
ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1,ocds-lcuori-MLQd4r-CM-003-2020-CORREGIDO-1/2,MLQd4r-CM-003-2020-CORREGIDO-1,MLQd4rCM-003-2020-CORREGIDO1626816,Servicio de transporte de alimentación para atender reunión con los miembros del Consejo Nacional Indígena Chorti de Honduras (CONICHH),Unidad,920.0,1.0,90121503,Servicios de fletes,UNSPSC
ocds-lcuori-gLkw4L-CM-675-CBD-2020-1,ocds-lcuori-gLkw4L-CM-675-CBD-2020-1/3,gLkw4L-CM-675-CBD-2020-1,gLkw4LCM-675-CBD-20201626818,COMPRA DE BARRAS ESTABILIZADORAS PARA LA UNIDAD HRB-L803 ASIGNADA EN DANLI,1/ Centimetro,1146.6,1.0,25172010,Barras estabilizadoras,UNSPSC
ocds-lcuori-7GX4eG-007-2020-1,ocds-lcuori-7GX4eG-007-2020-1/4,7GX4eG-007-2020-1,7GX4eG007-20201626817,"desmontaje de 60 M2 de facia de panelit existente, suministro e instalación de facia y cielo falso de panelit nuevo con pintura acrílica, desmontaje de 30 ML de canal de lamina existente suministro e instalación de canal nuevo de PVC alto caudal, desmontaje de 6 bajantes de aguas lluvias existentes, suministro e instalación de bajantes nuevos de PVC de 4"" suministro e instalación de 50 M2 de instalación de tabla yeso, suministro e instalación de 1 barra de cocina 8.3m de largo1m de alto y 60cm de ancho, suministro e instalación de 1 techo metálico sobre bomba y motor, reparación y suministro de 12 M2 de piso de granito para exteriores, fundición de 17 m2 de concreto en acera proporción 1:2:2,suministro de 2 llavines para puerta de vidrio, instalación y suministro de 1 pila prefabricada con conexión de tubería PVC 1/2"", suministro de 2 manos de pintura acrílica en 410 M2 en cielo falso, suministro de 2 manos de pintura acrílica en paredes, suministro e instalación de 18 telas contra zancudo de PVC con estructura de aluminio para ventanas de 0.85 M X 2.1 M y suministro e instalcion de 22 celosías de 0.85 M de largo dichas mejoras serán realizadas en las instalaciones del INE en el Barrio la Granja
",Cada uno,242836.944,1.0,72102801,"Reparación de edificios, mojones y monumentos",UNSPSC
