ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/description,contracts/0/documents/0/documentType,contracts/0/documents/0/title,contracts/0/documents/0/format,contracts/0/documents/0/datePublished,contracts/0/documents/0/url
ocds-lcuori-2Lmz0G-CM-003-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-003-BNP-2020-1/4,2Lmz0G-CA-20-0000009,65357-2Lmz0G-CA-20-0000009-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-10T11:30:52.570000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000091200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-005-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-005-BNP-2020-1/4,2Lmz0G-CA-20-0000011,65421-2Lmz0G-CA-20-0000011-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-13T13:54:49.800000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000111200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-007-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-007-BNP-2020-1/4,2Lmz0G-CA-20-0000013,65346-2Lmz0G-CA-20-0000013-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-10T09:48:45.457000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000131200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPAVG-2020-03-FN-INAM-1,ocds-lcuori-NLPAVG-2020-03-FN-INAM-1/4,NLPAVG-2020-03-FN-INAM,65452-NLPAVG-2020-03-FN-INAM-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-19T13:52:57.397000-06:00,http://h1.honducompras.gob.hn/Docs/Con1662020-03-FN-INAM1200-ContratouOrdendeCompra.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1/3,MrM6zL-565834,65100-MrM6zL-565834-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:17:45.537000-06:00,http://h1.honducompras.gob.hn/Docs/Con2405658341200-ContratouOrdendeCompra.pdf
ocds-lcuori-Er6QoR-CM-002-LV-2020-1,ocds-lcuori-Er6QoR-CM-002-LV-2020-1/4,Er6QoR-CM-002-LV-2020,65193-Er6QoR-CM-002-LV-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T12:08:17.853000-06:00,http://h1.honducompras.gob.hn/Docs/Con819CM-002-LV-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-50-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-50-CM-IHT-2020-1/3,PR8Q5r-OC 80-2020,65817-PR8Q5r-OC 80-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-13T14:49:24.180000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%2080-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-20-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-20-CM-IHT-2020-1/4,PR8Q5r-OC 022-2020,65468-PR8Q5r-OC 022-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-21T12:46:22.463000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20022-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-vGZWNR-10006507-TEG-1,ocds-lcuori-vGZWNR-10006507-TEG-1/3,vGZWNR-4100004456,64685-vGZWNR-4100004456-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-27T11:18:20.780000-06:00,http://h1.honducompras.gob.hn/Docs/Con11741000044561200-ContratouOrdendeCompra.PDF
ocds-lcuori-PR8Q5r-21-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-21-CM-IHT-2020-1/3,PR8Q5r-OC 018-2020,65306-PR8Q5r-OC 018-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-06T18:45:52.207000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%20018-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1/5,0rww4r-CM-001-CBSC-2020,65867-0rww4r-CM-001-CBSC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-31T12:07:52.587000-06:00,http://h1.honducompras.gob.hn/Docs/Con834CM-001-CBSC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1/5,0rww4r-CM-001-CBSC-2020,65868-0rww4r-CM-001-CBSC-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-03-31T12:08:16.390000-06:00,http://h1.honducompras.gob.hn/Docs/Con834CM-001-CBSC-20201501-AnexosalContrato.pdf
ocds-lcuori-0rww4r-CM-HBCBHSC-004-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-004-2020-1/4,0rww4r-CM-004-CBSC-2020,65218-0rww4r-CM-004-CBSC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T20:44:56.553000-06:00,http://h1.honducompras.gob.hn/Docs/Con834CM-004-CBSC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-7G3mOr-CM-837-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-837-HBCBHSPS-2020-1/4,7G3mOr-837,65102-7G3mOr-837-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:21:05.777000-06:00,http://h1.honducompras.gob.hn/Docs/Con8528371200-ContratouOrdendeCompra.pdf
ocds-lcuori-7G3mOr-CM-838-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-838-HBCBHSPS-2020-1/4,7G3mOr-838,65104-7G3mOr-838-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:23:45.230000-06:00,http://h1.honducompras.gob.hn/Docs/Con8528381200-ContratouOrdendeCompra.pdf
ocds-lcuori-7G3mOr-CM-839-HBCBHSPS-2019-1,ocds-lcuori-7G3mOr-CM-839-HBCBHSPS-2019-1/4,7G3mOr-839,65105-7G3mOr-839-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:25:48.960000-06:00,http://h1.honducompras.gob.hn/Docs/Con8528391200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDA5r-SOLICITUD 1369-1,ocds-lcuori-jRDA5r-SOLICITUD 1369-1/4,jRDA5r-SOLICITUD 1369,65140-jRDA5r-SOLICITUD 1369-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T15:51:22.887000-06:00,http://h1.honducompras.gob.hn/Docs/Con692SOLICITUD%2013691200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-012-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-012-2020-1/3,4LOV1r-DICTA-CM-006-2020,65581-4LOV1r-DICTA-CM-006-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-02T09:54:31.967000-06:00,http://h1.honducompras.gob.hn/Docs/Con1083DICTA-CM-006-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-014-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-014-2020-1/3,4LOV1r-DICTA-CM-007-2020,65582-4LOV1r-DICTA-CM-007-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-02T09:58:17.530000-06:00,http://h1.honducompras.gob.hn/Docs/Con1083DICTA-CM-007-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-008-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-008-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-005-2020,65587-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-005-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-02T10:28:09.150000-06:00,http://h1.honducompras.gob.hn/Docs/Con1083DICTA%20PROGRAMA%20DE%20SEMILLAS-CM-005-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-23-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-23-CM-IHT-2020-1/4,PR8Q5r-20-2020,65307-PR8Q5r-20-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-06T18:47:41.650000-06:00,http://h1.honducompras.gob.hn/Docs/Con113620-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-Er6QoR-CM-004-LV-2020-1,ocds-lcuori-Er6QoR-CM-004-LV-2020-1/3,Er6QoR-CM-004-LV-2020,65194-Er6QoR-CM-004-LV-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T12:12:58.943000-06:00,http://h1.honducompras.gob.hn/Docs/Con819CM-004-LV-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-7G3mOr-CM-841-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-841-HBCBHSPS-2020-1/4,7G3mOr-841,65107-7G3mOr-841-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-30T16:29:06.280000-06:00,http://h1.honducompras.gob.hn/Docs/Con8528411200-ContratouOrdendeCompra.pdf
ocds-lcuori-0rww4r-CM-HBCBHSC-006-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-006-2020-1/4,0rww4r-CM-006-CBSC-2020,65220-0rww4r-CM-006-CBSC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T20:51:24.860000-06:00,http://h1.honducompras.gob.hn/Docs/Con834CM-006-CBSC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-wrVggL-CM-002-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-002-CHOLU-2020-1/4,wrVggL-CM-002-CHOLU-2020,65286-wrVggL-CM-002-CHOLU-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T20:32:03.107000-06:00,http://h1.honducompras.gob.hn/Docs/Con855CM-002-CHOLU-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPAVG-2020-05-FN-INAM-1,ocds-lcuori-NLPAVG-2020-05-FN-INAM-1/5,NLPAVG-2020-05-FN-INAM,65117-NLPAVG-2020-05-FN-INAM-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-01-31T09:28:03.010000-06:00,http://h1.honducompras.gob.hn/Docs/Con1662020-05-FN-INAM1200-ContratouOrdendeCompra.pdf
ocds-lcuori-vGZWNR-20001701-TEG-1,ocds-lcuori-vGZWNR-20001701-TEG-1/3,vGZWNR-4200000952,65251-vGZWNR-4200000952-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T14:57:15.987000-06:00,http://h1.honducompras.gob.hn/Docs/Con11742000009521200-ContratouOrdendeCompra.PDF
ocds-lcuori-PLewkR-HBCBCH-501-2020-1,ocds-lcuori-PLewkR-HBCBCH-501-2020-1/4,PLewkR-HBCBCH-501-2020,65298-PLewkR-HBCBCH-501-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T11:53:09.540000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-501-20201500-AnexosalContrato.pdf
ocds-lcuori-2Lmz0G-CM-004-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-004-BNP-2020-1/4,2Lmz0G-CA-20-0000010,65365-2Lmz0G-CA-20-0000010-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-10T14:50:41.333000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000101200-ContratouOrdendeCompra.pdf
ocds-lcuori-PLewkR-HBCBCH-502-2020-1,ocds-lcuori-PLewkR-HBCBCH-502-2020-1/4,PLewkR-HBCBCH-502-2020,65297-PLewkR-HBCBCH-502-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T11:51:15.850000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-502-20201500-AnexosalContrato.pdf
ocds-lcuori-PLewkR-HBCBCH-503-2020-1,ocds-lcuori-PLewkR-HBCBCH-503-2020-1/4,PLewkR-HBCBCH-503-2020,65296-PLewkR-HBCBCH-503-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T11:49:21.060000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-503-20201500-AnexosalContrato.pdf
ocds-lcuori-2Lmz0G-CM-008-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-008-BNP-2020-1/4,2Lmz0G-CA-20-0000014,65419-2Lmz0G-CA-20-0000014-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-13T13:51:38.203000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000141200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-009-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-009-BNP-2020-1/4,2Lmz0G-CA-20-0000015,65366-2Lmz0G-CA-20-0000015-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-10T15:18:54.913000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000151200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-019-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-019-BNP-2020-1/3,2Lmz0G-CA-20-0000039,65703-2Lmz0G-CA-20-0000039-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-10T11:12:12.560000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000391200-ContratouOrdendeCompra.pdf
ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1/4,KLg7zL-CM 001-BNAC-2020,65643-KLg7zL-CM 001-BNAC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-04T21:33:49.787000-06:00,http://h1.honducompras.gob.hn/Docs/Con831CM%20001-BNAC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1/4,KLg7zL-CM 001-BNAC-2020,65644-KLg7zL-CM 001-BNAC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-04T21:34:12.097000-06:00,http://h1.honducompras.gob.hn/Docs/Con831CM%20001-BNAC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1/4,KLg7zL-CM-001-BNAC-2020,65318-KLg7zL-CM-001-BNAC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-07T10:39:35.170000-06:00,http://h1.honducompras.gob.hn/Docs/Con831CM-001-BNAC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-KLg7zL-CM-002-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-002-BNAC-2020-1/3,KLg7zL-CM-002-BNAC-2020,65645-KLg7zL-CM-002-BNAC-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-04T21:37:18.597000-06:00,http://h1.honducompras.gob.hn/Docs/Con831CM-002-BNAC-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-007-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-007-2020-1/3,MrM6zL-00565866,65427-MrM6zL-00565866-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-14T12:00:11.353000-06:00,http://h1.honducompras.gob.hn/Docs/Con240005658661200-ContratouOrdendeCompra.pdf
ocds-lcuori-1RaB9r-CM-01-UNAH-DCUROC-2020-1,ocds-lcuori-1RaB9r-CM-01-UNAH-DCUROC-2020-1/2,1RaB9r-01-2020,65671-1RaB9r-01-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T17:29:37.007000-06:00,http://h1.honducompras.gob.hn/Docs/Con94701-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PLewkR-HBCBCH-499-2020-1,ocds-lcuori-PLewkR-HBCBCH-499-2020-1/4,PLewkR-HBCBCH-499-2020,65300-PLewkR-HBCBCH-499-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T11:57:28.177000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-499-20201500-AnexosalContrato.pdf
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-009-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-009-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-,65588-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM--12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-02T10:32:00.910000-06:00,http://h1.honducompras.gob.hn/Docs/Con1083DICTA%20PROGRAMA%20DE%20SEMILLAS-CM-1200-ContratouOrdendeCompra.pdf
ocds-lcuori-PLewkR-HBCBCH-500-2020-1,ocds-lcuori-PLewkR-HBCBCH-500-2020-1/5,PLewkR-HBCBCH-500-2020,65299-PLewkR-HBCBCH-500-2020-15,Anexos al Contrato,contractAnnexe,Anexos al Contrato,application/pdf,2020-02-06T11:55:27.287000-06:00,http://h1.honducompras.gob.hn/Docs/Con841HBCBCH-500-20201500-AnexosalContrato.pdf
ocds-lcuori-JL7JBr-CM-04-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-04-HBCBHR-2020-1/4,JL7JBr-CM-002-2020,65279-JL7JBr-CM-002-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T17:20:02.763000-06:00,http://h1.honducompras.gob.hn/Docs/Con987CM-002-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-2Lmz0G-CM-006-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-006-BNP-2020-1/4,2Lmz0G-CA-20-0000012,65418-2Lmz0G-CA-20-0000012-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-13T13:48:56.607000-06:00,http://h1.honducompras.gob.hn/Docs/Con165CA-20-00000121200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPjyR-001-2020-1,ocds-lcuori-NLPjyR-001-2020-1/5,NLPjyR-HBCB-TOC-CM-001-2020,65222-NLPjyR-HBCB-TOC-CM-001-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T08:46:04.650000-06:00,http://h1.honducompras.gob.hn/Docs/Con822HBCB-TOC-CM-001-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPjyR-003-2020-1,ocds-lcuori-NLPjyR-003-2020-1/4,NLPjyR-HBCB-TOC-CM-003-2020,65203-NLPjyR-HBCB-TOC-CM-003-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T13:55:30.640000-06:00,http://h1.honducompras.gob.hn/Docs/Con822HBCB-TOC-CM-003-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-gLkw4L-CM-670-CBD-2020-1,ocds-lcuori-gLkw4L-CM-670-CBD-2020-1/3,gLkw4L-CM-670-CBD-2020,65158-gLkw4L-CM-670-CBD-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-03T09:30:31.220000-06:00,http://h1.honducompras.gob.hn/Docs/Con827CM-670-CBD-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-PR8Q5r-28-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-28-CM-IHT-2020-1/4,PR8Q5r-OC 32-2020,65323-PR8Q5r-OC 32-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-07T10:53:14.013000-06:00,http://h1.honducompras.gob.hn/Docs/Con1136OC%2032-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-NLPjyR-007-2020-1,ocds-lcuori-NLPjyR-007-2020-1/4,NLPjyR-HBCB-TOC-CM-007-2020,65209-NLPjyR-HBCB-TOC-CM-007-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-04T14:48:43.960000-06:00,http://h1.honducompras.gob.hn/Docs/Con822HBCB-TOC-CM-007-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-wrVggL-CM-006-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-006-CHOLU-2020-1/4,wrVggL-CM-006-CHOLU-2020,65290-wrVggL-CM-006-CHOLU-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-05T20:45:21.160000-06:00,http://h1.honducompras.gob.hn/Docs/Con855CM-006-CHOLU-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2/4,jRDkQG-011-2020,65663-jRDkQG-011-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T13:51:41.967000-06:00,http://h1.honducompras.gob.hn/Docs/Con104011-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2/4,jRDkQG-012-2020,65664-jRDkQG-012-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T13:54:09.247000-06:00,http://h1.honducompras.gob.hn/Docs/Con104012-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-002-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-002-2020-HNMCR-2/4,jRDkQG-002-2020,65650-jRDkQG-002-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T09:14:28.863000-06:00,http://h1.honducompras.gob.hn/Docs/Con104002-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-003-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-003-2020-HNMCR-2/4,jRDkQG-092-2020,65667-jRDkQG-092-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T14:25:25.057000-06:00,http://h1.honducompras.gob.hn/Docs/Con104092-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-004-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-004-2020-HNMCR-2/4,jRDkQG-093-2020,65666-jRDkQG-093-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T14:15:50.513000-06:00,http://h1.honducompras.gob.hn/Docs/Con104093-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2/4,jRDkQG-013-2020,65603-jRDkQG-013-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-03T11:46:21.483000-06:00,http://h1.honducompras.gob.hn/Docs/Con104013-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2/4,jRDkQG-014-2020,65654-jRDkQG-014-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T10:03:25.387000-06:00,http://h1.honducompras.gob.hn/Docs/Con104014-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-010-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-010-2020-HNMCR-2/4,jRDkQG-003-2020,65657-jRDkQG-003-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T10:47:50.097000-06:00,http://h1.honducompras.gob.hn/Docs/Con104003-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-013-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-013-2020-HNMCR-2/4,jRDkQG-005-2020,65661-jRDkQG-005-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T13:04:06.733000-06:00,http://h1.honducompras.gob.hn/Docs/Con104005-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-015-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-015-2020-HNMCR-2/4,jRDkQG-094-2020,65597-jRDkQG-094-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-03T10:37:54.723000-06:00,http://h1.honducompras.gob.hn/Docs/Con104094-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-016-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-016-2020-HNMCR-2/4,jRDkQG-103-2020,65599-jRDkQG-103-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-03T11:16:00.873000-06:00,http://h1.honducompras.gob.hn/Docs/Con104103-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-017-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-017-2020-HNMCR-2/4,jRDkQG-104-2020,65659-jRDkQG-104-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-05T11:50:51.230000-06:00,http://h1.honducompras.gob.hn/Docs/Con104104-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-018-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-018-2020-HNMCR-2/4,jRDkQG-095-2020,65600-jRDkQG-095-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-03-03T11:26:15.203000-06:00,http://h1.honducompras.gob.hn/Docs/Con104095-20201200-ContratouOrdendeCompra.pdf
ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2/4,jRDkQG-OC096-2020,65395-jRDkQG-OC096-2020-12,Contrato u Orden de Compra,contractSigned,Contrato u Orden de Compra,application/pdf,2020-02-12T10:33:40.670000-06:00,http://h1.honducompras.gob.hn/Docs/Con104OC096-20201200-ContratouOrdendeCompra.pdf
