ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-2Lmz0G-CM-007-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-007-BNP-2020-1/4,2Lmz0G-CA-20-0000013,2Lmz0G-CM-007-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000013,goodsOrServices,COMPRA DE MATERIALES ELECTRICOS.,2020-01-23T00:00:00-06:00,49891.14,HNL
ocds-lcuori-NLPAVG-2020-03-FN-INAM-1,ocds-lcuori-NLPAVG-2020-03-FN-INAM-1/4,NLPAVG-2020-03-FN-INAM,NLPAVG-2020-03-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-03-FN-INAM,goodsOrServices,POR REPARACION DEL LA IMPRESORA 450,2020-02-19T00:00:00-06:00,2645.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1/3,MrM6zL-00565834,MrM6zL-CM-CONEANFO-UAF-006-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565834,goodsOrServices,Reparación de vehículo  placa N10232.,2020-01-31T00:00:00-06:00,4110.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-006-2020-1/3,MrM6zL-565834,MrM6zL-CM-CONEANFO-UAF-006-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,565834,goodsOrServices,Reparación de vehículos.,2020-01-31T00:00:00-06:00,4110.0,HNL
ocds-lcuori-Er6QoR-CM-002-LV-2020-1,ocds-lcuori-Er6QoR-CM-002-LV-2020-1/4,Er6QoR-CM-002-LV-2020,Er6QoR-CM-002-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-002-LV-2020,goodsOrServices,LA ESATACION LOCAL DE LAS VEGAS SB COMPRO MATERIAL DE ASEO PARA USO EXCLUSIVO DE ESTA ESTACION LOCAL ,2020-01-23T00:00:00-06:00,2943.34,HNL
ocds-lcuori-PR8Q5r-50-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-50-CM-IHT-2020-1/3,PR8Q5r-OC 80-2020,PR8Q5r-50-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 80-2020,goodsOrServices,"Servicio de catering para 40 personas que conste de: Tres (3) boquitas saladas y una boquita dulce con su respectivo empaque, servilletas, 40 gaseosas (30 refrescos variados y 10 de dieta), 10 botes pequeños con agua, para ser entregados en las instalaciones del IHT, 1er piso, oficinas de CEDTURH a las 10:00 am el dia lunes 24 de febrero de 2020.",2020-03-14T00:00:00-06:00,3714.5,HNL
ocds-lcuori-PR8Q5r-20-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-20-CM-IHT-2020-1/4,PR8Q5r-OC 022-2020,PR8Q5r-20-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 022-2020,goodsOrServices,"Servicio de Catering que conste de: desayuno típico para 108 personas, servidos individualmente, con refresco natural , café y un pastel color blanco con rosado para 100 personas, para la celebración del día de la Mujer que se llevará a cabo el día viernes 24 de Enero del 2020.",2020-02-22T00:00:00-06:00,16146.0,HNL
ocds-lcuori-vGZWNR-10006507-TEG-1,ocds-lcuori-vGZWNR-10006507-TEG-1/3,vGZWNR-4100004456,vGZWNR-10006507-TEG-1,vGZWNR-orvxDG,Unidad Central,4100004456,goodsOrServices,FACTOR VIII,2020-01-28T00:00:00-06:00,189000.0,HNL
ocds-lcuori-PR8Q5r-21-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-21-CM-IHT-2020-1/3,PR8Q5r-OC 018-2020,PR8Q5r-21-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 018-2020,goodsOrServices,"Servicio de Publicación de Aviso de Licitación Pública Nacional No.01-LPN-IHT-2020, tamaño 1/4 de página en blanco y negro en un diario de mayor circulación del país El Heraldo",2020-02-07T00:00:00-06:00,5635.0,HNL
ocds-lcuori-oLjYzr-CM-044-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-044-MSFYC-2020-1/2,oLjYzr-359,oLjYzr-CM-044-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,359,goodsOrServices,COMPRA DE INSTRUMENTAL ODONTOLÓGICO PARA TRATAMIENTOS DENTALES EN CENTRO DE SALUD RIGOBERTO MADRID DE LA CABECERA MUNICIPAL,2020-02-29T00:00:00-06:00,9700.0,HNL
ocds-lcuori-oLjYzr-CM-045-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-045-MSFYC-2020-1/2,oLjYzr-358,oLjYzr-CM-045-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,358,goodsOrServices,SERVICIO DE DECORACIÓN PARA BODAS MES DE FEBRERO 2020,2020-02-29T00:00:00-06:00,21505.0,HNL
ocds-lcuori-oLjYzr-CM-046-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-046-MSFYC-2020-1/2,oLjYzr-355,oLjYzr-CM-046-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,355,goodsOrServices,COMPRA DE REGALOS PARA BODA MES DE FEBRERO 2020,2020-02-27T00:00:00-06:00,1811.25,HNL
ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-001-2020-1/5,0rww4r-CM-001-CBSC-2020,0rww4r-CM-HBCBHSC-001-2020-1,0rww4r-MLQ77R,"Estación Local Sabá, Colón.",CM-001-CBSC-2020,goodsOrServices,"Compra de combustibles para las unidades operativas HRB-1806,HRB-1801 y HRB-01-110, y el equipo asignado a la Estación local de Saba colon, el cual se consumirá de forma mensual eh igual el pago durante los meses de Enero a Diciembre 2020",2020-02-04T00:00:00-06:00,60000.0,HNL
ocds-lcuori-0rww4r-CM-HBCBHSC-004-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-004-2020-1/4,0rww4r-CM-004-CBSC-2020,0rww4r-CM-HBCBHSC-004-2020-1,0rww4r-MLQ77R,"Estación Local Sabá, Colón.",CM-004-CBSC-2020,goodsOrServices,Compra de herramientas menores para los diferentes departamento de la Estación Local de Saba. ,2020-02-04T00:00:00-06:00,5465.0,HNL
ocds-lcuori-7G3mOr-CM-837-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-837-HBCBHSPS-2020-1/4,7G3mOr-837,7G3mOr-CM-837-HBCBHSPS-2020-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",837,goodsOrServices,Pago por Compra de  Re-puestos para  la unidad de Emergencia HRB-01-198.Asignada al Cuerpo de Bomberos de San Pedro Sula.,2020-01-30T00:00:00-06:00,22425.0,HNL
ocds-lcuori-7G3mOr-CM-838-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-838-HBCBHSPS-2020-1/4,7G3mOr-838,7G3mOr-CM-838-HBCBHSPS-2020-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",838,goodsOrServices,Pago por Sericio de Man-tenimiento por Garantia de la Unidad HRB-01-L8-03.Asignado al Cuerpo de Bomberos de San Pedro Sula.,2020-01-30T00:00:00-06:00,17931.87,HNL
ocds-lcuori-7G3mOr-CM-839-HBCBHSPS-2019-1,ocds-lcuori-7G3mOr-CM-839-HBCBHSPS-2019-1/4,7G3mOr-839,7G3mOr-CM-839-HBCBHSPS-2019-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",839,goodsOrServices,Pago por Sericio de Man-tenimiento por Garantia de la Unidad HRB-01-L8-05.Asignado al Cuerpo de Bomberos de San Pedro Sula.,2020-01-30T00:00:00-06:00,9159.26,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-010-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-010-2020-1/3,4LOV1r-DICTA-CM-003-2020,4LOV1r-DICTA FUENTE 11-CM-MD-010-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-003-2020,goodsOrServices,Suministro de combustible para Comayagua,2020-03-02T00:00:00-06:00,243760.0,HNL
ocds-lcuori-jRDA5r-SOLICITUD 1369-1,ocds-lcuori-jRDA5r-SOLICITUD 1369-1/4,jRDA5r-SOLICITUD 1369,jRDA5r-SOLICITUD 1369-1,jRDA5r-MLQ77R,Gerencia de Negocios,SOLICITUD 1369,goodsOrServices,Pago de reparación de motor de arranque,2020-01-31T00:00:00-06:00,7100.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-012-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-012-2020-1/3,4LOV1r-DICTA-CM-006-2020,4LOV1r-DICTA FUENTE 11-CM-MD-012-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-006-2020,goodsOrServices,Suministro de combustible departamental Lempira,2020-03-02T00:00:00-06:00,75935.0,HNL
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-014-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-014-2020-1/3,4LOV1r-DICTA-CM-007-2020,4LOV1r-DICTA FUENTE 11-CM-MD-014-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA-CM-007-2020,goodsOrServices,Suministro de combustible para departamental La Esperanza,2020-03-02T00:00:00-06:00,248760.0,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-008-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-008-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-005-2020,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-008-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-005-2020,goodsOrServices,Compra de material de limpieza para ser utilizado en la planta de semillas,2020-03-02T00:00:00-06:00,5557.95,HNL
ocds-lcuori-PR8Q5r-23-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-23-CM-IHT-2020-1/4,PR8Q5r-20-2020,PR8Q5r-23-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,20-2020,goodsOrServices,"Servicio de Publicación de Aviso de Licitación Pública Nacional No.01-LPN-IHT-2020, tamaño 1/4 de página en blanco y negro en un diario de mayor circulación del país La Tribuna",2020-02-07T00:00:00-06:00,4858.75,HNL
ocds-lcuori-Er6QoR-CM-004-LV-2020-1,ocds-lcuori-Er6QoR-CM-004-LV-2020-1/3,Er6QoR-CM-004-LV-2020,Er6QoR-CM-004-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-004-LV-2020,goodsOrServices,LA ESTACION LOCAL DE LAS VEGAS SB COMPRO 5 TELEFONOS MOVILES PARA LAS AREAS DE COMANDANCIA LOCAL ADMINISTRACION OPERACIONES OTPSCI Y EXTINCION DE INCENDIOS DE ESTA ESTACION LOCAL,2020-01-23T00:00:00-06:00,7500.0,HNL
ocds-lcuori-7G3mOr-CM-841-HBCBHSPS-2020-1,ocds-lcuori-7G3mOr-CM-841-HBCBHSPS-2020-1/4,7G3mOr-841,7G3mOr-CM-841-HBCBHSPS-2020-1,7G3mOr-MLQ77R,"Cuerpo de Bomberos San Pedro Sula, Cortés.",841,goodsOrServices,Pago por Sericio de Man-tenimiento por Garantia de la Unidad HRB-01-L8-01 Y HRB-01-L8-02.Asignado al Cuerpo de Bomberos de San Pedro Sula.,2020-01-30T00:00:00-06:00,20854.09,HNL
ocds-lcuori-0rww4r-CM-HBCBHSC-006-2020-1,ocds-lcuori-0rww4r-CM-HBCBHSC-006-2020-1/4,0rww4r-CM-006-CBSC-2020,0rww4r-CM-HBCBHSC-006-2020-1,0rww4r-MLQ77R,"Estación Local Sabá, Colón.",CM-006-CBSC-2020,goodsOrServices,Compra de 10Ft de Cable eléctrico 3/0 y 2 terminales de cobre para la reparación de cableado de la  unidad HRB-1801,2020-02-04T00:00:00-06:00,2120.0,HNL
ocds-lcuori-wrVggL-CM-002-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-002-CHOLU-2020-1/4,wrVggL-CM-002-CHOLU-2020,wrVggL-CM-002-CHOLU-2020-1,wrVggL-MLQ77R,Cuerpo de Bomberos Choluteca,CM-002-CHOLU-2020,goodsOrServices,COMPRA DE MATERIAL DE ASEO,2020-01-24T00:00:00-06:00,19712.82,HNL
ocds-lcuori-NLPAVG-2020-05-FN-INAM-1,ocds-lcuori-NLPAVG-2020-05-FN-INAM-1/5,NLPAVG-2020-05-FN-INAM,NLPAVG-2020-05-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-05-FN-INAM,goodsOrServices,ALIMENTOS APOYO A OLGA ALVARADO,2020-01-30T00:00:00-06:00,5175.0,HNL
ocds-lcuori-vGZWNR-20001701-TEG-1,ocds-lcuori-vGZWNR-20001701-TEG-1/3,vGZWNR-4200000952,vGZWNR-20001701-TEG-1,vGZWNR-orvxDG,Unidad Central,4200000952,goodsOrServices,CORDON SERIGRAFIADO,2020-02-06T00:00:00-06:00,74500.0,HNL
ocds-lcuori-PLewkR-HBCBCH-501-2020-1,ocds-lcuori-PLewkR-HBCBCH-501-2020-1/4,PLewkR-HBCBCH-501-2020,PLewkR-HBCBCH-501-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-501-2020,goodsOrServices,DOS BATERIAS PARA LA HRB-1126 DE LA ESTACION DE CHOLOMA,2020-01-23T00:00:00-06:00,10787.94,HNL
ocds-lcuori-2Lmz0G-CM-004-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-004-BNP-2020-1/4,2Lmz0G-CA-20-0000010,2Lmz0G-CM-004-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000010,goodsOrServices,FOTOCOPIADORA,2020-01-23T00:00:00-06:00,22218.0,HNL
ocds-lcuori-PLewkR-HBCBCH-502-2020-1,ocds-lcuori-PLewkR-HBCBCH-502-2020-1/4,PLewkR-HBCBCH-502-2020,PLewkR-HBCBCH-502-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-502-2020,goodsOrServices,COMPRA DE RADIADOR PARA LA HRB-11A929 DE LA ESTACION DE CHOLOMA,2020-01-29T00:00:00-06:00,25704.89,HNL
ocds-lcuori-PLewkR-HBCBCH-503-2020-1,ocds-lcuori-PLewkR-HBCBCH-503-2020-1/4,PLewkR-HBCBCH-503-2020,PLewkR-HBCBCH-503-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-503-2020,goodsOrServices,"INSTALACION EN LAS UNIDADES HRB-11A929,1128 Y 1126 DE LA ESTACION LOCAL DE CHOLOMA",2020-01-30T00:00:00-06:00,10235.0,HNL
ocds-lcuori-2Lmz0G-CM-008-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-008-BNP-2020-1/4,2Lmz0G-CA-20-0000014,2Lmz0G-CM-008-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000014,goodsOrServices,COMPRA DE SILLAS,2020-01-28T00:00:00-06:00,7590.0,HNL
ocds-lcuori-2Lmz0G-CM-009-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-009-BNP-2020-1/4,2Lmz0G-CA-20-0000015,2Lmz0G-CM-009-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000015,goodsOrServices,COMPRA DE TONER,2020-01-28T00:00:00-06:00,32458.75,HNL
ocds-lcuori-2Lmz0G-CM-019-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-019-BNP-2020-1/3,2Lmz0G-CA-20-0000039,2Lmz0G-CM-019-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000039,goodsOrServices,PAPEL HIGIENICO,2020-02-27T00:00:00-06:00,16769.88,HNL
ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1/4,KLg7zL-CM 001-BNAC-2020,KLg7zL-CM-001-BNAC-2020-1,KLg7zL-MLQ77R,Cuerpo de Bomberos Nacaome,CM 001-BNAC-2020,goodsOrServices,Combustible suministrado durante el mes de febrero 2020,2020-02-28T00:00:00-06:00,8154.0,HNL
ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-001-BNAC-2020-1/4,KLg7zL-CM-001-BNAC-2020,KLg7zL-CM-001-BNAC-2020-1,KLg7zL-MLQ77R,Cuerpo de Bomberos Nacaome,CM-001-BNAC-2020,goodsOrServices,Combuxtible para las unidades de Bomberos Nacaome en el mes de Enero 2020,2020-01-30T00:00:00-06:00,5115.49,HNL
ocds-lcuori-KLg7zL-CM-002-BNAC-2020-1,ocds-lcuori-KLg7zL-CM-002-BNAC-2020-1/3,KLg7zL-CM-002-BNAC-2020,KLg7zL-CM-002-BNAC-2020-1,KLg7zL-MLQ77R,Cuerpo de Bomberos Nacaome,CM-002-BNAC-2020,goodsOrServices,Compra de material y elementos de limpieza para uso general de las instalaciones de bomberos Nacaome ,2020-02-28T00:00:00-06:00,4485.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-007-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-007-2020-1/3,MrM6zL-00565866,MrM6zL-CM-CONEANFO-UAF-007-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565866,goodsOrServices,"Adquisición de 23 almuerzos, refresco y postre para presentación de POA año 2020.",2020-02-18T00:00:00-06:00,5445.25,HNL
ocds-lcuori-1RaB9r-CM-01-UNAH-DCUROC-2020-1,ocds-lcuori-1RaB9r-CM-01-UNAH-DCUROC-2020-1/2,1RaB9r-01-2020,1RaB9r-CM-01-UNAH-DCUROC-2020-1,1RaB9r-PGJALo,Dirección CUROC,01-2020,goodsOrServices,Botellones de agua purificada,2020-03-05T00:00:00-06:00,24000.0,HNL
ocds-lcuori-PLewkR-HBCBCH-499-2020-1,ocds-lcuori-PLewkR-HBCBCH-499-2020-1/4,PLewkR-HBCBCH-499-2020,PLewkR-HBCBCH-499-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-499-2020,goodsOrServices,REFRIGERADORA PARA LA OTPSCI DE LA ESTACION LOCAL DE CHOLOMA,2020-01-29T00:00:00-06:00,7499.0,HNL
ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-009-2020-1,ocds-lcuori-4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-009-2020-1/3,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-,4LOV1r-DICTA PROGRAMA DE SEMILLAS-CM-MD-009-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA PROGRAMA DE SEMILLAS-CM-,goodsOrServices,Compra de material de limpieza para ser utilizado en la planta de semillas,2020-03-02T00:00:00-06:00,1096.53,HNL
ocds-lcuori-PLewkR-HBCBCH-500-2020-1,ocds-lcuori-PLewkR-HBCBCH-500-2020-1/5,PLewkR-HBCBCH-500-2020,PLewkR-HBCBCH-500-2020-1,PLewkR-MLQ77R,Estación Regional Choloma #011.,HBCBCH-500-2020,goodsOrServices,MESUALIDAD DE GPS MES DE ENERO 2020 PARA LAS UNIDADES DE LA ESTACION DE CHOLOMA,2020-01-28T00:00:00-06:00,3561.29,HNL
ocds-lcuori-JL7JBr-CM-04-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-04-HBCBHR-2020-1/4,JL7JBr-CM-002-2020,JL7JBr-CM-04-HBCBHR-2020-1,JL7JBr-MLQ77R,Cuerpo de Bomberos Roatán,CM-002-2020,goodsOrServices,Reparación y pintura de la lancha que será utilizada para el combate de incendios en cayos y altamar que combate el Cuerpo de Bomberos de Roatan,2020-02-05T00:00:00-06:00,234999.99,HNL
ocds-lcuori-2Lmz0G-CM-006-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-006-BNP-2020-1/4,2Lmz0G-CA-20-0000012,2Lmz0G-CM-006-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000012,goodsOrServices,PLASTICO DE EMPAQUE,2020-01-24T00:00:00-06:00,34500.0,HNL
ocds-lcuori-NLPjyR-001-2020-1,ocds-lcuori-NLPjyR-001-2020-1/5,NLPjyR-HBCB-TOC-CM-001-2020,NLPjyR-001-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-001-2020,goodsOrServices,"COMPRA DE COMBUSTIBLE QUE SE UTILIZARA DE ENERO A DICIEMBRE DEL 2020, EL CUAL SE GASTARA UN APROXIMADO DE LPS. 94,99.70. PAGADO MEDIANTE CHEQUE MENSUALMENTE SEGUN EL CONSUMO.",2020-02-04T00:00:00-06:00,94999.7,HNL
ocds-lcuori-NLPjyR-003-2020-1,ocds-lcuori-NLPjyR-003-2020-1/4,NLPjyR-HBCB-TOC-CM-003-2020,NLPjyR-003-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-003-2020,goodsOrServices,COMPRA DE INSUMOS MEDICOS PARA SER USADOS EN LA UNIDAD DE EMERGENCIA HRB-1408.,2020-02-04T00:00:00-06:00,10513.0,HNL
ocds-lcuori-gLkw4L-CM-670-CBD-2020-1,ocds-lcuori-gLkw4L-CM-670-CBD-2020-1/3,gLkw4L-CM-670-CBD-2020,gLkw4L-CM-670-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-670-CBD-2020,goodsOrServices, PARA EL PERSONAL LIBRE DE SERVICIO Y VOLUNTARIO EN CONTROL DE INCENDIO ESTRUCTURAL EN LA COLONIA CONCEPCION DE DANLI ,2020-02-04T00:00:00-06:00,2640.4,HNL
ocds-lcuori-PR8Q5r-28-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-28-CM-IHT-2020-1/4,PR8Q5r-OC 32-2020,PR8Q5r-28-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,OC 32-2020,goodsOrServices,"Servicio de catering que conste de 20 almuerzos que contengan: 1 (una) carne, 2 (dos) complementos, 20 refrescos naturales y 20 postres, para ser servido a las 12:00 mediodía el dia 27 de enero de 2020 en las instalaciones del IHT, todo lo requerido con servicio de mesero.",2020-02-08T00:00:00-06:00,4496.5,HNL
ocds-lcuori-NLPjyR-007-2020-1,ocds-lcuori-NLPjyR-007-2020-1/4,NLPjyR-HBCB-TOC-CM-007-2020,NLPjyR-007-2020-1,NLPjyR-MLQ77R,"Comandancia Local Tocoa, Colón.",HBCB-TOC-CM-007-2020,goodsOrServices,COMPRA DE ARCHIVO EN ESCUADRA PARA SER UTILIZADOS EN EL DEPARTAMENTO DE ADMINISTRACION.,2020-02-04T00:00:00-06:00,6900.0,HNL
ocds-lcuori-wrVggL-CM-006-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-006-CHOLU-2020-1/4,wrVggL-CM-006-CHOLU-2020,wrVggL-CM-006-CHOLU-2020-1,wrVggL-MLQ77R,Cuerpo de Bomberos Choluteca,CM-006-CHOLU-2020,goodsOrServices,COMPRA DE 1 BOOSTER DE FRENO,2020-02-04T00:00:00-06:00,1970.0,HNL
ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2/4,jRDkQG-011-2020,jRDkQG-CM-001-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,011-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,30400.0,HNL
ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-001-2020-HNMCR-2/4,jRDkQG-012-2020,jRDkQG-CM-001-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,012-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,21620.0,HNL
ocds-lcuori-jRDkQG-CM-002-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-002-2020-HNMCR-2/4,jRDkQG-002-2020,jRDkQG-CM-002-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,002-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-03T00:00:00-06:00,240180.72,HNL
ocds-lcuori-jRDkQG-CM-003-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-003-2020-HNMCR-2/4,jRDkQG-092-2020,jRDkQG-CM-003-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,092-2020,goodsOrServices,MATERIAL MEDICO QUIRURGICO MENOR,2020-02-05T00:00:00-06:00,226780.0,HNL
ocds-lcuori-jRDkQG-CM-004-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-004-2020-HNMCR-2/4,jRDkQG-093-2020,jRDkQG-CM-004-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,093-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,80500.0,HNL
ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2/4,jRDkQG-013-2020,jRDkQG-CM-007-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,013-2020,goodsOrServices,"MATERIAL MEDICO QUIRURGICO MENOR
",2020-02-05T00:00:00-06:00,16202.4,HNL
ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-007-2020-HNMCR-2/4,jRDkQG-014-2020,jRDkQG-CM-007-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,014-2020,goodsOrServices,"MATERIAL MEDICO QUIRURGICO MENOR
",2020-02-05T00:00:00-06:00,84800.0,HNL
ocds-lcuori-jRDkQG-CM-010-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-010-2020-HNMCR-2/4,jRDkQG-003-2020,jRDkQG-CM-010-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,003-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-03T00:00:00-06:00,22540.0,HNL
ocds-lcuori-jRDkQG-CM-013-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-013-2020-HNMCR-2/4,jRDkQG-005-2020,jRDkQG-CM-013-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,005-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-03T00:00:00-06:00,156000.0,HNL
