ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/localProcurementCategory,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount
ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-184-2015-2,ocds-lcuori-2LmqDL-LPuNBS-06-AMDC-184-2015-2/3,2LmqDL-0366/GLCSI/AMDC/2016,2016-04-22T00:00:00-06:00,"Adquisición de cinco mil (5,000) pupitres para diferentes escuelas del Distrito Central",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,goodsOrServices,2LmqDL-LPuNBS-06-AMDC-184-2015-2,0366/GLCSI/AMDC/2016,HNL,2472500.0
ocds-lcuori-2LAdQr-LP-FV-RVNP-16-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-16-2015-2/3,2LAdQr-FV-167-2015,2015-11-16T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-16-2015-2,FV-167-2015,HNL,1941784.41
ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2/4,1RaMPR-MCA-THP-01-2016,2016-01-15T00:00:00-06:00,Jefe de la Unidad de Evaluación y Análisis Estadístico de Adquisiciones y Contrataciones de la ONCAE,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-08-2015-2,MCA-THP-01-2016,HNL,600000.0
ocds-lcuori-kG1ger-conc 02-2015-2,ocds-lcuori-kG1ger-conc 02-2015-2/3,kG1ger-15-2015,2015-12-10T00:00:00-06:00,"Servicios de Auditoria Externa para los años 2012, 2013 y 2014",kG1ger-1Ra6lr,Unidad Central,goodsOrServices,kG1ger-conc 02-2015-2,15-2015,HNL,2650000.0
ocds-lcuori-2LAdQr-LP-FV-ODM-03-2015-2,ocds-lcuori-2LAdQr-LP-FV-ODM-03-2015-2/3,2LAdQr-FV- 222 -2015,2015-12-17T00:00:00-06:00,CONSTRUCCIÓN DE CAJA PUENTE,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-ODM-03-2015-2,FV- 222 -2015,HNL,1503964.08
ocds-lcuori-2LAdQr-COT-FV-ODM-07-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-07-2015-2/3,2LAdQr-F V - 223-2015,2015-12-17T00:00:00-06:00,CONSTRUCCIÓN DE CAJA PUENTE,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-COT-FV-ODM-07-2015-2,F V - 223-2015,HNL,940875.94
ocds-lcuori-2LAdQr-COT-FV-ODM-06-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-06-2015-2/3,2LAdQr-FV-174-2015,2015-11-24T00:00:00-06:00,SUPERVISIÓN DE LA CONSTRUCCIÓN DE CAJA PUENTE,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-ODM-06-2015-2,FV-174-2015,HNL,347309.97
ocds-lcuori-2LAdQr-COT-FV-ODM-11-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-11-2015-2/3,2LAdQr-FV-186-2015,2015-11-27T00:00:00-06:00,SUPERVISIÓN DEL PROYECTO DE CAJA PUENTE,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-ODM-11-2015-2,FV-186-2015,HNL,231243.67
ocds-lcuori-kR2xaL-LPN-ONCAE-CM-IRC-002-2015-2,ocds-lcuori-kR2xaL-LPN-ONCAE-CM-IRC-002-2015-2/4,kR2xaL-NO. ONCAE-IRC-007-2015,2015-09-11T00:00:00-06:00,"CONVENIO MARCO  PARA EL SUMINISTRO DE IMPRESORAS, EQUIPO DE REPRODUCIÓN Y CONSUMIBLES DE IMPRESIÓN",kR2xaL-gLn5gr,Oficina Normativa de Contratacion y Adquisiciones del Estado,goodsOrServices,kR2xaL-LPN-ONCAE-CM-IRC-002-2015-2,NO. ONCAE-IRC-007-2015,HNL,0.02
ocds-lcuori-PR8ooG-CM-109-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-109-CONAPID-2015-1/3,PR8ooG-174-CONAPID-2015,2016-06-02T00:00:00-06:00,REPARACION DE FOTOCOPIADORA ,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-109-CONAPID-2015-1,174-CONAPID-2015,HNL,4511.58
ocds-lcuori-mGEMGM-DCS-0173-2015-1,ocds-lcuori-mGEMGM-DCS-0173-2015-1/3,mGEMGM-CONTRATO No 007-2016,2016-07-12T00:00:00-06:00,MANTENIMIENTO DE UPS.,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-0173-2015-1,CONTRATO No 007-2016,HNL,57427.59
ocds-lcuori-yRl6pL-LPNS 002 SSIS PRAF BM 4774 2015-2,ocds-lcuori-yRl6pL-LPNS 002 SSIS PRAF BM 4774 2015-2/3,yRl6pL-001/BM/4774-2016,2016-02-04T00:00:00-06:00,"Adquisición de Central Telefónica y su Instalación, para la implementación de Call Center",yRl6pL-kR05rP,Unidad Coordinadora de Proyectos ,goodsOrServices,yRl6pL-LPNS 002 SSIS PRAF BM 4774 2015-2,001/BM/4774-2016,HNL,397477.61
ocds-lcuori-7rBxpG-CDIRECTA No.13-2015-2,ocds-lcuori-7rBxpG-CDIRECTA No.13-2015-2/3,7rBxpG-001-2016,2016-01-08T00:00:00-06:00,"Servicios de soporte técnico de primera línea, servicios de revisión y afinamiento de las políticas de restauración y respaldo y actualización de productos sobre licencias del manejador de base de datos Oracle 10g/11g, para las ediciones corporativas Enterprise y Estándar y Componentes de Seguridad.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-CDIRECTA No.13-2015-2,001-2016,HNL,8660851.0
ocds-lcuori-0rwYG8-SOLPED-20001548-1,ocds-lcuori-0rwYG8-SOLPED-20001548-1/3,0rwYG8-PEDIDO-4200001390,2016-12-29T00:00:00-06:00,"OLICITADO:        JESUS ERNEST SANCHES
                   JEFE PUBLICIDAD Y PUBLICIDAD
MEMO:              GNEG-315-2015
JUSTIFICACION:     SOLICITAMOS ASIGNACION DE FONDOS PARA LA COMPRA DE 2 LONAS CENTROS DE ATENCION DE JARDINES DEL VALLE EN SAN PEDRO SULA.
CONTACTO           7214-3345/CLAUDIA RIVERA
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001548-1,PEDIDO-4200001390,HNL,2828.49
ocds-lcuori-0rwYG8-SOLPED-20001549-1,ocds-lcuori-0rwYG8-SOLPED-20001549-1/3,0rwYG8-PEDIDO-4200001382,2016-12-29T00:00:00-06:00,"IMPRESION OFFSETDE:  TRIFOLIO A TODO COLOR TAMAÑO CARTA EN PAPEL SATINADO TIRO/RETIRO (5000)

CONTACTO:               7214-3345/CLAUDIA RIVERA
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001549-1,PEDIDO-4200001382,HNL,10637.5
ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1/3,PR8ooG-175-CONAPID-2015,2016-06-02T00:00:00-06:00,REPARACION DE IMPRESORA ,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-110-CONAPID-2015-1,175-CONAPID-2015,HNL,2932.5
ocds-lcuori-kR0qDr-LPN-04-2015-2,ocds-lcuori-kR0qDr-LPN-04-2015-2/3,kR0qDr-09-2016,2016-01-04T00:00:00-06:00,"SERVICIOS DE LIMPIEZA PARA LAS OFICINAS DEL INPREMA EN TEGUCIGALPA, LA CEIBA Y SANTA ROSA DE COPÁN.",kR0qDr-yRlDRg,Unidad Central,goodsOrServices,kR0qDr-LPN-04-2015-2,09-2016,HNL,2911800.0
ocds-lcuori-MLQmwL-CP-008-2015-2,ocds-lcuori-MLQmwL-CP-008-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-015-2015,2017-02-11T00:00:00-06:00,24900,MLQmwL-gLn5gr,Gerencia Administrativa,consultingServices,MLQmwL-CP-008-2015-2,SCGG-UAP-14590-CI-015-2015,HNL,1537400.55
ocds-lcuori-0rwYG8-SOLPED-20001559-1,ocds-lcuori-0rwYG8-SOLPED-20001559-1/3,0rwYG8-PEDIDO-4200001392,2016-12-29T00:00:00-06:00,"SOLICITANTE:DEPARTAMENTO DE PROVEEDURIA

SE REQUIERE LA REPARACION DE MAQUINA FOTOCOPIADORA SHARP, MODELO MX M350 CON INVENTARIO 10425864 EQUIPO INDISPENSABLE PARA EL BUEN FUNCIONAMIENTO DEL DEPARTAMENTO.

INFORMACION: WALTER CASTELLANOS 2228-2003",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001559-1,PEDIDO-4200001392,HNL,10925.0
ocds-lcuori-0rwYG8-SOLPED-20001561-1,ocds-lcuori-0rwYG8-SOLPED-20001561-1/3,0rwYG8-PEDIDO-4200001383,2016-12-29T00:00:00-06:00,"SOLICITANTE:            JESUS ERNESTO SANCHEZ
                        JEFE PUBLICIDAD Y PROPAGANDA
JUSTIFICACION:          ASIGNACION DE FONDOS PARA LA ELABORACION DE (40,000) HOJAS VOLANTES DONDE SE PROMOCIONARA;
PLAN AHORRA MAS 30,000
NUEVAS TARIFAS INTERNET 10,000
MEMO:                   GNEG-314-2015
CONTACTO:               7214-3345/CLAUDIA RIVERA
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001561-1,PEDIDO-4200001383,HNL,12880.0
ocds-lcuori-0rwYG8-SOLPED-20001564-1,ocds-lcuori-0rwYG8-SOLPED-20001564-1/3,0rwYG8-PEDIDO-4200001386,2016-12-29T00:00:00-06:00,"SOLICITANTE:        LUIS CORRALES
                    GERENCIA DE NEGOCIOS
JUSTIFICACION:      COMPRA DE 150 CAMISAS ESTILO POLO PARA LOS EJECUTIVOS DE VENTAS, DE CLIENTES EMPRESARIALES Y GOBIERNO, CLIENTES RESIDENCIALES, CON EL OBJETIVO DE POSICIONAR LA IMAGEN CORPORATIVA DE HONDUTEL.
MEMO:               GNEG-318-2015
CONTACTO:           FABIO ENAMORADO TEL.    7217-1070
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001564-1,PEDIDO-4200001386,HNL,34155.0
ocds-lcuori-NLP4qL-LPN-10-2015-2,ocds-lcuori-NLP4qL-LPN-10-2015-2/3,NLP4qL-CB-002-2015,2015-06-30T00:00:00-06:00,Adquisición de Mobiliario de de oficina para el Proyecto Piloto Regional Siguatepeque-SANAA y ERSAPS incluyendo USCL municipales,NLP4qL-NLPKrv,Unidad Administradora de Proyectos,goodsOrServices,NLP4qL-LPN-10-2015-2,CB-002-2015,HNL,769801.03
ocds-lcuori-0rwYG8-SOLPED-20001554-2-1,ocds-lcuori-0rwYG8-SOLPED-20001554-2-1/3,0rwYG8-PEDIDO-4200001389,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-679-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar la reparacion de un vehiculo FORD 750 tipo Grua y mano de obra, cuyo registro es: 491.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001554-2-1,PEDIDO-4200001389,HNL,23813.91
ocds-lcuori-0rwYG8-SOLPED-20001553-2-1,ocds-lcuori-0rwYG8-SOLPED-20001553-2-1/3,0rwYG8-PEDIDO-4500002814,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-680-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar la reparacion de un vehiculo FORD 750 tipo Grua y mano de obra, cuyo registro es: 486.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001553-2-1,PEDIDO-4500002814,HNL,23813.91
ocds-lcuori-grxy3L-017-2015-2,ocds-lcuori-grxy3L-017-2015-2/3,grxy3L-LP-010-2016,2016-03-15T00:00:00-06:00,35610 GASOLINA,grxy3L-mrYzL9,Región Departamental de Salud de Colón No.2,goodsOrServices,grxy3L-017-2015-2,LP-010-2016,HNL,312756.64
ocds-lcuori-1RaMPR-SP-SBCC-UMBRAL-01-2015-2,ocds-lcuori-1RaMPR-SP-SBCC-UMBRAL-01-2015-2/4,1RaMPR-MCA-H-THP-08-2015,2015-07-20T00:00:00-06:00,Auditoria de Pagos Atrasados ,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-SP-SBCC-UMBRAL-01-2015-2,MCA-H-THP-08-2015,USD,188773.0
ocds-lcuori-KLg9wR-LPN-008-2015-DA-2,ocds-lcuori-KLg9wR-LPN-008-2015-DA-2/3,KLg9wR-DSL-006-2016,2016-01-04T00:00:00-06:00,Servicios de Seguridad y Vigilancia  ,KLg9wR-8L4pPL,Unidad Central,goodsOrServices,KLg9wR-LPN-008-2015-DA-2,DSL-006-2016,HNL,15258384.0
ocds-lcuori-KLg9wR-LPN-009-2015-DA-2,ocds-lcuori-KLg9wR-LPN-009-2015-DA-2/3,KLg9wR-DSL-014-2016,2016-01-04T00:00:00-06:00,"Servicios de Seguro contra Incendios y líneas Aliadas, Seguro Colectivo de Vida, Seguros de vehículos, Seguro de Maquinaria y mobiliario y Seguros fianzas de fidelidad ",KLg9wR-8L4pPL,Unidad Central,goodsOrServices,KLg9wR-LPN-009-2015-DA-2,DSL-014-2016,HNL,581611.44
ocds-lcuori-mGEMGM-DCS-159-2015-1,ocds-lcuori-mGEMGM-DCS-159-2015-1/3,mGEMGM-CONTRATO No005-2016,2016-06-10T00:00:00-06:00,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE FOTOCOPIADORAS CANNON DE LAS DEPENDENCIAS DE LA SECRETARÍA DE FINANZAS,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-159-2015-1,CONTRATO No005-2016,HNL,116610.0
ocds-lcuori-mGEMGM-DCS-157-2015-1,ocds-lcuori-mGEMGM-DCS-157-2015-1/3,mGEMGM-CONTRATO No 003-2016,2016-06-10T00:00:00-06:00,ARRENDAMIENTO DE REPETIDORA Y ALQUILER DE SITIO DE REPETICIÓN DE LA SECRETARÍA DE FINANZAS,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-157-2015-1,CONTRATO No 003-2016,HNL,103500.0
ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1/4,PR8ooG-176-CONAPID-2015,2016-06-02T00:00:00-06:00,COMPRA DE MATERIAL SELECTO 18 METROS Y ARENA LAVADA 18 METROS,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-111-CONAPID-2015-1,176-CONAPID-2015,HNL,13200.0
ocds-lcuori-mGEMGM-DCS-158-2015-1,ocds-lcuori-mGEMGM-DCS-158-2015-1/3,mGEMGM-CONTRATO No 004-2016,2016-06-10T00:00:00-06:00,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA Y EQUIPO DE SEGURIDAD DE LA SECRETARÍA DE FINANZAS,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-158-2015-1,CONTRATO No 004-2016,HNL,55062.0
ocds-lcuori-2LAdQr-LP-FV-RVNP-22-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-22-2015-2/3,2LAdQr-FV-183-2015,2015-11-27T00:00:00-06:00,"CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO
PERIÓDICO Y RUTINARIO EN EL TRAMO DE LA RED VIAL NO
PAVIMENTADA",2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-22-2015-2,FV-183-2015,HNL,1965790.56
ocds-lcuori-2LAdQr-LP-FV-RVNP-23-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-23-2015-2/3,2LAdQr-FV - 202-2015,2015-12-07T00:00:00-06:00,MANTENIMIENTO PERIODICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-23-2015-2,FV - 202-2015,HNL,1900419.5
ocds-lcuori-2LAdQr-COT-FV-RVNP-20-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-20-2015-2/3,2LAdQr-FV - 204 - 2015,2015-12-08T00:00:00-06:00,SUPERVISIÓN DE LAS OBRAS DE MANTENIMIENTO PERIÓDICO Y RUTINARIO EN LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-20-2015-2,FV - 204 - 2015,HNL,230813.22
ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2015-2/3,orvDGM-DLC-SANAA-1-2016,2016-01-26T00:00:00-06:00,"Suministro de 20,000 toneladas en sacos de 25 kilogramos de sulfato de aluminio grado ""A"" para ser utilizado en la potabilizacion de agua para consumo humano",orvDGM-jRDVLk,SANAA - Unidad Central,goodsOrServices,orvDGM-LPN-SANAA-DM-08-2015-2,DLC-SANAA-1-2016,HNL,25904900.0
ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2/4,JL7qER-LPN-MP-001-2015,2015-08-05T00:00:00-06:00,Dotar a las diferentes oficinas a nivel nacional de equipo de computo,JL7qER-gLkyRb,Unidad Central,goodsOrServices,JL7qER-Lic. Pub. MP-001-2015-2,LPN-MP-001-2015,HNL,5008900.0
ocds-lcuori-orvDGM-LPN-SANAA-DM-06-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-06-2015-2/3,orvDGM-DLC-SANAA-4-2016,2016-03-18T00:00:00-06:00,"“Suministro de 15,000 Sacos de 20 Kilogramos de Carbón Vegetal Activado en Polvo para ser utilizado en la Potabilización de Agua para Consumo Humano""",orvDGM-jRDVLk,SANAA - Unidad Central,goodsOrServices,orvDGM-LPN-SANAA-DM-06-2015-2,DLC-SANAA-4-2016,HNL,957735.0
ocds-lcuori-7GX4eG-115/2015-1,ocds-lcuori-7GX4eG-115/2015-1/3,7GX4eG-115/2015,2015-12-29T00:00:00-06:00,REUNIONES Y EVENTOS,7GX4eG-4LOWLg,Unidad Central,goodsOrServices,7GX4eG-115/2015-1,115/2015,HNL,141938.18
ocds-lcuori-0rwYG8-SOLPED-20001531-1,ocds-lcuori-0rwYG8-SOLPED-20001531-1/3,0rwYG8-PEDIDO-4200001359,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-632-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de seis (6) vehiculos cuyos registros son: 659, 310, 756, 736, 749 y 757.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001531-1,PEDIDO-4200001359,HNL,8970.0
ocds-lcuori-0rwYG8-SOLPED-20001530-1,ocds-lcuori-0rwYG8-SOLPED-20001530-1/3,0rwYG8-PEDIDO-4200001358,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-631-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de filtro de combustible y filtro de aire al registro 779 y 701.",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001530-1,PEDIDO-4200001358,HNL,1478.9
ocds-lcuori-0rwYG8-SOLPED-20001532-1,ocds-lcuori-0rwYG8-SOLPED-20001532-1/3,0rwYG8-PEDIDO-4200001360,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-636-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de diez (10) vehiculos cuyos registros son: 644, 428, 723, 537, 710, 554, 534, 781, 645 y 703.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001532-1,PEDIDO-4200001360,HNL,14950.0
ocds-lcuori-mGEMGM-DCS-156-2015-1,ocds-lcuori-mGEMGM-DCS-156-2015-1/3,mGEMGM-CONTRATO No 008-2016,2016-07-13T00:00:00-06:00,$50 DOLARES MENSUALES POR CADA LINEA (HASTA 30 LINEAS).,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-156-2015-1,CONTRATO No 008-2016,HNL,50.0
ocds-lcuori-mGEMGM-DCS-155-2015-1,ocds-lcuori-mGEMGM-DCS-155-2015-1/3,mGEMGM-CONTRATO No 001-2016,2016-07-12T00:00:00-06:00,MANTENIMIENTO ASCENSORES ANDINO,mGEMGM-NLPKrv,Unidad Central,goodsOrServices,mGEMGM-DCS-155-2015-1,CONTRATO No 001-2016,HNL,118486.8
ocds-lcuori-0rwYG8-SOLPED-20001533-1,ocds-lcuori-0rwYG8-SOLPED-20001533-1/3,0rwYG8-PEDIDO-4200001361,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-637-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite y filtro Y filtro de aire del registro 670.
Cambio de aceite y filtro y filtro de combustible del registro 785.

INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001533-1,PEDIDO-4200001361,HNL,3139.5
ocds-lcuori-2LAdQr-LP-FV-RVNP-24-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-24-2015-2/3,2LAdQr-FV-179-2015,2015-11-25T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO EN LOS TRAMOS DE LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-24-2015-2,FV-179-2015,HNL,1951070.63
ocds-lcuori-2LAdQr-COT-FV-RVNP-22-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-22-2015-2/3,2LAdQr-FV-177-2015,2015-11-25T00:00:00-06:00,"CONSULTORIA PARA LA SUPERVISION DEL PROYECTO:
CONSTRUCCIÓN DE CAJA PUENTE",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-22-2015-2,FV-177-2015,HNL,227793.67
ocds-lcuori-2LAdQr-LP-FV-RVNP-25-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-25-2015-2/3,2LAdQr-FV-178-2015,2015-11-25T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO EN LOS TRAMOS DE LA RED VIAL NO PAVIMENTADA ,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-25-2015-2,FV-178-2015,HNL,1956223.21
ocds-lcuori-2LAdQr-LP-FV-RVP-041-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-041-2015-2/3,2LAdQr-FV - 201 - 2015,2015-12-07T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-041-2015-2,FV - 201 - 2015,HNL,1971109.65
ocds-lcuori-2LAdQr-LP-FV-RVP-042-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-042-2015-2/3,2LAdQr-FV - 205-2015,2015-12-08T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-042-2015-2,FV - 205-2015,HNL,1972921.48
ocds-lcuori-NLPmjG-GSCRE-007-2015-1,ocds-lcuori-NLPmjG-GSCRE-007-2015-1/3,NLPmjG-OC-011,2015-07-14T00:00:00-06:00,"BANNER para ser utilizados en la actividad Gubernamental HONDURAS ACTIVATE coordinada por el GSCRE en Campamento, Olancho .",NLPmjG-gRNZxR,Unidad de Compras,goodsOrServices,NLPmjG-GSCRE-007-2015-1,OC-011,HNL,1909.0
ocds-lcuori-NLPmjG-GSCRE-008-2015-1,ocds-lcuori-NLPmjG-GSCRE-008-2015-1/3,NLPmjG-OC-010,2015-07-14T00:00:00-06:00,500 manzanas verdes y 500 bananos para entregarse a los participantes en la actividad Gubernamental HONDURAS ACTIVATE coordinada por el GSCRE en cam pamento Olancho,NLPmjG-gRNZxR,Unidad de Compras,goodsOrServices,NLPmjG-GSCRE-008-2015-1,OC-010,HNL,7414.58
ocds-lcuori-NLPmjG-GSCRE-002-2015-1,ocds-lcuori-NLPmjG-GSCRE-002-2015-1/3,NLPmjG-OC-006,2015-05-27T00:00:00-06:00,"Alimentos a suministrarse a los participantes en la tercera reunión Sectorial del Gabinete de Conducción y Regulación Económica, a celebrarse el día 08 de mayo del presente año en el Banco Central de Honduras. Tegucigalpa.",NLPmjG-gRNZxR,Unidad de Compras,goodsOrServices,NLPmjG-GSCRE-002-2015-1,OC-006,HNL,2788.75
ocds-lcuori-2LAdQr-COT-FV-RVNP-21-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-21-2015-2/3,2LAdQr-FV-173-2015,2015-11-20T00:00:00-06:00,"SUPERVISIÓN DE OBRAS PARA EL
MANTENIMIENTO PERIODICO Y RUTINARIO EN LOS TRAMOS DE LA
RED VIAL NO PAVIMENTADA",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-21-2015-2,FV-173-2015,HNL,230920.0
ocds-lcuori-1Ra6lr-015-2015-1,ocds-lcuori-1Ra6lr-015-2015-1/3,1Ra6lr-021-2015,2016-06-16T00:00:00-06:00,SERVICIO DE ALIMENTACION Y HOSPEDAJE,1Ra6lr-4LOZ9r,Centro Nacional de Educación para el  Trabajo,goodsOrServices,1Ra6lr-015-2015-1,021-2015,HNL,102621.0
ocds-lcuori-vGZVoG-LPI-031-2015-2,ocds-lcuori-vGZVoG-LPI-031-2015-2/3,vGZVoG-SS-PICSC-CB-073-2016,2016-03-18T00:00:00-06:00,Adquisición de Equipos e Insumos para Inspecciones Oculares y Dactiloscopia para ser utilizado en Laboratorios Móviles de la DPI,vGZVoG-MrMgGe,Programa BID-Préstamo 2745/BL/HO,goodsOrServices,vGZVoG-LPI-031-2015-2,SS-PICSC-CB-073-2016,USD,177824.5
ocds-lcuori-vGZVoG-LPI-031-2015-2,ocds-lcuori-vGZVoG-LPI-031-2015-2/3,vGZVoG-SS-PICSC-CB-074-2016,2016-04-04T00:00:00-06:00,Adquisición de Equipos e Insumos para Inspecciones Oculares y Dactiloscopia para ser utilizado en Laboratorios Móviles de la DPI,vGZVoG-MrMgGe,Programa BID-Préstamo 2745/BL/HO,goodsOrServices,vGZVoG-LPI-031-2015-2,SS-PICSC-CB-074-2016,USD,213325.0
