ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/url,contracts/0/documents/0/documentType,contracts/0/documents/0/format,contracts/0/documents/0/description,contracts/0/documents/0/title,contracts/0/documents/0/datePublished
ocds-lcuori-kG1ger-Pub 01-2015-2,ocds-lcuori-kG1ger-Pub 01-2015-2/3,kG1ger-09-2015,2489-kG1ger-09-2015-12,http://h1.honducompras.gob.hn/Docs/Con17009-20151200-ContratouOrdendeCompra.docx,contractSigned,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-16T13:20:35.480000-06:00
ocds-lcuori-1Ra0dG-PC-CON-005-2015-1,ocds-lcuori-1Ra0dG-PC-CON-005-2015-1/3,1Ra0dG-489820,669-1Ra0dG-489820-12,http://h1.honducompras.gob.hn/Docs/Con8034898201200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-01T16:47:26.980000-06:00
ocds-lcuori-1Ra0dG-PC-CON-005-2015-1,ocds-lcuori-1Ra0dG-PC-CON-005-2015-1/3,1Ra0dG-489820,14008-1Ra0dG-489820-12,http://h1.honducompras.gob.hn/Docs/Con8034898201201-ContratouOrdendeCompra.jpg,contractSigned,image/jpeg,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-02-08T16:02:42.627000-06:00
ocds-lcuori-1Ra0dG-PC-CON-005-2015-1,ocds-lcuori-1Ra0dG-PC-CON-005-2015-1/3,1Ra0dG-489820,14799-1Ra0dG-489820-12,http://h1.honducompras.gob.hn/Docs/Con8034898201202-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-03-06T14:40:05.190000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,2216-Zr5mWr-CC-03-2016-SEAPI-UNAH-12,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-09T13:42:41.197000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,2217-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1501-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-09T13:42:55.897000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,2218-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1502-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-09T13:43:06.397000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,14142-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1503-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-02-15T16:07:46.790000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,15466-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1504-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-03-29T16:39:26.770000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,16961-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1505-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-05-16T09:02:15.610000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,18220-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1506-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-06-19T14:28:30.460000-06:00
ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2,ocds-lcuori-Zr5mWr-LPN No 05-2015-SEAPI-UNAH-2/3,Zr5mWr-CC-03-2016-SEAPI-UNAH,18326-Zr5mWr-CC-03-2016-SEAPI-UNAH-15,http://h1.honducompras.gob.hn/Docs/Con872CC-03-2016-SEAPI-UNAH1507-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-06-22T14:48:56.360000-06:00
ocds-lcuori-7rBxpG-LPública No.22-2015-2,ocds-lcuori-7rBxpG-LPública No.22-2015-2/3,7rBxpG-015-2016,974-7rBxpG-015-2016-12,http://h1.honducompras.gob.hn/Docs/Con123015-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-04T16:13:12.310000-06:00
ocds-lcuori-7rBxpG-LPública No.22-2015-2,ocds-lcuori-7rBxpG-LPública No.22-2015-2/3,7rBxpG-015-2016,975-7rBxpG-015-2016-12,http://h1.honducompras.gob.hn/Docs/Con123015-20161201-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-04T16:33:07.163000-06:00
ocds-lcuori-NLP4qL-LPN-006-2015-2,ocds-lcuori-NLP4qL-LPN-006-2015-2/3,NLP4qL-CB-005-2015,2901-NLP4qL-CB-005-2015-12,http://h1.honducompras.gob.hn/Docs/Con222CB-005-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-01T10:42:27.377000-06:00
ocds-lcuori-7rBxpG-CDIRECTA No.15-2015-2,ocds-lcuori-7rBxpG-CDIRECTA No.15-2015-2/3,7rBxpG-013-2016,1008-7rBxpG-013-2016-12,http://h1.honducompras.gob.hn/Docs/Con123013-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-06T10:05:22.683000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-17-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-17-2015-2/3,2LAdQr-FV-169-2015,629-2LAdQr-FV-169-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-169-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T15:31:39.600000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-18-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-18-2015-2/3,2LAdQr-FV-170-2015,630-2LAdQr-FV-170-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-170-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T15:34:56.980000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVNP-17-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-17-2015-2/3,2LAdQr-FV-168-2015,628-2LAdQr-FV-168-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-168-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T13:34:40.697000-06:00
ocds-lcuori-vGZVoG-SS-PICSC-022-2015-2,ocds-lcuori-vGZVoG-SS-PICSC-022-2015-2/3,vGZVoG-SS-UCP-109-2016,6281-vGZVoG-SS-UCP-109-2016-12,http://h1.honducompras.gob.hn/Docs/Con717SS-UCP-109-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-09-07T11:22:18.107000-06:00
ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1/4,PR8ooG-173-CONAPID-2015,1993-PR8ooG-173-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180173-CONAPID-20151500-AnexosalContrato.jpg,contractAnnexe,image/jpeg,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:11:19.597000-06:00
ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-107-CONAPID-2015-1/4,PR8ooG-173-CONAPID-2015,1995-PR8ooG-173-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180173-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:14:15.320000-06:00
ocds-lcuori-ZGqW9r-LPP-007-IPM-2015-2,ocds-lcuori-ZGqW9r-LPP-007-IPM-2015-2/3,ZGqW9r-LPP-007-IPM-2015,3040-ZGqW9r-LPP-007-IPM-2015-12,http://h1.honducompras.gob.hn/Docs/Con662LPP-007-IPM-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-06T11:28:42.153000-06:00
ocds-lcuori-vGZWNR-LPN-022-2015-2,ocds-lcuori-vGZWNR-LPN-022-2015-2/3,vGZWNR-160-2016,7817-vGZWNR-160-2016-12,http://h1.honducompras.gob.hn/Docs/Con117160-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-10-18T10:25:36.343000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-16-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-16-2015-2/3,2LAdQr-FV-167-2015,627-2LAdQr-FV-167-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-167-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T11:36:30.130000-06:00
ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2/4,1RaMPR-MCA-THP-01-2016,32068-1RaMPR-MCA-THP-01-2016-12,http://h1.honducompras.gob.hn/Docs/Con703MCA-THP-01-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2018-05-21T17:06:10.967000-06:00
ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-08-2015-2/4,1RaMPR-MCA-THP-01-2016,32069-1RaMPR-MCA-THP-01-2016-15,http://h1.honducompras.gob.hn/Docs/Con703MCA-THP-01-20161501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2018-05-21T17:06:22.167000-06:00
ocds-lcuori-kG1ger-conc 02-2015-2,ocds-lcuori-kG1ger-conc 02-2015-2/3,kG1ger-15-2015,4001-kG1ger-15-2015-12,http://h1.honducompras.gob.hn/Docs/Con17015-20151200-ContratouOrdendeCompra.docx,contractSigned,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-25T13:20:36.997000-06:00
ocds-lcuori-2LAdQr-COT-FV-ODM-06-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-06-2015-2/3,2LAdQr-FV-174-2015,636-2LAdQr-FV-174-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-174-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-02-26T15:54:46.893000-06:00
ocds-lcuori-2LAdQr-COT-FV-ODM-11-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-11-2015-2/3,2LAdQr-FV-186-2015,993-2LAdQr-FV-186-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-186-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-05T23:03:22.653000-06:00
ocds-lcuori-mGEMGM-DCS-0173-2015-1,ocds-lcuori-mGEMGM-DCS-0173-2015-1/3,mGEMGM-CONTRATO No 007-2016,3293-mGEMGM-CONTRATO No 007-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20007-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-12T16:06:38.943000-06:00
ocds-lcuori-7rBxpG-CDIRECTA No.13-2015-2,ocds-lcuori-7rBxpG-CDIRECTA No.13-2015-2/3,7rBxpG-001-2016,1001-7rBxpG-001-2016-12,http://h1.honducompras.gob.hn/Docs/Con123001-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-06T09:42:09.200000-06:00
ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1/3,PR8ooG-175-CONAPID-2015,2003-PR8ooG-175-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180175-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-02T14:32:37.387000-06:00
ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1/3,PR8ooG-175-CONAPID-2015,2005-PR8ooG-175-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180175-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:35:11.443000-06:00
ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1/3,PR8ooG-175-CONAPID-2015,2006-PR8ooG-175-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180175-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:36:12.437000-06:00
ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-110-CONAPID-2015-1/3,PR8ooG-175-CONAPID-2015,2007-PR8ooG-175-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180175-CONAPID-20151503-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:36:35.520000-06:00
ocds-lcuori-kR0qDr-LPN-04-2015-2,ocds-lcuori-kR0qDr-LPN-04-2015-2/3,kR0qDr-09-2016,1578-kR0qDr-09-2016-12,http://h1.honducompras.gob.hn/Docs/Con15609-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-05-06T11:41:14.680000-06:00
ocds-lcuori-MLQmwL-CP-008-2015-2,ocds-lcuori-MLQmwL-CP-008-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-015-2015,14088-MLQmwL-SCGG-UAP-14590-CI-015-2015-12,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-015-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-02-13T12:12:31.370000-06:00
ocds-lcuori-MLQmwL-CP-008-2015-2,ocds-lcuori-MLQmwL-CP-008-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-015-2015,14089-MLQmwL-SCGG-UAP-14590-CI-015-2015-15,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-015-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-02-13T12:12:53.547000-06:00
ocds-lcuori-MLQmwL-CP-008-2015-2,ocds-lcuori-MLQmwL-CP-008-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-015-2015,14090-MLQmwL-SCGG-UAP-14590-CI-015-2015-15,http://h1.honducompras.gob.hn/Docs/Con749SCGG-UAP-14590-CI-015-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2017-02-13T12:15:04.610000-06:00
ocds-lcuori-NLP4qL-LPN-10-2015-2,ocds-lcuori-NLP4qL-LPN-10-2015-2/3,NLP4qL-CB-002-2015,2907-NLP4qL-CB-002-2015-12,http://h1.honducompras.gob.hn/Docs/Con222CB-002-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-01T11:06:04.433000-06:00
ocds-lcuori-grxy3L-017-2015-2,ocds-lcuori-grxy3L-017-2015-2/3,grxy3L-LP-010-2016,850-grxy3L-LP-010-2016-12,http://h1.honducompras.gob.hn/Docs/Con609LP-010-20161200-ContratouOrdendeCompra.jpg,contractSigned,image/jpeg,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-17T11:59:57.107000-06:00
ocds-lcuori-1RaMPR-SP-SBCC-UMBRAL-01-2015-2,ocds-lcuori-1RaMPR-SP-SBCC-UMBRAL-01-2015-2/4,1RaMPR-MCA-H-THP-08-2015,32651-1RaMPR-MCA-H-THP-08-2015-12,http://h1.honducompras.gob.hn/Docs/Con703MCA-H-THP-08-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2018-06-01T11:24:13.227000-06:00
ocds-lcuori-KLg9wR-LPN-008-2015-DA-2,ocds-lcuori-KLg9wR-LPN-008-2015-DA-2/3,KLg9wR-DSL-006-2016,19223-KLg9wR-DSL-006-2016-12,http://h1.honducompras.gob.hn/Docs/Con175DSL-006-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-07-07T14:25:06.270000-06:00
ocds-lcuori-KLg9wR-LPN-009-2015-DA-2,ocds-lcuori-KLg9wR-LPN-009-2015-DA-2/3,KLg9wR-DSL-014-2016,19631-KLg9wR-DSL-014-2016-12,http://h1.honducompras.gob.hn/Docs/Con175DSL-014-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-07-17T11:59:12.400000-06:00
ocds-lcuori-mGEMGM-DCS-159-2015-1,ocds-lcuori-mGEMGM-DCS-159-2015-1/3,mGEMGM-CONTRATO No005-2016,2303-mGEMGM-CONTRATO No005-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No005-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-10T13:27:43.640000-06:00
ocds-lcuori-mGEMGM-DCS-157-2015-1,ocds-lcuori-mGEMGM-DCS-157-2015-1/3,mGEMGM-CONTRATO No 003-2016,2301-mGEMGM-CONTRATO No 003-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20003-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-10T13:21:13.970000-06:00
ocds-lcuori-mGEMGM-DCS-157-2015-1,ocds-lcuori-mGEMGM-DCS-157-2015-1/3,mGEMGM-CONTRATO No 003-2016,2302-mGEMGM-CONTRATO No 003-2016-15,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20003-20161501-AnexosalContrato.PDF,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-10T13:23:17.133000-06:00
ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1/4,PR8ooG-176-CONAPID-2015,2010-PR8ooG-176-CONAPID-2015-12,http://h1.honducompras.gob.hn/Docs/Con180176-CONAPID-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-02T14:42:19.493000-06:00
ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1/4,PR8ooG-176-CONAPID-2015,2011-PR8ooG-176-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180176-CONAPID-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-02T14:42:48.383000-06:00
ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-111-CONAPID-2015-1/4,PR8ooG-176-CONAPID-2015,2064-PR8ooG-176-CONAPID-2015-15,http://h1.honducompras.gob.hn/Docs/Con180176-CONAPID-20151502-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2016-06-06T09:54:29.703000-06:00
ocds-lcuori-mGEMGM-DCS-158-2015-1,ocds-lcuori-mGEMGM-DCS-158-2015-1/3,mGEMGM-CONTRATO No 004-2016,2300-mGEMGM-CONTRATO No 004-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20004-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-06-10T13:18:58.933000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-22-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-22-2015-2/3,2LAdQr-FV-183-2015,991-2LAdQr-FV-183-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-183-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-04-05T22:51:20.947000-06:00
ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-08-2015-2/3,orvDGM-DLC-SANAA-1-2016,4188-orvDGM-DLC-SANAA-1-2016-12,http://h1.honducompras.gob.hn/Docs/Con7DLC-SANAA-1-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-27T13:46:47.783000-06:00
ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2/4,JL7qER-LPN-MP-001-2015,48099-JL7qER-LPN-MP-001-2015-12,http://h1.honducompras.gob.hn/Docs/Con143LPN-MP-001-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2019-03-04T14:35:46.700000-06:00
ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2,ocds-lcuori-JL7qER-Lic. Pub. MP-001-2015-2/4,JL7qER-LPN-MP-001-2015,48100-JL7qER-LPN-MP-001-2015-15,http://h1.honducompras.gob.hn/Docs/Con143LPN-MP-001-20151501-AnexosalContrato.pdf,contractAnnexe,application/pdf,Anexos al Contrato,Anexos al Contrato,2019-03-04T14:35:53.860000-06:00
ocds-lcuori-orvDGM-LPN-SANAA-DM-06-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-DM-06-2015-2/3,orvDGM-DLC-SANAA-4-2016,4178-orvDGM-DLC-SANAA-4-2016-12,http://h1.honducompras.gob.hn/Docs/Con7DLC-SANAA-4-20161200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-27T10:57:34.953000-06:00
ocds-lcuori-mGEMGM-DCS-156-2015-1,ocds-lcuori-mGEMGM-DCS-156-2015-1/3,mGEMGM-CONTRATO No 008-2016,3372-mGEMGM-CONTRATO No 008-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20008-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-13T13:11:00.850000-06:00
ocds-lcuori-mGEMGM-DCS-155-2015-1,ocds-lcuori-mGEMGM-DCS-155-2015-1/3,mGEMGM-CONTRATO No 001-2016,3278-mGEMGM-CONTRATO No 001-2016-12,http://h1.honducompras.gob.hn/Docs/Con42CONTRATO%20No%20001-20161200-ContratouOrdendeCompra.PDF,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-07-12T15:29:51.440000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-24-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-24-2015-2/3,2LAdQr-FV-179-2015,835-2LAdQr-FV-179-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-179-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-16T23:49:59.130000-06:00
ocds-lcuori-2LAdQr-COT-FV-RVNP-22-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-22-2015-2/3,2LAdQr-FV-177-2015,833-2LAdQr-FV-177-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-177-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-16T22:57:02.543000-06:00
ocds-lcuori-2LAdQr-LP-FV-RVNP-25-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-25-2015-2/3,2LAdQr-FV-178-2015,834-2LAdQr-FV-178-2015-12,http://h1.honducompras.gob.hn/Docs/Con237FV-178-20151200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2016-03-16T23:32:07.587000-06:00
ocds-lcuori-NLPmjG-GSCRE-007-2015-1,ocds-lcuori-NLPmjG-GSCRE-007-2015-1/3,NLPmjG-OC-011,22492-NLPmjG-OC-011-12,http://h1.honducompras.gob.hn/Docs/Con766OC-0111200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-10-09T13:54:06.177000-06:00
ocds-lcuori-NLPmjG-GSCRE-008-2015-1,ocds-lcuori-NLPmjG-GSCRE-008-2015-1/3,NLPmjG-OC-010,23589-NLPmjG-OC-010-12,http://h1.honducompras.gob.hn/Docs/Con766OC-0101200-ContratouOrdendeCompra.pdf,contractSigned,application/pdf,Contrato u Orden de Compra,Contrato u Orden de Compra,2017-10-27T14:26:35.537000-06:00
