ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount,contracts/0/localProcurementCategory
ocds-lcuori-NLPAVG-2017-116-FN-INAM-1,ocds-lcuori-NLPAVG-2017-116-FN-INAM-1/3,NLPAVG-2017-116-FN-INAM,2017-09-25T00:00:00-06:00,compra de 4 vallas publicitarias de vinil de 3x2 metros con el diseño de ciudad mujer,NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-116-FN-INAM-1,2017-116-FN-INAM,HNL,6348.0,goodsOrServices
ocds-lcuori-NrdVGA-CM-521-SEDUC-2017-1,ocds-lcuori-NrdVGA-CM-521-SEDUC-2017-1/3,NrdVGA-CM-521-SEDUC-2017,2018-01-03T00:00:00-06:00,Compra de tinta para impresora canon de flujo continuo solicitado por la DGDP,NrdVGA-7G3yrQ,Unidad Central,NrdVGA-CM-521-SEDUC-2017-1,CM-521-SEDUC-2017,HNL,800.4,goodsOrServices
ocds-lcuori-JLKOOL-REQ-010-2017-1,ocds-lcuori-JLKOOL-REQ-010-2017-1/3,JLKOOL-CM-CREE 007-2017,2017-12-28T00:00:00-06:00,COMPRA DE LICENCIA MICROSOFT OFFICE PARA SER UTILIZADA EN LAS OFICINAS DE LA COMISION REGULADORA DE ENERGIA ELECTRICA,JLKOOL-kG1X2L,Servicios Generales,JLKOOL-REQ-010-2017-1,CM-CREE 007-2017,HNL,107065.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0437-2017-PE-0360-2017-1,ocds-lcuori-Zr5B9L-C-0437-2017-PE-0360-2017-1/3,Zr5B9L-0317-2017,2017-08-29T00:00:00-06:00,"DESADUANAJE IPV VACUNA CONTRA LA POLIO, APO 17-00008554,GUIA AEREA 810-8448-9856(1 BULTO CON 331 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0437-2017-PE-0360-2017-1,0317-2017,HNL,23507.08,goodsOrServices
ocds-lcuori-lRop5r-HBCBH-011-2017-1,ocds-lcuori-lRop5r-HBCBH-011-2017-1/4,lRop5r-HBCBH-011-2017,2017-10-09T00:00:00-06:00,COMPRA DE ESCRITORIOS PARA LA OFICINA DE COMANDANCIA Y ADMINISTRACION,lRop5r-MLQ77R,"Estación Local La Masica, Atlántida.",lRop5r-HBCBH-011-2017-1,HBCBH-011-2017,HNL,10000.0,goodsOrServices
ocds-lcuori-JLKOOL-REQ-013-2017-1,ocds-lcuori-JLKOOL-REQ-013-2017-1/3,JLKOOL-CM-CREE 005-2017,2017-12-28T00:00:00-06:00,COMPRA DE TELEVISOR DIGITAL PARA SER UTILIZADO EN LAS OFICINAS DE LA COMISION REGULADORA DE ENERGIA ELECTRICA.,JLKOOL-kG1X2L,Servicios Generales,JLKOOL-REQ-013-2017-1,CM-CREE 005-2017,HNL,104698.3,goodsOrServices
ocds-lcuori-Zr5B9L-C-0284-2017-PE-0232-2017-1,ocds-lcuori-Zr5B9L-C-0284-2017-PE-0232-2017-1/3,Zr5B9L-0319-2017,2017-08-29T00:00:00-06:00,"DESADUANAJE DE MEDICARMENTO PARA PACIENTES DE TUBERCULOSIS,APO 17-00001102,GUIA AEREA 230-97394614 (14 BULTOS CON 74.8 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0284-2017-PE-0232-2017-1,0319-2017,HNL,8166.24,goodsOrServices
ocds-lcuori-NLPAVG-2017-029-FN-INAM-1,ocds-lcuori-NLPAVG-2017-029-FN-INAM-1/3,NLPAVG-2017-029-FN-INAM,2017-04-25T00:00:00-06:00,"70 CARPETAS EN CARTONCILLO, FULL COLOR",NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-029-FN-INAM-1,2017-029-FN-INAM,HNL,4427.5,goodsOrServices
ocds-lcuori-DL9JqG-CM-105-CMDOPMOP-2017-1,ocds-lcuori-DL9JqG-CM-105-CMDOPMOP-2017-1/3,DL9JqG-CM-105-CMDOPMOP-2017,2017-08-24T00:00:00-06:00,ELEMENTOS DE FERRETERIA,DL9JqG-oLj6LM,Estado Mayor,DL9JqG-CM-105-CMDOPMOP-2017-1,CM-105-CMDOPMOP-2017,HNL,9994.14,goodsOrServices
ocds-lcuori-JLKOOL-REQ-014-2017-1,ocds-lcuori-JLKOOL-REQ-014-2017-1/3,JLKOOL-CM-CREE 006-2017,2017-12-28T00:00:00-06:00,COMPRA DE UN PROYECTOR PARA SER UTILIZADO EN LAS OFICINAS DE LA COMISION REGULADORA DE ENERGIA ELECTRICA,JLKOOL-kG1X2L,Servicios Generales,JLKOOL-REQ-014-2017-1,CM-CREE 006-2017,HNL,14605.0,goodsOrServices
ocds-lcuori-orvwnL-CM-026-INP-2017-1,ocds-lcuori-orvwnL-CM-026-INP-2017-1/3,orvwnL-ORDEN DE COMPRA No. 0178-2017,2017-04-28T00:00:00-06:00,39300,orvwnL-DL9lKr,Instituto Nacional Penitenciario,orvwnL-CM-026-INP-2017-1,ORDEN DE COMPRA No. 0178-2017,HNL,4485.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0438-2017-PE-0361-2017-1,ocds-lcuori-Zr5B9L-C-0438-2017-PE-0361-2017-1/3,Zr5B9L-0318-2017,2017-08-29T00:00:00-06:00,"DESADUANAJE MEDICAMENTO ETHIONAMIDE 250 MG Y LEVOFLOXACIN 500 MG,APO-17-00001102, GUIA AEREA 230-97696062(5 BULTOS CON 34.9 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0438-2017-PE-0361-2017-1,0318-2017,HNL,5494.87,goodsOrServices
ocds-lcuori-grxELe-330-2017-SAG-1,ocds-lcuori-grxELe-330-2017-SAG-1/3,grxELe-330-2017-SAG,2017-12-22T00:00:00-06:00,"39600: 1 BALINERA DELANTERA, 1 BOMBA MADRE DE EMBRIAGUE, 1 JUEGO DE BANDA DE MOTOR, 1 BOTE PARA EL PIQUIDO HIDRAULICO, 1 BOMBA PRAIMADORA DE COMBUSTIBLE, 1 BRAZO PITMAN, 1 ROTULAS SUPERIORES, 1 BRAZO LOCO",grxELe-MLQALQ,Unidad Central,grxELe-330-2017-SAG-1,330-2017-SAG,HNL,13156.0,goodsOrServices
ocds-lcuori-mGEMGM-TGR-008-2017-1,ocds-lcuori-mGEMGM-TGR-008-2017-1/3,mGEMGM-246-2017,2017-07-14T00:00:00-06:00,"ENGRANAJE DE ACOPLO AL FUSOR (GEAR 18T25T) FOTOCOPIADORA CANON IR2525 (50) RODILLOS ENTINTADO PARA SUMADORA IR 40T (1) SELLO DE HULE CUADRADO CON BASE DE MADERA SEGUN MUESTRA (24)CAJAS DE KLENEX PARA DISPENSADOR (2) ESCRITORIOS PEQUEÑOS SEGUN MEDIDAS DEL PROVEEDOR (1) OASIS DE AGUA CALIENTE Y FRIA, BUENA CALIDAD (2) VENTILADOR PEDESTAL, SEGUN MUESTRA DEL PROVEEDOR (2) SILLAS SECRETARIALES COLOR NEGRO, CAPACIDAD DE 250LB, BUENA CALIDAD (1) SILLA TIPO CAJERO COLOR NEGRO, CAPACIDAD DE 250 LB, BUENA CALIDAD",mGEMGM-NLPKrv,Unidad Central,mGEMGM-TGR-008-2017-1,246-2017,HNL,287.5,goodsOrServices
ocds-lcuori-PR8dYR-452-2017-1,ocds-lcuori-PR8dYR-452-2017-1/3,PR8dYR-432-2017,2017-12-01T00:00:00-06:00,elaboración de baner,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-452-2017-1,432-2017,HNL,9257.5,goodsOrServices
ocds-lcuori-mGEMGM-DCS-221-2017-UR-1,ocds-lcuori-mGEMGM-DCS-221-2017-UR-1/3,mGEMGM-505-2017,2018-01-09T00:00:00-06:00,SUMINISTRO DE SERVICIO DE ALIMENTACION (18) COFFEE BREAK QUE INCLUYA UN REFRESCO EN LATA Y TRANSPORTE.,mGEMGM-NLPKrv,Unidad Central,mGEMGM-DCS-221-2017-UR-1,505-2017,HNL,1408.75,goodsOrServices
ocds-lcuori-Zr5B9L-C-0285-2017-PE-0233-2017-1,ocds-lcuori-Zr5B9L-C-0285-2017-PE-0233-2017-1/3,Zr5B9L-0211-2017,2017-06-19T00:00:00-06:00,"DESADUANAJE EQUIPO MED.MOBILIARIO INSUMOS DE LIMPIEZA P/HOSP.PROGRSO Y CESAMO CARLOS B GONZALES EN EL PROGRESO(CONTENEDOR # 1 CON 586 PIEZAS Y 6,620.634 KG,CONTENEDOR # 2 CON 341 PIEZAS Y 6,286.790 KG BILL OF LANDING MSCUJR082890",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0285-2017-PE-0233-2017-1,0211-2017,HNL,112106.37,goodsOrServices
ocds-lcuori-MLQmwL-CM-198-2017-1,ocds-lcuori-MLQmwL-CM-198-2017-1/3,MLQmwL-CM-198-2017,2017-07-05T00:00:00-06:00,31100,MLQmwL-gLn5gr,Gerencia Administrativa,MLQmwL-CM-198-2017-1,CM-198-2017,HNL,2587.5,goodsOrServices
ocds-lcuori-JLKOOL-REQ-015-2017-1,ocds-lcuori-JLKOOL-REQ-015-2017-1/3,JLKOOL-CM-CREE 009-2017,2017-12-28T00:00:00-06:00,COMPRA DE LAPTOPS PARA SER UTILIZADAS EN LAS OFICINAS DE LA COMISION REGULADORA DE ENERGIA ELECTRICA.,JLKOOL-kG1X2L,Servicios Generales,JLKOOL-REQ-015-2017-1,CM-CREE 009-2017,HNL,181272.2,goodsOrServices
ocds-lcuori-vGZKAR-CM-AMD-CS-416-2017-1,ocds-lcuori-vGZKAR-CM-AMD-CS-416-2017-1/3,vGZKAR-CM-AMD-CS-416-2017,2017-11-23T00:00:00-06:00,"MATERIALES UTILIZADOS PARA MEJORAMIENTO DE TEMPLO ARCA DE JEHOVA DE LA COMUNIDAD DE LOS LLANOS, EL TABLON 01-465-665 / 03-01-01-461.",vGZKAR-PLe2qG,Alcaldía Municipal de Danli,vGZKAR-CM-AMD-CS-416-2017-1,CM-AMD-CS-416-2017,HNL,19999.99,goodsOrServices
ocds-lcuori-NLPAVG-2017-175-FN-INAM-1,ocds-lcuori-NLPAVG-2017-175-FN-INAM-1/3,NLPAVG-2017-175-INAM,2017-11-07T00:00:00-06:00,EVENTO DE 50 STA LUCIA,NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-175-FN-INAM-1,2017-175-INAM,HNL,5175.0,goodsOrServices
ocds-lcuori-JLKOOL-REQ-016-2017-1,ocds-lcuori-JLKOOL-REQ-016-2017-1/3,JLKOOL-CM-CREE 010-2017,2017-12-28T00:00:00-06:00,COMPRA DE LAPTOP PARA SER UTILIZADA EN LAS OFICINAS DE LA COMISION REGULADORA DE ENERGIA ELECTRICA,JLKOOL-kG1X2L,Servicios Generales,JLKOOL-REQ-016-2017-1,CM-CREE 010-2017,HNL,51382.0,goodsOrServices
ocds-lcuori-NLPAVG-2017-030-FN-2017-1,ocds-lcuori-NLPAVG-2017-030-FN-2017-1/3,NLPAVG-2017-030-FN-2017,2017-05-02T00:00:00-06:00,"PAGO DE 350 CUATRIFOLIOS EN CARTONCILLO, TIPO TABLOIDE",NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-030-FN-2017-1,2017-030-FN-2017,HNL,9660.0,goodsOrServices
ocds-lcuori-NLPAVG-2017-030-FN-2017-1,ocds-lcuori-NLPAVG-2017-030-FN-2017-1/3,NLPAVG-2017-030-FN-INAM,2017-05-02T00:00:00-06:00,"350 CUATRIFOLIOS EN CARTONCILLO, TIPO TABLOIDE",NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-030-FN-2017-1,2017-030-FN-INAM,HNL,9660.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0439-2017-PE-0362-2017-1,ocds-lcuori-Zr5B9L-C-0439-2017-PE-0362-2017-1/3,Zr5B9L-0371-2017,2017-10-17T00:00:00-06:00,BOMBA PARA URINARIO DE VARONES.,Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0439-2017-PE-0362-2017-1,0371-2017,HNL,31050.0,goodsOrServices
ocds-lcuori-ZGqwer-CM-124-BomberosElProgreso-2017-1,ocds-lcuori-ZGqwer-CM-124-BomberosElProgreso-2017-1/4,ZGqwer-126,2017-10-27T00:00:00-06:00,"Servicio por Reparación de Sistema de Carga Eléctrica del Vehículo FORD 350 tipo Ambulancia, con Registro HRB-00213,Asignada a la Estación Central de Bomberos RECKLINGHAUSEN en barrio Los Pinos.",ZGqwer-MLQ77R,Cuerpo de Bomberos El Progreso,ZGqwer-CM-124-BomberosElProgreso-2017-1,126,HNL,1840.0,goodsOrServices
ocds-lcuori-ERpWgG-SRE COTIZACION No.643-2017-1,ocds-lcuori-ERpWgG-SRE COTIZACION No.643-2017-1/4,ERpWgG-OC No.025-ADAV-2017,2018-01-12T00:00:00-06:00,"ALQUILER DE EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION",ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,ERpWgG-SRE COTIZACION No.643-2017-1,OC No.025-ADAV-2017,HNL,10800.0,goodsOrServices
ocds-lcuori-NLPAVG-2017-031-FN-INAM-1,ocds-lcuori-NLPAVG-2017-031-FN-INAM-1/3,NLPAVG-2017-031-FN-INAM,2017-04-25T00:00:00-06:00,"1 BANNER EN VINIL DE 30 X 70, CON UN AGUJERO EN CADA EXTREMO DE PSG",NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-031-FN-INAM-1,2017-031-FN-INAM,HNL,230.0,goodsOrServices
ocds-lcuori-orvkNL-LPN No.08-2017-SEAF-UNAH-2,ocds-lcuori-orvkNL-LPN No.08-2017-SEAF-UNAH-2/3,orvkNL-28-2019-SEAF-UNAH,2019-12-03T00:00:00-06:00,CONSTRUCCIÓN DE INVERNADERO Y ADQUISICIÓN E INSTALACIÓN DE EQUIPO PARA LABORATORIOS DEL CENTRO UNIVERSITARIO REGIONAL DEL LITORAL ATLÁNTICO (CURLA) ,orvkNL-PGJALo,Departamento de Compras y Suministros,orvkNL-LPN No.08-2017-SEAF-UNAH-2,28-2019-SEAF-UNAH,HNL,2777408.93,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-923-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-923-2017-1/3,kR0Q0r-236,2017-10-10T00:00:00-06:00,"contrato de Servicios, reparación de Bodega Central",kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-923-2017-1,236,HNL,127620.72,goodsOrServices
ocds-lcuori-NLPAVG-2017-176-FN.INAM-1,ocds-lcuori-NLPAVG-2017-176-FN.INAM-1/3,NLPAVG-2017-176-FN.INAM,2017-11-21T00:00:00-06:00,POR EVENTO REALIZADO EL 30 DE OCTUBRE 2017,NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-176-FN.INAM-1,2017-176-FN.INAM,HNL,3622.5,goodsOrServices
ocds-lcuori-orvwnL-CM-030-INP-2017-1,ocds-lcuori-orvwnL-CM-030-INP-2017-1/3,orvwnL-ORDEN DE COMPRA No. 181-2017,2017-04-26T00:00:00-06:00,39600,orvwnL-DL9lKr,Instituto Nacional Penitenciario,orvwnL-CM-030-INP-2017-1,ORDEN DE COMPRA No. 181-2017,HNL,5151.17,goodsOrServices
ocds-lcuori-1Ra0dG-PC-CONV-FF-024-2017-1,ocds-lcuori-1Ra0dG-PC-CONV-FF-024-2017-1/3,1Ra0dG-OC-CONV-040-2017,2017-06-05T00:00:00-06:00,Compra de Toners para la CONVIVIENDA,1Ra0dG-jRD7wG,Comisión Nacional de Vivienda y Asentamientos Humanos,1Ra0dG-PC-CONV-FF-024-2017-1,OC-CONV-040-2017,HNL,104358.91,goodsOrServices
ocds-lcuori-MLQmwL-CM-264-2017-1,ocds-lcuori-MLQmwL-CM-264-2017-1/3,MLQmwL-CM-264-2017,2017-09-09T00:00:00-06:00,42110,MLQmwL-gLn5gr,Gerencia Administrativa,MLQmwL-CM-264-2017-1,CM-264-2017,HNL,57455.67,goodsOrServices
ocds-lcuori-0rw34r-AMPC-CBM-CM-060-2017-1,ocds-lcuori-0rw34r-AMPC-CBM-CM-060-2017-1/4,0rw34r-96,2017-10-09T00:00:00-06:00,"Compra de 3 carpas de 3x3 metros con pared, ventanas y puertas estilo tiendas de campaña para departamento de operaciones Cuerpo de Bomberos",0rw34r-wrVA9R,Cuerpo de Bomberos Municipal,0rw34r-AMPC-CBM-CM-060-2017-1,96,HNL,28500.0,goodsOrServices
ocds-lcuori-PR8dYR-531-2017-1,ocds-lcuori-PR8dYR-531-2017-1/3,PR8dYR-519-2017,2017-12-19T00:00:00-06:00,cenas completas,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-531-2017-1,519-2017,HNL,3967.5,goodsOrServices
ocds-lcuori-PR8dYR-530-2017-1,ocds-lcuori-PR8dYR-530-2017-1/3,PR8dYR-501-2017,2017-12-19T00:00:00-06:00,mantenimiento de vehiculo,PR8dYR-gLnqr0,Programa Presidencial con Chamba Vivís Mejor,PR8dYR-530-2017-1,501-2017,HNL,24779.08,goodsOrServices
ocds-lcuori-2Lm85r-012-2017-SENASA-1,ocds-lcuori-2Lm85r-012-2017-SENASA-1/3,2Lm85r-001-2017,2017-10-09T00:00:00-06:00,"Contrato de Servicio de Mantenimiento Preventivo de Aires Acondicionados y Camaras Frias, para las oficinas en el edificio principal de SENASA, oficinas en Laboratorio IHIMV en Ciudad  Mateo y en Laboratorio San Jose, en Col. San Jose del Pedregal.",2Lm85r-NLPXEL,Servicio Nacional de Sanidad e Inocuidad Agroalimentaria,2Lm85r-012-2017-SENASA-1,001-2017,HNL,18009.0,goodsOrServices
ocds-lcuori-KLgDwG-197-CM-IHT-2017-1,ocds-lcuori-KLgDwG-197-CM-IHT-2017-1/3,KLgDwG-OC 256-2017,2017-10-17T00:00:00-06:00,PUBLICACION DE AVISO DE LICITACION No.08-LPN-IHT-2017,KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-197-CM-IHT-2017-1,OC 256-2017,HNL,4858.75,goodsOrServices
ocds-lcuori-WRzdbL-LP-013-2017-HT-2,ocds-lcuori-WRzdbL-LP-013-2017-HT-2/3,WRzdbL-064-2017,2017-06-21T00:00:00-06:00,"39540 Otro Instrumental, Accesorios y Material Medico",WRzdbL-mrYzL9,Hospital Tela Integrado,WRzdbL-LP-013-2017-HT-2,064-2017,HNL,258750.0,goodsOrServices
ocds-lcuori-PLe00r-CM-CONEANFO-PROJOVEN-24-2017-1,ocds-lcuori-PLe00r-CM-CONEANFO-PROJOVEN-24-2017-1/4,PLe00r-66978234 MERCADITO DENISSE,2017-07-20T00:00:00-06:00,insumos para alimentos de los jovenes,PLe00r-PR8P5R,"Proyecto Educativo en Lempira ""PROELEM""",PLe00r-CM-CONEANFO-PROJOVEN-24-2017-1,66978234 MERCADITO DENISSE,HNL,4233.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-924-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-924-2017-1/4,kR0Q0r-226,2017-09-26T00:00:00-06:00,MATERIAL QUE SE NECESITA PARA ELABORAR TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-924-2017-1,226,HNL,4000.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-924-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-924-2017-1/4,kR0Q0r-233,2017-10-10T00:00:00-06:00,para elaborar trabajos de Imprenta,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-924-2017-1,233,HNL,4000.0,goodsOrServices
ocds-lcuori-WRz0xL-CM-SAR-231-2017-1,ocds-lcuori-WRz0xL-CM-SAR-231-2017-1/3,WRz0xL-SAR-DNAF-023-2017,2018-01-03T00:00:00-06:00,"Evaluar y dar mantenimiento correctivo a 10 vehiculos automotores tipo microbus marca Toyota Hiace , brindando los servicios de mano de obra y repuestos necesarios para su reparacion. ",WRz0xL-ZGqBaR,Unidad de Compras,WRz0xL-CM-SAR-231-2017-1,SAR-DNAF-023-2017,HNL,158406.76,goodsOrServices
ocds-lcuori-yRlaDr-LP. 008-2017-RSDCH-2,ocds-lcuori-yRlaDr-LP. 008-2017-RSDCH-2/3,yRlaDr-06028,2017-09-01T00:00:00-06:00,SERAN UTILIZADOS EN LOS DIFERENTES ESTABLECIMIENTOS DE SALUD DE ESTA REGION SANITARIA DEPARTAMENTAL DE CHOLUTECA,yRlaDr-mrYzL9,Región Departamental de Salud de Choluteca No.6,yRlaDr-LP. 008-2017-RSDCH-2,06028,HNL,316648.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-925-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-925-2017-1/3,kR0Q0r-225,2017-09-26T00:00:00-06:00,PARA ELABORAR TRABAJOS DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-925-2017-1,225,HNL,46000.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-925-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-925-2017-1/3,kR0Q0r-235,2017-10-10T00:00:00-06:00,para uso9 del departamento de opsett,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-925-2017-1,235,HNL,46000.0,goodsOrServices
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-85-2017-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-85-2017-1/3,MrM6zL-562920,2018-12-21T00:00:00-06:00,COMPRA DE 6 TONER SHARP PARA USO DE COPIADORA,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,MrM6zL-CM-CONEANFO-UAF-85-2017-1,562920,HNL,14317.5,goodsOrServices
ocds-lcuori-grxELe-341-2017-SAG-1,ocds-lcuori-grxELe-341-2017-SAG-1/3,grxELe-341-2017-SAG,2017-12-25T00:00:00-06:00,35500: 4 GALONES DE MASILLA PARA PARED,grxELe-MLQALQ,Unidad Central,grxELe-341-2017-SAG-1,341-2017-SAG,HNL,3266.0,goodsOrServices
ocds-lcuori-yRlaDr-LP. 009-2017-RSDCH-2,ocds-lcuori-yRlaDr-LP. 009-2017-RSDCH-2/3,yRlaDr-06030,2017-09-01T00:00:00-06:00,SERAN UTILIZADOS EN LOS DIFERENTES ESTABLECIMIENTOS DE SALUD DE ESTA REGION SANITARIA DEPARTAMENTAL DE CHOLUTECA,yRlaDr-mrYzL9,Región Departamental de Salud de Choluteca No.6,yRlaDr-LP. 009-2017-RSDCH-2,06030,HNL,549994.4,goodsOrServices
ocds-lcuori-gGywVr-29-2017-1,ocds-lcuori-gGywVr-29-2017-1/3,gGywVr-32-17,2017-11-06T00:00:00-06:00,39560 materiales y suministros odontologicos,gGywVr-mrYzL9,Región Departamental de Salud de Francisco Morazán No.8,gGywVr-29-2017-1,32-17,HNL,17163.75,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-926-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-926-2017-1/3,kR0Q0r-224,2017-09-26T00:00:00-06:00,MATERIAL UTILIZADO PARA ELABORAR TRABAJO DE IMPRENTA,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-926-2017-1,224,HNL,790.0,goodsOrServices
ocds-lcuori-kR0Q0r-CM-ENAG-926-2017-1,ocds-lcuori-kR0Q0r-CM-ENAG-926-2017-1/3,kR0Q0r-238,2017-10-10T00:00:00-06:00,para uso de la planta telefonica,kR0Q0r-kG1y2G,Unidad Central,kR0Q0r-CM-ENAG-926-2017-1,238,HNL,790.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0441-2017-PE-0364-2017-1,ocds-lcuori-Zr5B9L-C-0441-2017-PE-0364-2017-1/3,Zr5B9L-0362-2017,2017-09-14T00:00:00-06:00,BRAZOS HIDRAULICOS PARA PUERTA DE VIDRIO.,Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0441-2017-PE-0364-2017-1,0362-2017,HNL,50312.5,goodsOrServices
ocds-lcuori-NLPAVG-2017-178-FN-INAM-1,ocds-lcuori-NLPAVG-2017-178-FN-INAM-1/3,NLPAVG-2017-178-FN-INAM,2017-12-06T00:00:00-06:00,COMPRA DE ACCESORIOS PARA DEPARTAMENTO DE INFORMATICA,NLPAVG-ERpqPr,Unidad Central,NLPAVG-2017-178-FN-INAM-1,2017-178-FN-INAM,HNL,5830.01,goodsOrServices
ocds-lcuori-KLgDwG-249-CM-IHT-2017-1,ocds-lcuori-KLgDwG-249-CM-IHT-2017-1/4,KLgDwG-OC 326-2017,2017-07-08T00:00:00-06:00,"Compra de 2 Boletos aéreos con Ruta: Miami-SPS-Miami, a nombre de Luis Medellín y Khiana Medellín.",KLgDwG-2LmVGK,Instituto Hondureño de Turismo,KLgDwG-249-CM-IHT-2017-1,OC 326-2017,HNL,22086.0,goodsOrServices
ocds-lcuori-Zr5B9L-C-0442-2017-PE-0365-2017-1,ocds-lcuori-Zr5B9L-C-0442-2017-PE-0365-2017-1/3,Zr5B9L-0327-2017,2017-08-15T00:00:00-06:00,"DESADUANAJE EQUIPO DE LABORATORIO(INCUBADORAS MICROBILOGICA)APO 17-00011654,GUIA AEREA 752-61697440(4 BULTOS CON 250 KILOGRAMOS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0442-2017-PE-0365-2017-1,0327-2017,HNL,17144.98,goodsOrServices
ocds-lcuori-Zr5B9L-C-0443-2017-PE-0366-2017-1,ocds-lcuori-Zr5B9L-C-0443-2017-PE-0366-2017-1/3,Zr5B9L-0345-2017,2017-09-08T00:00:00-06:00,"DESADUANAJE PIEZAS DE MATERIALES E INSUMOS HOSPITALARIOS(INCLUYENDO MOBILIARIO,EQUIPO MEDICO Y MATERIAL QUIRURGICO)FACTURA # 2017-56.",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0443-2017-PE-0366-2017-1,0345-2017,HNL,40189.05,goodsOrServices
ocds-lcuori-yRl8kR-CM-026-IHTT-2017-1,ocds-lcuori-yRl8kR-CM-026-IHTT-2017-1/3,yRl8kR-CM-026-IHTT-2017,2018-01-25T00:00:00-06:00,15 soportes de pared para televisores planos,yRl8kR-DRW4Nr,Unidad Central,yRl8kR-CM-026-IHTT-2017-1,CM-026-IHTT-2017,HNL,12075.0,goodsOrServices
ocds-lcuori-PR8ooG-CM-52-CONAPID-2017-1,ocds-lcuori-PR8ooG-CM-52-CONAPID-2017-1/3,PR8ooG-30-CONAPID-2017,2017-05-22T00:00:00-06:00,4 BOMBILLOS MH1500,PR8ooG-NrdqVL,Unidad Central,PR8ooG-CM-52-CONAPID-2017-1,30-CONAPID-2017,HNL,2879.6,goodsOrServices
ocds-lcuori-Zr5B9L-C-0444-2017-PE-0367-2017-1,ocds-lcuori-Zr5B9L-C-0444-2017-PE-0367-2017-1/3,Zr5B9L-0423-2017,2017-10-27T00:00:00-06:00,"DESADUANAJE MEDICAMENTO RIFAMPICINA 100/5ML ORAL SOLUCION,APO 17-00005333,(36 BULTOS CON 2 PALETAS)",Zr5B9L-mrYzL9,Unidad Central,Zr5B9L-C-0444-2017-PE-0367-2017-1,0423-2017,HNL,34247.32,goodsOrServices
ocds-lcuori-mrY1dr-CM-126-SEDS-2017-1,ocds-lcuori-mrY1dr-CM-126-SEDS-2017-1/4,mrY1dr-4500003906,2017-08-26T00:00:00-06:00,COMPRA DE REPUESTOS PARA LOS VEHICULOS ASIGNADOS A LA UDEP 12.,mrY1dr-MrMgGe,Unidad Central,mrY1dr-CM-126-SEDS-2017-1,4500003906,HNL,7130.0,goodsOrServices
